"","Gene","SYMBOL","ENTREZID","iNKT_VD1","iNKT_VD2","iNKTD1","iNKTD2"
"12529","ENSG00000169567","HINT1","3094",342.714104,311.829852,357.06889,307.69903
"12530","ENSG00000169570","DTWD2","285605",1.67403,2.543707,2.318663,1.714904
"12532","ENSG00000169583","CLIC3","9022",18.730359,39.166753,8.406148,7.515351
"12533","ENSG00000169592","INO80E","283899",106.415876,118.830764,102.060369,118.050569
"12535","ENSG00000169598","DFFB","1677",10.06469,11.320196,4.926713,11.923708
"12536","ENSG00000169599","NFU1","27247",27.031251,27.609948,26.536408,26.883387
"12539","ENSG00000169607","CKAP2L","150468",5.430995,12.510537,38.79027,19.824506
"12540","ENSG00000169609","C15orf40","123207",42.606537,25.778524,25.999443,23.151613
"12541","ENSG00000169612","RAMAC","83640",21.7486,29.992803,32.534448,36.73904
"12543","ENSG00000169621","APLF","200558",3.394885,3.373892,1.436123,1.557996
"12545","ENSG00000169629","RGPD8","727851",5.296407,3.31,4.230572,5.193852
"12546","ENSG00000169635","HIC2","23119",2.727523,1.95998,1.302057,2.122957
"12547","ENSG00000169641","LUZP1","7798",35.781377,36.877833,14.426546,15.242739
"12548","ENSG00000169660","HEXD","284004",130.858648,150.511608,32.366822,82.254033
"12552","ENSG00000169679","BUB1","699",15.226784,23.626866,86.143151,33.099063
"12553","ENSG00000169682","SPNS1","83985",36.177822,41.769305,26.94677,33.225913
"12554","ENSG00000169683","LRRC45","201255",33.445582,31.52906,35.660756,38.0904
"12555","ENSG00000169684","CHRNA5","1138",2.369385,2.555665,6.081996,3.063855
"12557","ENSG00000169689","CENPX","201254",49.976228,44.299368,77.490125,55.664656
"12558","ENSG00000169692","AGPAT2","10555",25.419392,25.911356,31.235055,42.55459
"12559","ENSG00000169696","ASPSCR1","79058",24.635801,19.366036,23.36767,28.698461
"12561","ENSG00000169710","FASN","2194",25.487664,23.444972,53.635215,37.872369
"12562","ENSG00000169714","CNBP","7555",344.810126,362.326352,350.20637,430.598122
"12563","ENSG00000169715","MT1E","4493",3.054384,7.510837,43.972555,11.728842
"12565","ENSG00000169718","DUS1L","64118",78.396293,77.198235,81.417996,98.887034
"12566","ENSG00000169727","GPS1","2873",67.627924,75.901131,60.961643,69.467913
"12567","ENSG00000169733","RFNG","5986",31.39588,37.769129,14.326857,29.43796
"12568","ENSG00000169738","DCXR","51181",130.084759,61.124546,81.789982,62.795908
"12569","ENSG00000169740","ZNF32","7580",16.756295,11.902903,8.321014,19.446956
"12571","ENSG00000169750","RAC3","5881",13.71446,14.463521,4.750429,6.518984
"12573","ENSG00000169756","LIMS1","3987",37.642725,75.971641,52.598786,58.45406
"12574","ENSG00000169758","TMEM266","123591",0.079912,0.047646,0.147504,0.126223
"12576","ENSG00000169762","TAPT1","202018",29.884313,22.793595,13.971479,15.082923
"12578","ENSG00000169764","UGP2","7360",76.253752,81.390105,147.825603,152.366029
"12585","ENSG00000169813","HNRNPF","3185",247.92401,303.95195,497.076398,377.479684
"12586","ENSG00000169814","BTD","686",9.539271,10.302344,10.684585,13.015768
"12587","ENSG00000169826","CSGALNACT2","55454",52.228267,50.738128,38.349624,57.744089
"12592","ENSG00000169855","ROBO1","6091",0.010585,0.49127,0.091932,0.102571
"12594","ENSG00000169857","AVEN","57099",1.322972,2.074158,13.055195,8.163673
"12595","ENSG00000169860","P2RY1","5028",0,0.066207,0.054679,0.146396
"12597","ENSG00000169871","TRIM56","81844",15.863551,22.905198,19.9556,30.392713
"12600","ENSG00000169884","WNT10B","7480",34.792414,19.852145,0.779336,0.531733
"12601","ENSG00000169885","CALML6","163688",1.101657,0.217335,0,0.041795
"12602","ENSG00000169891","REPS2","9185",0.146166,0.144935,0.013493,0
"12603","ENSG00000169894","MUC3A","4584",0.166932,0.13834,0.02448,0
"12604","ENSG00000169895","SYAP1","94056",14.162169,17.195469,9.030703,9.772895
"12605","ENSG00000169896","ITGAM","3684",26.230627,27.044178,26.627612,89.674146
"12607","ENSG00000169902","TPST1","8460",1.954985,0.3855,0.485235,0.658581
"12609","ENSG00000169905","TOR1AIP2","163590",15.219964,17.414598,11.369147,14.104223
"12612","ENSG00000169914","OTUD3","23252",7.567437,10.533946,5.564894,8.527876
"12613","ENSG00000169918","OTUD7A","161725",3.822877,3.029119,3.586393,5.508277
"12614","ENSG00000169919","GUSB","2990",76.381505,82.947747,65.581707,56.390532
"12615","ENSG00000169925","BRD3","8019",22.098052,24.320108,11.754891,16.903904
"12618","ENSG00000169946","ZFPM2","23414",0.414128,0.432864,0.317088,0.461433
"12619","ENSG00000169951","ZNF764","92595",15.100014,14.745411,10.995952,19.811579
"12621","ENSG00000169955","ZNF747","65988",8.530671,9.355853,8.116908,6.657327
"12622","ENSG00000169957","ZNF768","79724",20.355207,20.076376,2.381504,3.274758
"12623","ENSG00000169962","TAS1R3","83756",3.068361,2.954721,0.367165,0.577091
"12624","ENSG00000169964","TMEM42","131616",22.815836,14.922838,7.274387,13.766166
"12625","ENSG00000169967","MAP3K2","10746",25.059473,26.790294,23.245514,30.190355
"12626","ENSG00000169972","PUSL1","126789",7.157844,12.472225,16.731466,15.543388
"12627","ENSG00000169976","SF3B5","83443",250.841413,266.573643,199.328722,201.470327
"12628","ENSG00000169981","ZNF35","7584",1.139997,1.251761,1.710701,1.505197
"12629","ENSG00000169989","TIGD4","201798",0.526623,0.711678,0.137351,0.214577
"12630","ENSG00000169991","IFFO2","126917",40.746639,33.852165,11.212626,24.979281
"12631","ENSG00000169992","NLGN2","57555",15.593605,16.180848,0.654746,1.041062
"12633","ENSG00000170004","CHD3","1107",119.724758,131.977889,140.262691,178.784044
"12634","ENSG00000170006","TMEM154","201799",8.002627,11.833661,15.832923,19.50263
"12636","ENSG00000170017","ALCAM","214",21.014261,18.776419,6.682916,5.682026
"12637","ENSG00000170027","YWHAG","7532",34.599905,38.0745,54.705737,47.513907
"12638","ENSG00000170035","UBE2E3","10477",47.770757,60.719202,63.241845,54.683317
"12639","ENSG00000170037","CNTROB","116840",43.17485,55.259424,34.350626,34.538324
"12640","ENSG00000170043","TRAPPC1","58485",209.897289,283.43095,292.047157,253.624574
"12642","ENSG00000170049","KCNAB3","9196",18.048854,17.556082,1.952402,4.500761
"12644","ENSG00000170074","FAM153A","285596",0.018138,0.929383,0.013908,0.703993
"12646","ENSG00000170085","SIMC1","375484",13.051865,12.989603,11.514674,8.247871
"12647","ENSG00000170088","TMEM192","201931",7.200457,6.002152,7.157973,11.008703
"12652","ENSG00000170100","ZNF778","197320",12.743744,19.335812,3.053079,6.729714
"12653","ENSG00000170113","NIPA1","123606",14.785821,16.162895,15.221255,24.042015
"12654","ENSG00000170122","FOXD4","2298",0.199781,0.417403,0.206739,0.197767
"12655","ENSG00000170128","GPR25","2848",0,0.222534,0.104915,0.070284
"12656","ENSG00000170142","UBE2E1","7324",38.360934,48.479321,38.473523,37.919308
"12657","ENSG00000170144","HNRNPA3","220988",211.781502,291.626189,404.611221,321.592623
"12658","ENSG00000170145","SIK2","23235",7.075052,9.900999,3.831204,3.961652
"12661","ENSG00000170160","CCDC144A","9720",6.580983,0.508337,2.519936,0.139128
"12665","ENSG00000170175","CHRNB1","1140",17.092676,14.568103,10.514736,17.801219
"12668","ENSG00000170185","USP38","84640",18.657981,24.183475,15.734024,18.679478
"12669","ENSG00000170190","SLC16A5","9121",1.058836,2.383406,2.90575,3.780382
"12670","ENSG00000170191","NANP","140838",3.46212,2.879077,3.555912,1.757831
"12673","ENSG00000170222","ADPRM","56985",24.548392,27.596849,10.342018,12.896706
"12675","ENSG00000170234","PWWP2A","114825",15.695156,15.60351,14.604239,23.82629
"12677","ENSG00000170242","USP47","55031",43.266767,38.53008,34.790614,42.863276
"12678","ENSG00000170248","PDCD6IP","10015",88.2275,139.32838,88.887505,108.141796
"12680","ENSG00000170260","ZNF212","7988",12.411339,13.315296,9.051752,12.163812
"12682","ENSG00000170264","FAM161A","84140",3.897235,2.377369,1.8539,2.108892
"12683","ENSG00000170265","ZNF282","8427",24.619768,43.443849,32.562675,34.711156
"12684","ENSG00000170266","GLB1","2720",33.548135,48.234082,30.57893,31.062822
"12685","ENSG00000170270","GON7","84520",20.755176,19.274809,34.606209,19.778188
"12686","ENSG00000170271","FAXDC2","10826",1.107286,1.66294,0.97198,1.934441
"12687","ENSG00000170275","CRTAP","10491",19.940674,21.625573,26.099347,27.870796
"12692","ENSG00000170291","ELP5","23587",31.162775,24.334551,37.721155,33.592212
"12693","ENSG00000170293","CMTM8","152189",2.467306,3.989761,1.327675,2.223683
"12694","ENSG00000170296","GABARAP","11337",435.830997,564.528286,400.54267,515.650178
"12695","ENSG00000170298","LGALS9B","284194",1.102111,0.299228,0.465054,0.442927
"12696","ENSG00000170310","STX8","9482",62.720333,48.361542,42.958815,61.95337
"12697","ENSG00000170312","CDK1","983",21.800435,33.662565,144.325145,66.577411
"12698","ENSG00000170315","UBB","7314",1075.745894,1225.003934,1103.655487,1133.867017
"12699","ENSG00000170322","NFRKB","4798",27.846432,29.669396,16.687378,21.719537
"12701","ENSG00000170324","FRMPD2","143162",0.144207,0.166289,0.031599,0.355948
"12702","ENSG00000170325","PRDM10","56980",1.45869,1.807407,5.771277,6.33763
"12703","ENSG00000170340","B3GNT2","10678",35.122254,27.960872,27.375138,33.756606
"12704","ENSG00000170345","FOS","2353",3.613238,2.416049,0.053349,0.675651
"12705","ENSG00000170348","TMED10","10972",196.345472,242.15923,194.023307,256.395697
"12706","ENSG00000170356","OR2A20P","401428",0.969769,0.11609,0.061263,0.772636
"12707","ENSG00000170364","SETMAR","6419",7.298528,11.360731,8.418416,9.131098
"12708","ENSG00000170365","SMAD1","4086",0.824514,4.316754,0.415415,4.440289
"12714","ENSG00000170379","TCAF2","285966",27.153448,20.113391,12.572479,15.536861
"12715","ENSG00000170381","SEMA3E","9723",0.285249,0.34618,0.142172,0.146921
"12716","ENSG00000170382","LRRN2","10446",0.069694,0.072754,0.051491,0.137886
"12717","ENSG00000170385","SLC30A1","7779",7.617687,7.989679,4.722718,7.896599
"12721","ENSG00000170412","GPRC5C","55890",0.6649,0.81878,0.025779,0.45126
"12722","ENSG00000170417","TMEM182","130827",22.84568,27.958639,7.712485,20.50288
"12724","ENSG00000170421","KRT8","3856",3.019077,12.101966,0.240311,1.418229
"12726","ENSG00000170425","ADORA2B","136",0.278471,0.436499,0.274498,1.240827
"12728","ENSG00000170430","MGMT","4255",7.977476,5.863747,9.763525,8.698189
"12730","ENSG00000170442","KRT86","3892",0.741697,0.468912,0.103485,4.070593
"12731","ENSG00000170445","HARS1","3035",47.034103,48.968179,67.446268,58.377456
"12732","ENSG00000170448","NFXL1","152518",7.414962,10.235004,5.276011,6.526362
"12734","ENSG00000170456","DENND5B","160518",0.052218,0.482687,0.078243,0.104791
"12735","ENSG00000170458","CD14","929",0.126339,0.351993,0.093391,0.195337
"12736","ENSG00000170464","DNAJC18","202052",5.464556,13.404039,15.707083,7.371644
"12738","ENSG00000170468","RIOX1","79697",14.500155,13.360945,19.960183,18.412872
"12739","ENSG00000170469","SPATA24","202051",9.503181,8.712064,9.622219,7.558888
"12740","ENSG00000170471","RALGAPB","57148",24.370815,30.98091,20.455001,30.850876
"12741","ENSG00000170473","PYM1","84305",40.289327,50.393836,100.546801,72.469535
"12742","ENSG00000170476","MZB1","51237",9.747019,14.512624,16.808917,36.022115
"12744","ENSG00000170482","SLC23A1","9963",0.27685,0.280737,0.099328,0.166265
"12746","ENSG00000170485","NPAS2","4862",0.018302,0.076404,0.172133,0.158567
"12749","ENSG00000170500","LONRF2","164832",0.055301,1.218091,0.051973,0.531715
"12750","ENSG00000170502","NUDT9","53343",12.561934,16.881526,12.28636,11.289977
"12751","ENSG00000170509","HSD17B13","345275",0.453318,0.502253,0.302043,0.404683
"12752","ENSG00000170515","PA2G4","5036",173.075439,189.799206,238.937794,198.419328
"12754","ENSG00000170522","ELOVL6","79071",42.968496,24.170592,46.296022,63.980793
"12756","ENSG00000170525","PFKFB3","5209",90.438928,72.420493,21.7237,42.978342
"12757","ENSG00000170537","TMC7","79905",0.199161,0,0.100821,0.164191
"12758","ENSG00000170540","ARL6IP1","23204",151.380111,176.894754,344.63641,212.989357
"12759","ENSG00000170542","SERPINB9","5272",27.41188,17.30911,28.339479,10.807079
"12760","ENSG00000170545","SMAGP","57228",3.152222,3.997304,2.751211,1.344083
"12762","ENSG00000170558","CDH2","1000",0.019778,0.232838,0.014611,0.266504
"12764","ENSG00000170571","EMB","133418",216.278497,208.804507,204.333051,202.4174
"12767","ENSG00000170581","STAT2","6773",99.920067,133.213938,59.205957,97.343414
"12768","ENSG00000170584","NUDCD2","134492",33.739908,21.441831,20.861532,16.268411
"12769","ENSG00000170604","IRF2BP1","26145",23.31862,21.212583,11.912468,16.952022
"12771","ENSG00000170606","HSPA4","3308",63.45551,66.356081,92.619663,67.675943
"12775","ENSG00000170619","COMMD5","28991",19.964258,21.768304,30.50151,34.827889
"12777","ENSG00000170627","GTSF1","121355",7.658839,9.912417,37.111576,9.952371
"12779","ENSG00000170631","ZNF16","7564",4.322755,4.002369,3.389676,4.986342
"12781","ENSG00000170633","RNF34","80196",30.319116,47.336109,66.534691,52.565364
"12782","ENSG00000170634","ACYP2","98",11.090245,8.100536,10.859234,12.891741
"12783","ENSG00000170638","TRABD","80305",108.631669,135.32461,92.86813,105.515975
"12784","ENSG00000170653","ATF7","11016",18.200525,22.328857,19.313099,20.816806
"12786","ENSG00000170677","SOCS6","9306",2.729535,1.691486,2.248367,2.492801
"12787","ENSG00000170681","CAVIN4","347273",0.087301,0.030386,0.131051,0.028794
"12789","ENSG00000170684","ZNF296","162979",9.237394,7.37551,2.932987,3.562893
"12791","ENSG00000170689","HOXB9","3219",1.121976,0.184984,1.025441,0.029215
"12793","ENSG00000170734","POLH","5429",20.480192,24.355048,29.080473,38.067724
"12797","ENSG00000170759","KIF5B","3799",36.139448,51.007768,52.729113,48.944356
"12799","ENSG00000170776","AKAP13","11214",152.896309,184.193611,136.1394,173.135966
"12801","ENSG00000170779","CDCA4","55038",31.987649,28.017672,58.137065,37.861276
"12805","ENSG00000170790","OR10A2","341276",0.235097,0.165721,0.019753,0.066112
"12806","ENSG00000170791","CHCHD7","79145",55.954979,50.709483,34.593141,39.063254
"12808","ENSG00000170802","FOXN2","3344",21.589789,20.539264,31.399525,27.881288
"12810","ENSG00000170819","BFSP2","8419",0,0.372576,0.584744,0.647795
"12812","ENSG00000170827","CELP","1057",0.254482,0.199318,0.047015,0.094436
"12813","ENSG00000170832","USP32","84669",19.28217,21.726873,16.81528,19.382987
"12814","ENSG00000170835","CEL","1056",1.00002,1.313853,0.452947,0.670386
"12815","ENSG00000170836","PPM1D","8493",15.16905,13.431264,15.605638,16.800384
"12816","ENSG00000170837","GPR27","2850",4.5117,2.159428,10.58106,4.867645
"12817","ENSG00000170846","MRFAP1L2","93622",58.311342,48.471778,20.109403,26.983662
"12819","ENSG00000170852","KBTBD2","25948",20.331493,35.948562,32.352391,35.989574
"12820","ENSG00000170854","RIOX2","84864",16.737,18.987359,21.184438,23.213446
"12821","ENSG00000170855","TRIAP1","51499",23.326307,23.295752,47.57268,49.623081
"12822","ENSG00000170860","LSM3","27258",6.866905,7.388542,19.082549,12.019082
"12823","ENSG00000170871","KIAA0232","9778",14.65064,15.067495,12.06405,14.061999
"12824","ENSG00000170873","MTSS1","9788",6.518002,8.810497,16.454945,23.248807
"12825","ENSG00000170876","TMEM43","79188",65.157084,62.38162,31.31535,49.243029
"12826","ENSG00000170881","RNF139","11236",34.13629,36.155624,22.177815,29.240443
"12832","ENSG00000170899","GSTA4","2941",6.296453,2.254787,4.182203,4.206601
"12833","ENSG00000170903","MSANTD4","84437",12.599668,12.668118,11.896769,14.491629
"12836","ENSG00000170915","PAQR8","85315",15.347623,12.067696,10.623724,14.131935
"12837","ENSG00000170917","NUDT6","11162",10.783416,12.517886,12.688886,10.443295
"12839","ENSG00000170921","TANC2","26115",15.218594,7.211357,7.412733,0.902283
"12840","ENSG00000170923","OR7G2","390882",0.273354,0.31171,0.110303,0.172321
"12845","ENSG00000170946","DNAJC24","120526",17.240881,13.481371,12.103865,16.673045
"12847","ENSG00000170949","ZNF160","90338",42.304734,30.853259,8.111516,21.515248
"12850","ENSG00000170954","ZNF415","55786",0.696689,0.038221,0,0.036217
"12851","ENSG00000170955","CAVIN3","112464",0.824609,2.118719,2.323431,3.706138
"12853","ENSG00000170959","DCDC1","341019",0.445766,0.580872,0.033746,0.015384
"12855","ENSG00000170962","PDGFD","80310",1.688286,0.626567,4.080014,0.934223
"12858","ENSG00000170989","S1PR1","1901",35.308696,81.615831,88.588904,62.90172
"12859","ENSG00000171004","HS6ST2","90161",0.114828,0.119832,0.100151,0.266934
"12863","ENSG00000171033","PKIA","5569",13.013434,19.659235,2.744956,9.761891
"12865","ENSG00000171045","TSNARE1","203062",25.783967,29.41051,6.636647,17.326668
"12870","ENSG00000171055","FEZ2","9637",6.48192,4.24949,10.91032,15.69579
"12873","ENSG00000171067","C11orf24","53838",15.003379,20.134291,22.560182,21.649211
"12876","ENSG00000171097","KYAT1","883",22.508261,13.269159,6.820571,8.473967
"12877","ENSG00000171100","MTM1","4534",17.259833,19.965834,16.064508,24.372908
"12879","ENSG00000171103","TRMT61B","55006",15.678832,13.568118,10.906633,15.677806
"12880","ENSG00000171105","INSR","3643",1.776551,2.396573,0.849511,0.514981
"12881","ENSG00000171109","MFN1","55669",27.767188,25.138902,12.683225,24.368408
"12882","ENSG00000171115","GIMAP8","155038",10.94069,19.53467,22.076535,17.353635
"12883","ENSG00000171116","HSFX1","100506164",1.436045,1.149532,0.267522,0.230165
"12885","ENSG00000171121","KCNMB3","27094",0.176896,0.308995,0.821537,0.284188
"12886","ENSG00000171124","FUT3","2525",1.129269,0.542222,0,0.076953
"12888","ENSG00000171130","ATP6V0E2","155066",73.906456,71.619685,77.532692,97.776789
"12889","ENSG00000171132","PRKCE","5581",7.540933,5.229459,5.556005,2.456571
"12891","ENSG00000171135","JAGN1","84522",24.01479,33.895853,31.45525,30.220426
"12893","ENSG00000171148","TADA3","10474",43.758282,59.462564,97.955252,79.65722
"12894","ENSG00000171150","SOCS5","9655",6.355469,6.933641,4.773946,6.298096
"12895","ENSG00000171155","C1GALT1C1","29071",20.463591,25.357239,45.512467,34.982686
"12896","ENSG00000171159","BBLN","79095",224.726548,210.256628,209.224636,262.88279
"12897","ENSG00000171160","MORN4","118812",2.519633,2.052974,1.495026,4.230156
"12898","ENSG00000171161","ZNF672","79894",21.238574,21.960195,33.478386,26.911986
"12899","ENSG00000171163","ZNF692","55657",35.574381,39.312813,17.882114,27.739089
"12900","ENSG00000171169","NAIF1","203245",7.189239,6.746198,14.073429,11.099191
"12901","ENSG00000171174","RBKS","64080",5.051608,6.283598,1.298684,1.130941
"12907","ENSG00000171202","TMEM126A","84233",16.640996,19.836196,54.760302,44.104093
"12908","ENSG00000171204","TMEM126B","55863",59.310184,56.571825,75.468773,63.879246
"12909","ENSG00000171206","TRIM8","81603",28.325586,40.538281,58.881616,59.808813
"12910","ENSG00000171208","NETO2","81831",21.967763,23.813623,25.935003,16.55508
"12913","ENSG00000171219","CDC42BPG","55561",1.026143,0.95316,0.13864,0.544429
"12914","ENSG00000171222","SCAND1","51282",70.392995,71.322945,76.400848,82.193151
"12915","ENSG00000171223","JUNB","3726",109.36433,113.409792,84.001266,198.052731
"12916","ENSG00000171224","FAM241B","219738",4.49673,1.065697,2.825502,2.019422
"12919","ENSG00000171236","LRG1","116844",0,0.025779,0.03649,0.097716
"12920","ENSG00000171241","SHCBP1","79801",3.958795,7.529559,55.82868,24.255881
"12922","ENSG00000171246","NPTX1","4884",1.044015,2.970462,0.250097,8.514927
"12923","ENSG00000171262","FAM98B","283742",14.417503,15.965525,16.977732,10.862314
"12924","ENSG00000171291","ZNF439","90594",10.570638,5.653471,2.76121,2.447219
"12925","ENSG00000171295","ZNF440","126070",10.895216,6.772583,6.491933,10.711855
"12926","ENSG00000171298","GAA","2548",37.593408,34.924675,7.732837,15.764926
"12927","ENSG00000171302","CANT1","124583",23.922427,34.686328,52.710227,54.896804
"12929","ENSG00000171307","ZDHHC16","84287",22.491804,23.731507,37.634709,28.576934
"12930","ENSG00000171310","CHST11","50515",46.728477,46.793139,62.134981,65.361765
"12931","ENSG00000171311","EXOSC1","51013",42.541048,50.572551,57.56929,52.676531
"12932","ENSG00000171314","PGAM1","5223",345.641446,267.049407,467.860916,286.340106
"12933","ENSG00000171316","CHD7","55636",22.177116,27.542376,5.410704,9.052317
"12934","ENSG00000171320","ESCO2","157570",4.224252,7.647397,44.781145,14.974134
"12936","ENSG00000171346","KRT15","3866",0.187223,0.303986,0.129074,0.167304
"12937","ENSG00000171357","LURAP1","541468",0.300693,0.134645,0.031754,0.2977
"12939","ENSG00000171365","CLCN5","1184",1.422397,0.832314,1.535731,2.182451
"12940","ENSG00000171368","TPPP","11076",8.989239,8.633723,0.096731,0.317851
"12942","ENSG00000171388","APLN","8862",0.023279,0.072902,0.017199,0
"12948","ENSG00000171408","PDE7B","27115",1.002891,4.143954,0.730866,6.115118
"12949","ENSG00000171421","MRPL36","64979",55.916006,62.656038,69.663663,51.724404
"12950","ENSG00000171425","ZNF581","51545",38.139645,31.716238,11.996748,15.375748
"12951","ENSG00000171428","NAT1","9",4.043393,6.089297,9.150916,6.778145
"12954","ENSG00000171443","ZNF524","147807",26.187713,32.600732,43.86624,48.352399
"12955","ENSG00000171444","MCC","4163",7.996664,3.847509,4.137895,3.67301
"12957","ENSG00000171448","ZBTB26","57684",5.08166,6.275036,3.53051,6.027845
"12959","ENSG00000171453","POLR1C","9533",12.575889,12.879587,12.569494,12.849697
"12960","ENSG00000171456","ASXL1","171023",64.117781,86.885006,61.564006,65.799087
"12962","ENSG00000171462","DLK2","65989",1.888558,2.545249,0.392142,0.762432
"12963","ENSG00000171466","ZNF562","54811",8.200259,8.972706,5.781159,7.703138
"12964","ENSG00000171467","ZNF318","24149",13.582902,12.576761,4.742965,16.191291
"12965","ENSG00000171469","ZNF561","93134",13.018502,17.821275,13.561063,23.335971
"12966","ENSG00000171475","WIPF2","147179",14.899164,20.343809,18.082426,24.677698
"12967","ENSG00000171476","HOPX","84525",107.023874,105.91606,591.533478,353.621367
"12972","ENSG00000171488","LRRC8C","84230",16.700775,22.388603,34.702026,28.365557
"12974","ENSG00000171490","RSL1D1","26156",78.77133,87.041791,110.599459,97.272681
"12975","ENSG00000171492","LRRC8D","55144",16.691003,19.048001,23.101353,24.922246
"12977","ENSG00000171496","OR1L8","138881",0.085259,0.121678,0.063102,0
"12978","ENSG00000171497","PPID","5481",42.121532,38.48536,48.516453,48.60026
"12981","ENSG00000171503","ETFDH","2110",24.494074,17.352513,20.544818,17.573879
"12984","ENSG00000171517","LPAR3","23566",0.355579,0.097995,0.49489,0.046428
"12985","ENSG00000171522","PTGER4","5734",118.081199,91.756801,59.405072,148.297608
"12986","ENSG00000171530","TBCA","6902",213.170724,205.549544,220.530626,169.027629
"12988","ENSG00000171533","MAP6","4135",2.170422,3.627204,0.539266,2.225548
"12991","ENSG00000171552","BCL2L1","598",27.615325,39.123531,104.29321,143.342755
"12994","ENSG00000171561","OR2AT4","341152",0.025424,0.035746,0,0.048219
"12996","ENSG00000171566","PLRG1","5356",70.056757,77.791823,87.124695,85.91944
"12998","ENSG00000171574","ZNF584","201514",6.137681,6.334366,4.052257,5.963558
"13000","ENSG00000171595","DNAI2","64446",0.418689,0.694491,0,0.234721
"13001","ENSG00000171596","NMUR1","10316",0.203103,0.164899,0.366796,0.133939
"13002","ENSG00000171603","CLSTN1","22883",90.59989,108.612503,84.783071,126.240169
"13003","ENSG00000171604","CXXC5","51523",3.861376,1.726751,1.030617,1.414094
"13004","ENSG00000171606","ZNF274","10782",34.593725,28.822815,16.950989,22.731237
"13005","ENSG00000171608","PIK3CD","5293",96.015697,108.469032,162.849438,232.583668
"13007","ENSG00000171612","SLC25A33","84275",3.415319,3.539722,4.201771,3.842116
"13008","ENSG00000171617","ENC1","8507",2.592184,1.605737,1.410725,0.412656
"13009","ENSG00000171621","SPSB1","80176",9.434308,11.906155,8.716467,5.572273
"13011","ENSG00000171634","BPTF","2186",49.739744,58.119319,54.164603,74.827894
"13012","ENSG00000171643","S100Z","170591",1.245594,2.083137,0.359619,5.320904
"13013","ENSG00000171649","ZIK1","284307",6.485033,7.705604,6.526687,9.741388
"13014","ENSG00000171657","GPR82","27197",0.110975,0.162178,0.147577,0.153852
"13017","ENSG00000171680","PLEKHG5","57449",1.914958,2.715814,0.606955,1.415905
"13018","ENSG00000171681","ATF7IP","55729",38.411135,46.215135,34.327793,38.819199
"13020","ENSG00000171700","RGS19","10287",50.602318,71.11531,127.606942,133.340028
"13021","ENSG00000171703","TCEA2","6919",68.984964,76.351743,22.840529,27.661238
"13024","ENSG00000171720","HDAC3","8841",101.171297,103.422132,70.841828,58.074707
"13026","ENSG00000171723","GPHN","10243",19.604755,19.830084,10.084422,5.629963
"13029","ENSG00000171735","CAMTA1","23261",53.080969,51.691219,46.156459,39.177776
"13030","ENSG00000171747","LGALS4","3960",3.224075,2.311373,0.762017,1.371198
"13031","ENSG00000171757","LRRC34","151827",2.313051,1.609026,1.516725,1.715197
"13033","ENSG00000171763","AFG2B","79029",21.391881,15.94927,9.48036,13.688633
"13034","ENSG00000171766","GATM","2628",0.372309,0.901913,0.455042,0.217985
"13037","ENSG00000171777","RASGRP4","115727",0.607311,0.67306,3.102339,1.668105
"13038","ENSG00000171786","NHLH1","4807",0.29756,0.2175,0,0.08833
"13039","ENSG00000171790","SLFNL1","200172",0.135472,0.106034,0.025018,0.073349
"13040","ENSG00000171791","BCL2","596",14.183443,17.365998,36.918992,55.435035
"13041","ENSG00000171792","RHNO1","83695",36.322715,42.635123,45.066162,47.243124
"13042","ENSG00000171793","CTPS1","1503",7.403167,7.841693,31.465164,16.720062
"13044","ENSG00000171798","KNDC1","85442",0.571209,2.608941,0.007756,0.228431
"13046","ENSG00000171806","METTL18","92342",14.001511,13.333983,11.766082,17.858304
"13049","ENSG00000171813","PWWP2B","170394",3.917696,2.558064,1.690196,4.55371
"13050","ENSG00000171815","PCDHB1","29930",0.082707,0.091044,0.050994,0.162134
"13051","ENSG00000171817","ZNF540","163255",5.168472,5.728384,0.475923,1.642757
"13053","ENSG00000171823","FBXL14","144699",29.469257,27.349674,18.078982,20.309969
"13054","ENSG00000171824","EXOSC10","5394",39.004213,45.369973,59.902186,72.98452
"13055","ENSG00000171827","ZNF570","148268",7.715296,4.979624,2.259244,4.304747
"13056","ENSG00000171840","NINJ2","4815",0.897679,1.348374,21.43289,12.670345
"13057","ENSG00000171843","MLLT3","4300",49.24316,53.04897,30.32694,30.343379
"13058","ENSG00000171847","FAM90A1","55138",0.230357,0.0535,0.535033,0.065133
"13059","ENSG00000171848","RRM2","6241",15.019975,50.411402,541.072558,203.799494
"13062","ENSG00000171858","RPS21","6227",3087.502113,2101.296936,2190.008846,1714.295892
"13063","ENSG00000171860","C3AR1","719",21.545313,22.706429,27.140761,37.11417
"13064","ENSG00000171861","MRM3","55178",9.07368,9.394736,13.543213,12.082071
"13066","ENSG00000171863","RPS7","6201",1417.499866,1191.420473,1061.561668,914.853744
"13067","ENSG00000171864","PRND","23627",0.036869,0,0.027236,0.054696
"13068","ENSG00000171865","RNASEH1","246243",20.913664,24.044852,22.476008,19.622248
"13069","ENSG00000171867","PRNP","5621",89.171088,108.117468,80.887133,198.153085
"13072","ENSG00000171877","FRMD5","84978",0.035802,0.126304,0.144764,0
"13075","ENSG00000171914","TLN2","83660",0.704666,1.287732,0.06106,0.071208
