"","Gene","SYMBOL","ENTREZID","iNKT_VD1","iNKT_VD2","DysiNKTD1","DysiNKTD2"
"424","ENSG00000023228","NDUFS1","4719",28.67747,30.702825,29.413959,28.949341
"425","ENSG00000023287","RB1CC1","9821",32.705555,31.839936,34.680255,37.030771
"426","ENSG00000023318","ERP44","23071",23.500745,26.751223,16.996157,20.666402
"427","ENSG00000023330","ALAS1","211",28.500572,33.769536,20.931164,29.14061
"428","ENSG00000023445","BIRC3","330",69.233575,103.363811,44.252618,54.791885
"429","ENSG00000023516","AKAP11","11215",18.108025,23.209555,21.251359,22.230761
"430","ENSG00000023572","GLRX2","51022",19.296594,20.510654,19.284268,18.194345
"431","ENSG00000023608","SNAPC1","6617",8.952771,5.704404,3.309343,2.816943
"432","ENSG00000023697","DERA","51071",5.994452,6.696602,9.988064,20.569765
"433","ENSG00000023734","STRAP","11171",82.927635,92.460521,62.767091,70.418662
"434","ENSG00000023839","ABCC2","1244",0.473476,1.218851,1.174962,1.143397
"435","ENSG00000023892","DEF6","50619",129.752492,149.591193,276.686144,294.735888
"436","ENSG00000023902","PLEKHO1","51177",117.417515,153.283991,236.116311,265.62176
"437","ENSG00000023909","GCLM","2730",22.367696,30.699455,24.49579,28.74051
"438","ENSG00000024048","UBR2","23304",25.872787,30.275105,38.21581,37.050542
"439","ENSG00000024422","EHD2","30846",0.143142,0.215244,0.285303,0.433334
"440","ENSG00000024526","DEPDC1","55635",0.641979,1.940268,2.381398,3.439482
"441","ENSG00000024862","CCDC28A","25901",51.198904,56.50463,40.065222,55.831701
"442","ENSG00000025039","RRAGD","58528",9.769795,3.239517,1.710677,0.827261
"443","ENSG00000025156","HSF2","3298",17.981362,19.184,13.38513,5.821814
"444","ENSG00000025293","PHF20","51230",56.219624,55.085332,41.232511,28.971397
"445","ENSG00000025423","HSD17B6","8630",1.583388,0.628434,1.474867,0.424046
"446","ENSG00000025434","NR1H3","10062",5.596889,7.558001,9.303833,9.748937
"447","ENSG00000025708","TYMP","1890",38.846182,42.688202,40.256368,39.971472
"448","ENSG00000025770","NCAPH2","29781",51.816068,47.583306,40.473705,36.220914
"449","ENSG00000025772","TOMM34","10953",19.802935,21.519833,9.176473,11.699869
"450","ENSG00000025796","SEC63","11231",39.774442,41.167222,43.583441,49.991855
"451","ENSG00000025800","KPNA6","23633",19.705866,24.19975,17.091557,17.750671
"452","ENSG00000026025","VIM","7431",396.836017,722.062268,729.872316,1011.130164
"453","ENSG00000026036","RTEL1-TNFRSF6B","100533107",7.759381,8.489991,5.886396,4.034874
"454","ENSG00000026103","FAS","355",35.100903,51.887133,57.777576,78.696652
"455","ENSG00000026297","RNASET2","8635",129.925079,188.388475,101.099658,160.441543
"456","ENSG00000026508","CD44","960",491.738888,511.127982,699.10626,669.389241
"457","ENSG00000026559","KCNG1","3755",0.158454,0.103365,0.099647,0.134831
"458","ENSG00000026652","AGPAT4","56895",6.241317,5.992672,12.444722,10.093344
"459","ENSG00000026751","SLAMF7","57823",180.390783,118.121563,206.468607,137.532538
"460","ENSG00000026950","BTN3A1","11119",159.968167,138.207523,407.904858,306.729937
"461","ENSG00000027001","MIPEP","4285",5.838988,5.633677,4.010799,2.197145
"462","ENSG00000027075","PRKCH","5583",101.834027,107.157879,136.578502,135.243058
"463","ENSG00000027644","INSRR","3645",1.629488,0.842771,0.891155,0.266296
"464","ENSG00000027697","IFNGR1","3459",92.936964,87.302722,73.199187,60.92242
"465","ENSG00000027847","B4GALT7","11285",17.460993,23.516414,20.391371,19.022859
"466","ENSG00000027869","SH2D2A","9047",215.408736,257.646549,387.255091,335.764846
"467","ENSG00000028116","VRK2","7444",6.324455,7.47923,8.823305,13.396394
"468","ENSG00000028137","TNFRSF1B","7133",163.010253,156.619661,203.135321,183.325059
"469","ENSG00000028203","VEZT","55591",46.232452,50.428173,41.235821,42.325906
"470","ENSG00000028277","POU2F2","5452",16.56436,22.655487,28.847743,22.398821
"471","ENSG00000028310","BRD9","65980",42.302032,35.213451,42.342302,44.038263
"472","ENSG00000028528","SNX1","6642",106.315915,122.230871,96.082173,100.567957
"473","ENSG00000028839","TBPL1","9519",53.721428,56.18706,41.165974,38.871269
"474","ENSG00000029153","BMAL2","56938",9.238151,12.834978,8.804607,12.373109
"475","ENSG00000029363","BCLAF1","9774",59.260038,57.861756,91.141783,116.772531
"476","ENSG00000029364","SLC39A9","55334",19.494738,19.215813,20.84221,18.442041
"477","ENSG00000029534","ANK1","286",5.855694,4.778318,16.473572,16.57246
"479","ENSG00000029639","TFB1M","51106",15.884315,16.192375,13.55305,15.59231
"480","ENSG00000029725","RABEP1","9135",31.427226,36.213868,29.375305,37.158125
"481","ENSG00000029993","HMGB3","3149",12.849457,19.306007,12.807765,24.601339
"482","ENSG00000030066","NUP160","23279",13.814456,12.09539,14.39394,19.812751
"483","ENSG00000030110","BAK1","578",46.837263,49.611822,51.524609,47.624517
"485","ENSG00000030419","IKZF2","22807",13.279511,11.511267,18.00234,11.226874
"486","ENSG00000030582","GRN","2896",85.836391,101.127882,50.935568,41.845732
"487","ENSG00000031003","FAM13B","51306",29.318548,33.716615,31.313262,38.178
"488","ENSG00000031081","ARHGAP31","57514",3.670656,2.402745,1.944384,2.11824
"489","ENSG00000031691","CENPQ","55166",5.344581,4.953696,4.148629,5.612149
"490","ENSG00000031698","SARS1","6301",122.22705,123.111453,92.535393,107.48103
"491","ENSG00000031823","RANBP3","8498",53.658063,62.048698,64.548321,73.389307
"492","ENSG00000032219","ARID4A","5926",36.830998,38.025287,45.247985,33.893676
"493","ENSG00000032389","EIPR1","7260",20.520729,23.522201,18.262382,22.644973
"494","ENSG00000032444","PNPLA6","10908",136.770307,180.86893,127.5082,139.32382
"495","ENSG00000032742","IFT88","8100",9.218483,11.266717,7.507283,7.224817
"496","ENSG00000033011","ALG1","56052",10.233068,7.437229,10.482574,14.394179
"497","ENSG00000033030","ZCCHC8","55596",30.983872,38.374602,40.986231,36.796454
"498","ENSG00000033050","ABCF2","10061",12.824526,19.285273,17.210328,14.874796
"499","ENSG00000033100","CHPF2","54480",35.971122,44.532141,41.586838,41.601012
"501","ENSG00000033170","FUT8","2530",35.065163,55.978878,41.09292,63.755311
"502","ENSG00000033178","UBA6","55236",36.050069,27.819992,36.788375,30.216083
"503","ENSG00000033327","GAB2","9846",9.964436,15.188195,16.601995,24.339452
"504","ENSG00000033627","ATP6V0A1","535",25.612225,26.409018,21.284781,13.15881
"505","ENSG00000033800","PIAS1","8554",36.399274,33.721251,40.891347,35.690521
"506","ENSG00000033867","SLC4A7","9497",62.627875,73.669659,76.514032,106.144225
"508","ENSG00000034152","MAP2K3","5606",68.829195,89.230694,79.448082,62.484448
"510","ENSG00000034510","TMSB10","9168",2591.784287,3417.782791,2126.451302,2855.755378
"511","ENSG00000034533","ASTE1","28990",6.830405,7.340283,8.530784,12.523677
"512","ENSG00000034677","RNF19A","25897",97.167838,99.567194,223.224137,137.011909
"513","ENSG00000034693","PEX3","8504",22.796261,23.181707,13.097128,14.96178
"514","ENSG00000034713","GABARAPL2","11345",159.596064,175.688265,130.057485,149.501492
"516","ENSG00000035115","SH3YL1","26751",19.012182,16.969784,24.203599,22.281024
"517","ENSG00000035141","FAM136A","84908",31.326732,36.690684,36.472882,48.757165
"518","ENSG00000035403","VCL","7414",17.30497,25.737692,8.028254,13.684849
"519","ENSG00000035499","DEPDC1B","55789",6.103982,8.148966,7.629687,7.689679
"520","ENSG00000035664","DAPK2","23604",12.51736,24.32639,63.013772,60.601053
"521","ENSG00000035681","NSMAF","8439",33.063957,36.310264,59.788019,64.276842
"522","ENSG00000035687","ADSS2","159",42.942023,50.678666,36.987573,49.434244
"523","ENSG00000035720","STAP1","26228",12.776608,36.417716,8.563989,24.770855
"524","ENSG00000035862","TIMP2","7077",4.748212,7.671445,3.584464,6.240254
"525","ENSG00000035928","RFC1","5981",39.041641,46.449568,31.16015,35.049593
"526","ENSG00000036054","TBC1D23","55773",16.279494,16.64949,15.839366,18.574022
"527","ENSG00000036257","CUL3","8452",40.035953,45.517504,38.008851,47.590371
"530","ENSG00000036530","CYP46A1","10858",0.969423,0.959498,0.27861,0.407264
"531","ENSG00000036549","ZZZ3","26009",23.455125,16.473011,24.498933,20.673864
"532","ENSG00000036565","SLC18A1","6570",0.105255,0.192695,0.396668,0.123144
"533","ENSG00000036672","USP2","9099",1.213285,0.248704,2.856174,0
"534","ENSG00000036828","CASR","846",2.25389,2.12541,4.188549,3.144446
"535","ENSG00000037042","TUBG2","27175",6.569514,5.952829,7.127052,3.303887
"536","ENSG00000037241","RPL26L1","51121",25.552007,31.008544,16.107588,21.805509
"537","ENSG00000037280","FLT4","2324",3.156731,1.624047,5.160098,1.139297
"538","ENSG00000037474","NSUN2","54888",59.053798,57.881155,70.714706,50.146212
"539","ENSG00000037637","FBXO42","54455",17.193246,9.942775,12.395634,12.784471
"540","ENSG00000037749","MFAP3","4238",20.545598,18.066965,17.014511,19.968463
"541","ENSG00000037757","MRI1","84245",77.351534,83.374641,88.226835,80.26772
"542","ENSG00000037897","METTL1","4234",4.40076,4.152799,0.555141,1.368495
"544","ENSG00000038002","AGA","175",67.073968,44.167924,81.542509,60.18229
"545","ENSG00000038210","PI4K2B","55300",19.06462,15.404629,15.648842,11.855951
"546","ENSG00000038219","BOD1L1","259282",39.34601,38.058609,55.578468,46.945058
"547","ENSG00000038274","MAT2B","27430",143.51763,161.311166,136.935348,166.455503
"549","ENSG00000038358","EDC4","23644",52.32158,59.109464,66.895519,67.217413
"550","ENSG00000038382","TRIO","7204",3.017019,2.762644,1.670851,0.876399
"551","ENSG00000038427","VCAN","1462",0.019905,0.125464,0.397512,0.330846
"552","ENSG00000038532","CLEC16A","23274",20.249898,19.873621,16.174115,16.710234
"554","ENSG00000039068","CDH1","999",0.276436,0.883458,1.733375,1.245933
"555","ENSG00000039123","MTREX","23517",31.39184,40.242023,35.677417,46.123738
"556","ENSG00000039139","DNAH5","1767",0.008929,0.078581,0.094594,0
"557","ENSG00000039319","ZFYVE16","9765",11.852291,11.480776,18.783588,18.472219
"558","ENSG00000039523","RIPOR1","79567",22.100641,22.511981,22.768196,19.578287
"560","ENSG00000039560","RAI14","26064",0.099949,0.321829,0.84413,0.640791
"561","ENSG00000039600","SOX30","11063",0.027906,0.08741,0.144128,0.107883
"562","ENSG00000039650","PNKP","11284",84.441596,129.324517,121.933251,148.208791
"563","ENSG00000039987","BEST2","54831",0,0.043412,0.104492,0.046019
"564","ENSG00000040199","PHLPP2","23035",8.001436,6.71936,5.509156,3.388383
"565","ENSG00000040275","SPDL1","54908",23.354435,18.333104,17.643249,13.136696
"566","ENSG00000040341","STAU2","27067",39.195939,47.367509,43.047045,42.578358
"567","ENSG00000040487","SLC66A1","54896",7.69422,6.730169,8.465239,9.604156
"568","ENSG00000040531","CTNS","1497",25.028968,31.271025,15.522713,18.490994
"569","ENSG00000040608","RTN4R","65078",2.373999,1.083331,3.3099,2.777724
"570","ENSG00000040633","PHF23","79142",40.825106,45.12699,39.061139,45.734752
"572","ENSG00000040933","INPP4A","3631",83.907057,95.562111,107.613234,89.667725
"573","ENSG00000041353","RAB27B","5874",2.775403,4.87272,1.634995,1.760481
"574","ENSG00000041357","PSMA4","5685",192.507365,209.072545,138.972672,165.17528
"575","ENSG00000041515","MYO16","23026",0.021049,0.050098,0.12071,0
"576","ENSG00000041802","LSG1","55341",23.745703,54.302357,19.149357,54.07313
"577","ENSG00000041880","PARP3","10039",7.209133,9.070002,13.293559,15.541798
"578","ENSG00000041982","TNC","3371",0.12968,0,0.057333,0.058099
"579","ENSG00000041988","THAP3","90326",25.473257,22.897551,21.115884,23.58351
"580","ENSG00000042062","RIPOR3","140876",0.084953,0.088055,0.296676,0.217721
"581","ENSG00000042088","TDP1","55775",42.249411,42.005022,32.039506,24.594911
"582","ENSG00000042286","AIFM2","84883",3.245293,2.719407,4.624867,4.458894
"584","ENSG00000042317","SPATA7","55812",5.296076,4.513786,3.052806,2.683715
"585","ENSG00000042429","MED17","9440",29.237813,31.880189,30.661395,35.292025
"586","ENSG00000042445","RETSAT","54884",33.266023,38.851008,42.374173,35.367156
"587","ENSG00000042493","CAPG","822",82.500538,246.474149,145.691858,309.586855
"588","ENSG00000042753","AP2S1","1175",110.153988,127.622192,63.078166,65.940986
"591","ENSG00000042832","TG","7038",0.912514,0.341116,0.546664,0.955361
"593","ENSG00000043039","BARX2","8538",0.036282,0.037897,0.101054,0.200843
"594","ENSG00000043093","DCUN1D1","54165",22.287238,32.488704,26.86193,29.690237
"595","ENSG00000043143","JADE2","23338",12.503263,20.034679,60.472564,61.06998
"596","ENSG00000043355","ZIC2","7546",0.805554,0.078843,0.189958,0.194948
"597","ENSG00000043462","LCP2","3937",261.729173,364.20152,411.625729,426.531398
"598","ENSG00000043514","TRIT1","54802",12.282653,9.42646,9.891488,10.869245
"599","ENSG00000043591","ADRB1","153",0.185035,0.082794,0.132975,0.146231
"601","ENSG00000044090","CUL7","9820",7.785068,5.334826,8.697583,8.622059
"602","ENSG00000044115","CTNNA1","1495",61.1877,77.718943,51.50183,47.813898
"603","ENSG00000044446","PHKA2","5256",20.265004,21.18843,31.510435,28.238163
"606","ENSG00000044574","HSPA5","3309",107.415513,132.370673,122.709377,209.413782
"607","ENSG00000046604","DSG2","1829",0.309566,0.64533,1.239192,0.737217
"608","ENSG00000046647","GEMIN8","54960",24.045704,32.513125,14.669619,19.185714
"609","ENSG00000046651","OFD1","8481",48.327597,49.184154,69.503596,57.792035
"613","ENSG00000047056","WDR37","22884",20.000289,20.772456,27.337998,21.676451
"614","ENSG00000047188","YTHDC2","64848",21.541166,19.527871,24.587226,18.938666
"615","ENSG00000047230","CTPS2","56474",1.940621,2.698476,5.22646,3.707883
"616","ENSG00000047249","ATP6V1H","51606",29.598837,30.472885,17.481701,22.845075
"617","ENSG00000047315","POLR2B","5431",95.880607,99.866702,90.643188,84.199251
"618","ENSG00000047346","ATOSA","56204",75.576633,87.848011,131.020445,142.677645
"619","ENSG00000047365","ARAP2","116984",47.840432,43.252414,69.076331,54.457662
"620","ENSG00000047410","TPR","7175",60.564711,81.712933,73.694555,80.520213
"622","ENSG00000047578","KATNIP","23247",15.525633,13.22012,18.709316,12.605054
"623","ENSG00000047579","DTNBP1","84062",20.977229,19.445981,13.107671,15.673044
"624","ENSG00000047597","XK","7504",0.027721,0.028926,0.069738,0.076613
"626","ENSG00000047621","C12orf4","57102",13.411097,13.018537,13.336499,12.14117
"627","ENSG00000047634","SCML1","6322",4.641311,0.823055,3.512977,0.503379
"628","ENSG00000047644","WWC3","55841",39.874968,45.834266,46.402735,47.474263
"630","ENSG00000047662","FAM184B","27146",0.032352,0.045005,0.040697,0.035758
"631","ENSG00000047849","MAP4","4134",72.80646,98.060969,76.868914,74.69136
"632","ENSG00000047932","GOPC","57120",36.155523,34.694804,33.387433,35.403442
"634","ENSG00000048028","USP28","57646",61.355634,49.392547,65.978304,67.061814
"635","ENSG00000048052","HDAC9","9734",0.162063,0.64538,0.106152,0.185344
"636","ENSG00000048140","TSPAN17","26262",38.902923,41.560981,48.504291,45.249934
"637","ENSG00000048162","NOP16","51491",11.226246,11.808067,10.47886,10.223646
"638","ENSG00000048342","CC2D2A","57545",0.537869,0.76592,1.080475,0.873258
"639","ENSG00000048392","RRM2B","50484",37.270078,32.480717,50.051276,39.51625
"640","ENSG00000048405","ZNF800","168850",25.757859,30.755705,36.667566,30.928846
"642","ENSG00000048471","SNX29","92017",5.666137,5.565857,8.152601,6.951032
"644","ENSG00000048544","MRPS10","55173",23.177988,24.171853,21.71364,25.990032
"646","ENSG00000048649","RSF1","51773",23.044957,36.046872,45.28684,37.753368
"647","ENSG00000048707","VPS13D","55187",32.764288,29.925102,40.44101,27.644671
"648","ENSG00000048740","CELF2","10659",43.837051,69.097608,94.924185,108.116214
"649","ENSG00000048828","FAM120A","23196",73.212258,93.234133,89.55438,103.225763
"650","ENSG00000048991","R3HDM1","23518",38.948567,45.646132,29.167345,33.667565
"651","ENSG00000049089","COL9A2","1298",3.157815,4.351563,2.374537,3.964456
"652","ENSG00000049130","KITLG","4254",0,0.081608,0.052494,0.064852
"653","ENSG00000049167","ERCC8","1161",5.142021,7.950489,5.769024,5.381729
"654","ENSG00000049192","ADAMTS6","11174",3.408322,5.240495,4.904119,2.140588
"655","ENSG00000049239","H6PD","9563",14.239626,11.752915,22.722019,16.521075
"656","ENSG00000049245","VAMP3","9341",36.058601,46.766523,43.361202,46.075301
"657","ENSG00000049246","PER3","8863",0.883029,0.681047,1.462024,1.799124
"658","ENSG00000049247","UTS2","10911",43.769692,92.625123,41.990811,113.15079
"659","ENSG00000049249","TNFRSF9","3604",4.044856,12.464652,1.954802,2.056569
"661","ENSG00000049323","LTBP1","4052",1.16156,0.717391,0.907155,0.064703
"662","ENSG00000049449","RCN1","5954",2.379948,4.052981,4.875543,6.294919
"664","ENSG00000049541","RFC2","5982",11.097081,16.112745,17.562221,20.669994
"665","ENSG00000049618","ARID1B","57492",19.562414,24.06413,36.168505,33.858892
"667","ENSG00000049759","NEDD4L","23327",7.85762,2.544018,1.222758,1.101846
"668","ENSG00000049768","FOXP3","50943",2.671164,3.033722,2.410801,3.569421
"669","ENSG00000049769","PPP1R3F","89801",4.072482,9.394022,11.70753,8.676015
"670","ENSG00000049860","HEXB","3074",60.657217,55.009805,62.766717,48.869968
"671","ENSG00000049883","PTCD2","79810",4.824929,3.953073,7.798031,5.293253
"673","ENSG00000050130","JKAMP","51528",50.507669,57.829833,45.535229,48.890126
"674","ENSG00000050165","DKK3","27122",0.262276,0.052405,0.507825,0.111124
"676","ENSG00000050344","NFE2L3","9603",30.355073,17.584126,17.250711,8.212535
"677","ENSG00000050393","MCUR1","63933",9.030722,11.43207,6.481029,6.141056
"678","ENSG00000050405","LIMA1","51474",20.277859,26.708289,16.898972,20.213697
"679","ENSG00000050426","LETMD1","25875",114.957221,78.909867,140.176174,96.603549
"680","ENSG00000050438","SLC4A8","9498",4.886082,3.309857,4.313149,4.590017
"682","ENSG00000050628","PTGER3","5733",0.74147,0.855252,0.218973,0.592487
"683","ENSG00000050730","TNIP3","79931",0.831437,0.669072,0.74353,0.411493
"684","ENSG00000050748","MAPK9","5601",40.63654,40.228286,34.783583,34.233631
"685","ENSG00000050767","COL23A1","91522",0.099343,0.069167,0.124926,0.073308
"686","ENSG00000050820","BCAR1","9564",0,0.262499,0.63115,0.953714
"687","ENSG00000051009","FHIP1B","84067",28.050987,36.575863,42.927647,46.169782
"688","ENSG00000051108","HERPUD1","9709",152.349319,184.787312,188.839595,159.669577
"689","ENSG00000051128","HOMER3","9454",4.292633,3.883008,1.579706,0.467806
"690","ENSG00000051180","RAD51","5888",4.855753,5.147483,4.545578,6.107143
"691","ENSG00000051341","POLQ","10721",2.573474,5.443197,4.355784,3.893297
"692","ENSG00000051382","PIK3CB","5291",18.956978,16.913465,25.888116,17.977258
"693","ENSG00000051523","CYBA","1535",1309.198968,1228.627313,1654.169723,1402.467973
