"","Gene","SYMBOL","ENTREZID","iNKTD2_D131","iNKTD1","iNKTD2"
"476","ENSG00000029364","SLC39A9","55334",21.640682,33.265669,28.347069
"477","ENSG00000029534","ANK1","286",6.99804,7.791111,7.56052
"479","ENSG00000029639","TFB1M","51106",14.365169,10.056492,12.782511
"480","ENSG00000029725","RABEP1","9135",33.725811,33.021822,32.700237
"481","ENSG00000029993","HMGB3","3149",29.492439,73.446401,40.791999
"482","ENSG00000030066","NUP160","23279",16.78515,27.856353,21.139751
"483","ENSG00000030110","BAK1","578",38.708109,74.529473,60.524881
"485","ENSG00000030419","IKZF2","22807",22.133291,14.632772,12.506597
"486","ENSG00000030582","GRN","2896",94.747551,46.626673,63.672383
"487","ENSG00000031003","FAM13B","51306",41.256098,25.988997,37.12374
"488","ENSG00000031081","ARHGAP31","57514",3.778446,1.829664,5.887189
"489","ENSG00000031691","CENPQ","55166",5.752775,26.284474,10.400274
"490","ENSG00000031698","SARS1","6301",105.81557,117.287388,127.381979
"491","ENSG00000031823","RANBP3","8498",71.996472,68.383603,80.84389
"492","ENSG00000032219","ARID4A","5926",54.01589,19.834683,25.572425
"493","ENSG00000032389","EIPR1","7260",16.766279,36.598435,29.360283
"494","ENSG00000032444","PNPLA6","10908",144.629697,94.362057,123.595901
"495","ENSG00000032742","IFT88","8100",7.232236,5.36568,6.043043
"496","ENSG00000033011","ALG1","56052",12.406221,21.425634,21.820579
"497","ENSG00000033030","ZCCHC8","55596",38.447984,26.663999,29.978226
"498","ENSG00000033050","ABCF2","10061",19.774284,23.365682,28.980222
"499","ENSG00000033100","CHPF2","54480",42.034196,29.515968,50.523516
"501","ENSG00000033170","FUT8","2530",54.425,84.152428,95.498251
"502","ENSG00000033178","UBA6","55236",39.822241,41.984551,19.763144
"503","ENSG00000033327","GAB2","9846",25.911053,7.143682,16.442547
"504","ENSG00000033627","ATP6V0A1","535",32.859096,2.228607,8.011258
"505","ENSG00000033800","PIAS1","8554",34.275108,23.726832,27.691653
"506","ENSG00000033867","SLC4A7","9497",97.15046,68.734297,73.548977
"508","ENSG00000034152","MAP2K3","5606",53.785624,65.994492,61.145163
"510","ENSG00000034510","TMSB10","9168",3584.814351,8213.870942,5873.528761
"511","ENSG00000034533","ASTE1","28990",9.847428,7.647573,11.628733
"512","ENSG00000034677","RNF19A","25897",145.179307,55.697878,71.805755
"513","ENSG00000034693","PEX3","8504",11.813667,13.113065,12.361144
"514","ENSG00000034713","GABARAPL2","11345",152.288043,104.857747,122.268131
"516","ENSG00000035115","SH3YL1","26751",29.785242,6.801592,8.849125
"517","ENSG00000035141","FAM136A","84908",39.559817,41.951448,34.220174
"518","ENSG00000035403","VCL","7414",17.034037,16.524612,26.135944
"519","ENSG00000035499","DEPDC1B","55789",9.292063,36.102527,16.860222
"520","ENSG00000035664","DAPK2","23604",67.90896,9.458061,11.109141
"521","ENSG00000035681","NSMAF","8439",64.649722,41.126029,59.992025
"522","ENSG00000035687","ADSS2","159",44.473979,41.403496,52.972264
"523","ENSG00000035720","STAP1","26228",25.776643,16.265433,45.899349
"524","ENSG00000035862","TIMP2","7077",8.63896,0.194138,1.459585
"525","ENSG00000035928","RFC1","5981",40.796879,53.554974,47.668032
"526","ENSG00000036054","TBC1D23","55773",19.786251,16.35572,21.522264
"527","ENSG00000036257","CUL3","8452",47.405559,42.511425,47.575714
"530","ENSG00000036530","CYP46A1","10858",0.837003,0.055867,0.064061
"531","ENSG00000036549","ZZZ3","26009",17.465201,22.386623,23.591365
"532","ENSG00000036565","SLC18A1","6570",0,0.622384,0.313454
"533","ENSG00000036672","USP2","9099",0.771198,0.140032,0.717076
"534","ENSG00000036828","CASR","846",2.784627,0.89065,1.812191
"535","ENSG00000037042","TUBG2","27175",16.065944,3.197708,1.478129
"536","ENSG00000037241","RPL26L1","51121",15.70571,56.293757,38.319931
"537","ENSG00000037280","FLT4","2324",5.020155,0.630541,2.251496
"538","ENSG00000037474","NSUN2","54888",67.262546,59.231931,65.955742
"539","ENSG00000037637","FBXO42","54455",14.907032,14.567848,17.618025
"540","ENSG00000037749","MFAP3","4238",28.454277,22.654403,26.513885
"541","ENSG00000037757","MRI1","84245",114.588993,35.687771,52.764935
"542","ENSG00000037897","METTL1","4234",3.815628,6.877815,3.308225
"544","ENSG00000038002","AGA","175",54.824143,20.214257,78.178206
"545","ENSG00000038210","PI4K2B","55300",13.880919,35.349663,17.280195
"546","ENSG00000038219","BOD1L1","259282",39.652141,18.157406,34.761228
"547","ENSG00000038274","MAT2B","27430",144.615758,122.973661,148.390805
"549","ENSG00000038358","EDC4","23644",51.159178,40.883962,50.766224
"550","ENSG00000038382","TRIO","7204",11.725684,1.204151,0.906001
"551","ENSG00000038427","VCAN","1462",1.939443,0,0.043316
"552","ENSG00000038532","CLEC16A","23274",15.530693,11.080339,15.807256
"554","ENSG00000039068","CDH1","999",0.727441,0.054855,0.133011
"555","ENSG00000039123","MTREX","23517",40.728459,54.920235,47.663695
"557","ENSG00000039319","ZFYVE16","9765",13.457738,5.929523,8.492672
"558","ENSG00000039523","RIPOR1","79567",38.623923,6.797781,22.041122
"560","ENSG00000039560","RAI14","26064",29.18213,0.441255,0
"561","ENSG00000039600","SOX30","11063",0.150973,0.033711,0.090273
"562","ENSG00000039650","PNKP","11284",140.852639,53.519972,125.692778
"564","ENSG00000040199","PHLPP2","23035",5.570479,3.660686,3.527852
"565","ENSG00000040275","SPDL1","54908",14.58844,46.732881,21.41554
"566","ENSG00000040341","STAU2","27067",51.636161,45.409069,41.602311
"567","ENSG00000040487","SLC66A1","54896",11.047072,9.165899,13.362876
"568","ENSG00000040531","CTNS","1497",18.041977,20.822912,22.845759
"569","ENSG00000040608","RTN4R","65078",4.219127,5.562376,4.915364
"570","ENSG00000040633","PHF23","79142",47.219043,52.558549,66.980207
"572","ENSG00000040933","INPP4A","3631",109.332324,83.341091,107.929168
"573","ENSG00000041353","RAB27B","5874",7.005157,3.468562,12.979574
"574","ENSG00000041357","PSMA4","5685",160.430377,423.358941,268.273763
"576","ENSG00000041802","LSG1","55341",49.152265,25.981795,45.797903
"577","ENSG00000041880","PARP3","10039",15.362387,5.822945,8.149713
"578","ENSG00000041982","TNC","3371",4.178576,0.05406,0.043424
"579","ENSG00000041988","THAP3","90326",27.35169,15.375474,20.402439
"580","ENSG00000042062","RIPOR3","140876",1.398208,0.08819,0.139121
"581","ENSG00000042088","TDP1","55775",31.132794,49.297664,34.916966
"582","ENSG00000042286","AIFM2","84883",7.562853,8.364006,5.615706
"584","ENSG00000042317","SPATA7","55812",3.369458,2.3771,1.216724
"585","ENSG00000042429","MED17","9440",35.343192,26.180145,32.289878
"586","ENSG00000042445","RETSAT","54884",40.557253,23.838758,35.686766
"587","ENSG00000042493","CAPG","822",137.269795,74.636079,318.902024
"588","ENSG00000042753","AP2S1","1175",95.05012,162.22534,123.270061
"591","ENSG00000042832","TG","7038",0.996102,0.02475,0.295888
"592","ENSG00000042980","ADAM28","10863",1.054628,0,0.158446
"593","ENSG00000043039","BARX2","8538",0.34439,0.080447,0.071821
"594","ENSG00000043093","DCUN1D1","54165",34.845649,37.866912,39.074761
"595","ENSG00000043143","JADE2","23338",55.636352,49.885673,55.957672
"596","ENSG00000043355","ZIC2","7546",2.439378,0.092998,0
"597","ENSG00000043462","LCP2","3937",377.238413,323.35724,492.613489
"598","ENSG00000043514","TRIT1","54802",12.400123,9.780753,8.833131
"599","ENSG00000043591","ADRB1","153",0.750461,0.039063,0
"601","ENSG00000044090","CUL7","9820",12.459249,5.794689,6.072203
"602","ENSG00000044115","CTNNA1","1495",59.969316,51.469742,62.901783
"603","ENSG00000044446","PHKA2","5256",23.54933,9.818832,16.362272
"604","ENSG00000044459","CNTLN","54875",0.195067,0.057187,0.07447
"605","ENSG00000044524","EPHA3","2042",0.049927,0,0.029662
"606","ENSG00000044574","HSPA5","3309",175.938791,201.734333,217.677516
"607","ENSG00000046604","DSG2","1829",2.188464,0.100046,0.158299
"608","ENSG00000046647","GEMIN8","54960",17.403964,10.64527,17.314719
"609","ENSG00000046651","OFD1","8481",76.17231,17.522609,41.645773
"610","ENSG00000046653","GPM6B","2824",0.030707,0,0.022493
"613","ENSG00000047056","WDR37","22884",25.91769,16.721729,23.015007
"614","ENSG00000047188","YTHDC2","64848",22.339308,13.52229,20.366437
"615","ENSG00000047230","CTPS2","56474",3.861553,1.963229,2.328283
"616","ENSG00000047249","ATP6V1H","51606",22.765263,29.998235,28.73445
"617","ENSG00000047315","POLR2B","5431",89.246831,87.831102,83.350254
"618","ENSG00000047346","ATOSA","56204",106.911628,32.109947,57.271253
"619","ENSG00000047365","ARAP2","116984",95.773622,34.779596,53.116298
"620","ENSG00000047410","TPR","7175",65.257622,50.87568,72.450457
"621","ENSG00000047457","CP","1356",0.218401,0,0.067499
"622","ENSG00000047578","KATNIP","23247",11.258998,5.062281,14.285848
"623","ENSG00000047579","DTNBP1","84062",18.964897,19.823668,20.732834
"624","ENSG00000047597","XK","7504",0.056,0.102376,0
"626","ENSG00000047621","C12orf4","57102",16.18202,17.663702,19.028268
"627","ENSG00000047634","SCML1","6322",1.022203,0.124325,0.169069
"628","ENSG00000047644","WWC3","55841",45.425519,23.622812,38.088681
"630","ENSG00000047662","FAM184B","27146",0.101636,0,0.021325
"631","ENSG00000047849","MAP4","4134",63.472343,52.041148,76.825191
"632","ENSG00000047932","GOPC","57120",36.952161,21.503124,27.521923
"634","ENSG00000048028","USP28","57646",93.757511,58.142976,55.470287
"635","ENSG00000048052","HDAC9","9734",0.720812,0.37099,0.364966
"636","ENSG00000048140","TSPAN17","26262",54.269667,59.672192,68.19716
"637","ENSG00000048162","NOP16","51491",11.489595,29.296559,16.822597
"638","ENSG00000048342","CC2D2A","57545",1.265463,0.125314,0.599403
"639","ENSG00000048392","RRM2B","50484",57.991735,32.707619,46.987135
"640","ENSG00000048405","ZNF800","168850",34.75281,23.29422,26.738739
"642","ENSG00000048471","SNX29","92017",6.269448,10.795588,5.982157
"644","ENSG00000048544","MRPS10","55173",25.159365,38.421473,32.836321
"646","ENSG00000048649","RSF1","51773",50.47974,26.449821,32.177198
"647","ENSG00000048707","VPS13D","55187",39.153398,12.007217,21.698151
"648","ENSG00000048740","CELF2","10659",84.759751,115.88524,121.217103
"649","ENSG00000048828","FAM120A","23196",79.643494,127.554846,112.745103
"650","ENSG00000048991","R3HDM1","23518",28.096348,35.175649,31.460555
"651","ENSG00000049089","COL9A2","1298",7.180759,5.301395,5.7935
"653","ENSG00000049167","ERCC8","1161",7.733832,7.058148,7.099081
"654","ENSG00000049192","ADAMTS6","11174",1.881048,0.781277,0.452937
"655","ENSG00000049239","H6PD","9563",20.120322,9.396043,15.290489
"656","ENSG00000049245","VAMP3","9341",30.471136,22.854745,44.561262
"657","ENSG00000049246","PER3","8863",0.8817,0.794009,1.081198
"658","ENSG00000049247","UTS2","10911",86.748384,58.912934,138.708809
"659","ENSG00000049249","TNFRSF9","3604",36.967565,8.013864,4.781415
"661","ENSG00000049323","LTBP1","4052",1.341155,0.260907,0.111695
"662","ENSG00000049449","RCN1","5954",20.401888,16.118167,12.742714
"664","ENSG00000049541","RFC2","5982",12.812892,62.788951,30.062646
"665","ENSG00000049618","ARID1B","57492",29.925954,27.196992,33.64421
"667","ENSG00000049759","NEDD4L","23327",3.627897,0.943854,1.022934
"668","ENSG00000049768","FOXP3","50943",6.377468,1.478101,6.207707
"669","ENSG00000049769","PPP1R3F","89801",5.798079,9.431822,4.683204
"670","ENSG00000049860","HEXB","3074",60.68355,76.401776,65.860343
"671","ENSG00000049883","PTCD2","79810",6.333939,3.451431,2.833441
"673","ENSG00000050130","JKAMP","51528",47.984801,31.894878,39.212834
"674","ENSG00000050165","DKK3","27122",3.863269,0.042627,0.099313
"676","ENSG00000050344","NFE2L3","9603",16.959199,20.299807,15.732023
"677","ENSG00000050393","MCUR1","63933",6.771377,15.863529,7.992261
"678","ENSG00000050405","LIMA1","51474",13.133805,61.535581,25.52353
"679","ENSG00000050426","LETMD1","25875",88.550275,44.225195,54.167166
"680","ENSG00000050438","SLC4A8","9498",5.874634,2.922481,3.552453
"682","ENSG00000050628","PTGER3","5733",0.89444,0.139309,1.028206
"683","ENSG00000050730","TNIP3","79931",3.070084,0.336034,0.651606
"684","ENSG00000050748","MAPK9","5601",40.848205,41.26483,42.441828
"685","ENSG00000050767","COL23A1","91522",0,0.073417,0.098314
"686","ENSG00000050820","BCAR1","9564",2.910346,0,0.027509
"687","ENSG00000051009","FHIP1B","84067",35.807788,9.054417,28.940959
"688","ENSG00000051108","HERPUD1","9709",156.770162,95.333987,125.148691
"689","ENSG00000051128","HOMER3","9454",6.607364,0.780138,0.261286
"690","ENSG00000051180","RAD51","5888",5.790539,51.353561,25.320734
"691","ENSG00000051341","POLQ","10721",2.789672,16.539842,6.79374
"692","ENSG00000051382","PIK3CB","5291",25.086405,12.11666,15.867487
"693","ENSG00000051523","CYBA","1535",1497.68457,626.323725,854.567709
"694","ENSG00000051596","THOC3","84321",36.568075,94.475541,59.051434
"695","ENSG00000051620","HEBP2","23593",35.889965,28.546077,25.947267
"696","ENSG00000051825","MPHOSPH9","10198",70.995135,64.966453,54.948493
"697","ENSG00000052126","PLEKHA5","54477",19.199642,6.094704,9.147625
"699","ENSG00000052723","SIKE1","80143",65.995454,38.326442,35.431008
"700","ENSG00000052749","RRP12","23223",17.315788,7.366732,5.703538
"701","ENSG00000052795","FNIP2","57600",6.384665,6.652474,5.395674
"702","ENSG00000052802","MSMO1","6307",19.307125,81.089424,48.869556
"703","ENSG00000052841","TTC17","55761",78.273476,27.01105,46.48684
"704","ENSG00000052850","ALX4","60529",0.067237,0,0.012346
"705","ENSG00000053108","FSTL4","23105",2.121564,1.078162,1.142372
"706","ENSG00000053254","FOXN3","1112",68.656195,47.806106,71.114892
"708","ENSG00000053371","AKR7A2","8574",39.885093,37.914531,40.37367
"709","ENSG00000053372","MRTO4","51154",7.98374,24.249405,11.619126
"710","ENSG00000053438","NNAT","4826",0.148872,0,0.466747
"711","ENSG00000053501","USE1","55850",22.914774,19.316107,29.728331
"712","ENSG00000053524","MCF2L2","23101",10.120619,3.125703,3.582699
"713","ENSG00000053702","NRIP2","83714",0.223708,0,0.163663
"714","ENSG00000053747","LAMA3","3909",0.046652,0.031326,0
"715","ENSG00000053770","AP5M1","55745",25.449102,33.393344,32.660505
"716","ENSG00000053900","ANAPC4","29945",51.74066,23.928951,37.865566
"718","ENSG00000054116","TRAPPC3","27095",71.830205,65.196535,76.759937
"719","ENSG00000054118","THRAP3","9967",89.860953,94.728662,96.497348
"720","ENSG00000054148","PHPT1","29085",143.528656,91.715015,149.116665
"721","ENSG00000054179","ENTPD2","954",1.915666,0,0.221683
"722","ENSG00000054219","LY75","4065",15.038071,12.581228,22.612442
"723","ENSG00000054267","ARID4B","51742",63.302294,32.590834,40.963549
"727","ENSG00000054523","KIF1B","23095",13.395907,12.312787,13.637542
"728","ENSG00000054598","FOXC1","2296",1.639894,0.085114,0.037985
"729","ENSG00000054611","TBC1D22A","25771",25.930372,20.663419,23.422051
"730","ENSG00000054654","SYNE2","23224",149.517925,35.060844,69.791786
"731","ENSG00000054690","PLEKHH1","57475",3.35703,0.498557,0.932928
"732","ENSG00000054793","ATP9A","10079",5.597641,4.699667,4.358175
"736","ENSG00000054965","FAM168A","23201",20.893082,15.586286,22.147306
"737","ENSG00000054967","RELT","84957",17.667794,17.05492,17.658486
"738","ENSG00000054983","GALC","2581",29.567881,15.482336,22.258428
"739","ENSG00000055044","NOP58","51602",109.04516,89.523618,70.181171
"740","ENSG00000055070","SZRD1","26099",89.250857,158.750446,140.948274
"741","ENSG00000055118","KCNH2","3757",0.149544,0.021206,0
"742","ENSG00000055130","CUL1","8454",41.809999,57.761027,49.604323
"743","ENSG00000055147","FAM114A2","10827",25.016519,19.72179,22.9737
"744","ENSG00000055163","CYFIP2","26999",151.741791,133.783597,174.587868
"745","ENSG00000055208","TAB2","23118",97.667807,93.288074,158.634171
"746","ENSG00000055211","GINM1","116254",23.227244,14.377768,20.945999
"747","ENSG00000055332","EIF2AK2","5610",26.444111,40.513981,23.056211
"748","ENSG00000055483","USP36","57602",84.953235,35.795368,49.039668
"749","ENSG00000055609","KMT2C","58508",49.35026,16.24657,31.508606
"750","ENSG00000055732","MCOLN3","55283",13.213126,1.170293,4.046659
"752","ENSG00000055917","PUM2","23369",82.548569,93.500642,81.71148
"753","ENSG00000055950","MRPL43","84545",97.075496,73.500454,82.859491
"754","ENSG00000055955","ITIH4","3700",36.357905,2.050887,11.328578
"756","ENSG00000056050","HPF1","54969",16.241737,24.085731,20.508565
"757","ENSG00000056097","ZFR","51663",49.298698,37.796548,40.713054
"758","ENSG00000056277","ZNF280C","55609",2.958185,2.640864,2.2795
"760","ENSG00000056487","PHF21B","112885",0.624506,0,0.019883
"761","ENSG00000056558","TRAF1","7185",98.845823,34.026982,76.522266
"762","ENSG00000056586","RC3H2","54542",45.081719,28.912144,36.693807
"763","ENSG00000056736","IL17RB","55540",43.843092,103.942556,226.379272
"764","ENSG00000056972","TRAF3IP2","10758",18.081092,10.990505,11.148772
"766","ENSG00000057019","DCBLD2","131566",14.206495,0.380414,1.551509
"768","ENSG00000057252","SOAT1","6646",27.220105,50.889712,50.090547
"769","ENSG00000057294","PKP2","5318",0.297344,0,0.129632
"771","ENSG00000057593","F7","2155",0.390071,0,0.063104
"772","ENSG00000057608","GDI2","2665",118.903315,213.15302,169.885118
"773","ENSG00000057657","PRDM1","639",36.253234,30.639,42.86316
"774","ENSG00000057663","ATG5","9474",27.415349,38.536456,34.336082
"775","ENSG00000057704","TMCC3","57458",3.893152,0.108247,0.169301
"776","ENSG00000057757","PITHD1","57095",44.266243,45.373147,37.981134
"777","ENSG00000057935","MTA3","57504",12.064747,9.089109,11.892979
"778","ENSG00000058056","USP13","8975",10.40271,9.108943,5.610446
"779","ENSG00000058063","ATP11B","23200",81.601869,84.770334,89.052207
"781","ENSG00000058091","CDK14","5218",0,0.033574,0.059931
"782","ENSG00000058262","SEC61A1","29927",185.082943,164.585374,213.778969
"783","ENSG00000058272","PPP1R12A","4659",103.17316,113.312508,118.976803
"784","ENSG00000058335","RASGRF1","5923",0,0.025433,0.026182
"786","ENSG00000058453","CROCC","9696",48.450659,12.911091,20.752411
"787","ENSG00000058600","POLR3E","55718",47.166883,35.869246,38.339852
"788","ENSG00000058668","ATP2B4","493",130.283751,100.904284,147.522569
"789","ENSG00000058673","ZC3H11A","9877",112.435167,64.608289,82.636205
"790","ENSG00000058729","RIOK2","55781",15.803524,16.688597,20.579281
"791","ENSG00000058799","YIPF1","54432",16.778004,19.670445,28.347807
"792","ENSG00000058804","NDC1","55706",5.231551,22.328401,9.154649
"793","ENSG00000058866","DGKG","1608",1.98715,0.709081,0.859174
"794","ENSG00000059122","FLYWCH1","84256",72.37316,40.868395,45.3272
"795","ENSG00000059145","UNKL","64718",122.170853,13.886624,25.715451
"796","ENSG00000059377","TBXAS1","6916",21.033968,11.801241,51.402046
"797","ENSG00000059378","PARP12","64761",113.702009,45.228004,94.911274
