"","Gene","SYMBOL","ENTREZID","iNKTD2_D131","iNKTD1","iNKTD2"
"1722","ENSG00000087237","CETP","1071",0.073048,0,0.088844
"1723","ENSG00000087245","MMP2","4313",4.778827,0.305595,0.05845
"1725","ENSG00000087253","LPCAT2","54947",6.542876,3.860653,4.753658
"1726","ENSG00000087258","GNAO1","2775",11.4517,0.781472,3.761804
"1727","ENSG00000087263","OGFOD1","55239",40.895379,43.013423,43.370658
"1728","ENSG00000087266","SH3BP2","6452",62.448598,49.478687,74.960982
"1729","ENSG00000087269","NOP14","8602",21.590676,29.317734,26.040015
"1730","ENSG00000087274","ADD1","118",156.678185,139.533494,162.758133
"1731","ENSG00000087299","L2HGDH","79944",5.448167,8.106603,6.277853
"1732","ENSG00000087301","TXNDC16","57544",6.485413,6.920031,6.802744
"1733","ENSG00000087302","RTRAF","51637",79.206087,186.305167,149.216577
"1734","ENSG00000087303","NID2","22795",0.162441,0.166546,0.019014
"1735","ENSG00000087338","GMCL1","64395",33.812295,30.604567,28.824709
"1736","ENSG00000087365","SF3B2","10992",139.861763,178.851615,175.731079
"1737","ENSG00000087448","KLHL42","57542",9.528055,5.841134,9.771926
"1738","ENSG00000087460","GNAS","2778",850.741999,748.435634,751.588413
"1739","ENSG00000087470","DNM1L","10059",57.400849,41.558543,43.14026
"1740","ENSG00000087494","PTHLH","5744",0.719824,0,0.21027
"1742","ENSG00000087502","ERGIC2","51290",49.194744,72.452078,74.946136
"1744","ENSG00000087586","AURKA","6790",18.678649,77.750752,24.776056
"1745","ENSG00000087589","CASS4","57091",22.020883,11.935103,45.159822
"1746","ENSG00000087842","PIR","8544",3.186814,24.942278,6.798066
"1747","ENSG00000087884","AAMDC","28971",30.876513,22.665969,21.682227
"1748","ENSG00000087903","RFX2","5990",6.185549,2.383569,4.021255
"1749","ENSG00000087995","METTL2A","339175",9.44416,14.372338,12.305297
"1751","ENSG00000088035","ALG6","29929",21.736216,19.592342,21.811617
"1754","ENSG00000088179","PTPN4","5775",50.151024,75.765551,101.964724
"1755","ENSG00000088205","DDX18","8886",55.918735,39.51359,50.428709
"1756","ENSG00000088247","KHSRP","8570",175.069014,223.170877,165.130791
"1757","ENSG00000088256","GNA11","2767",4.710733,0.273695,0.249352
"1758","ENSG00000088280","ASAP3","55616",0.610816,0.229879,0.088754
"1760","ENSG00000088305","DNMT3B","1789",3.734962,2.180102,1.990871
"1762","ENSG00000088325","TPX2","22974",23.986976,114.398254,52.970613
"1763","ENSG00000088340","FER1L4","80307",6.741388,1.18855,0.912408
"1764","ENSG00000088356","PDRG1","81572",11.820314,13.806145,10.532059
"1765","ENSG00000088367","EPB41L1","2036",2.060318,0.16136,0.172441
"1766","ENSG00000088386","SLC15A1","6564",0.368155,0.092159,0.047657
"1767","ENSG00000088387","DOCK9","23348",127.888788,32.019373,92.749048
"1768","ENSG00000088448","ANKRD10","55608",227.991808,69.869295,98.956829
"1769","ENSG00000088451","TGDS","23483",21.867248,13.844399,18.122336
"1770","ENSG00000088538","DOCK3","1795",2.82349,1.324312,1.493289
"1771","ENSG00000088543","C3orf18","51161",24.798154,10.04674,34.673587
"1772","ENSG00000088682","COQ9","57017",27.979025,24.760248,27.080652
"1774","ENSG00000088727","KIF9","64147",0.901686,1.686803,2.552184
"1775","ENSG00000088756","ARHGAP28","79822",0.197812,0.029751,0.145925
"1776","ENSG00000088766","CRLS1","54675",20.022137,23.310041,17.507201
"1778","ENSG00000088808","PPP1R13B","23368",6.12187,3.152697,5.942518
"1779","ENSG00000088812","ATRN","8455",13.122903,5.739043,11.285372
"1780","ENSG00000088826","SMOX","54498",26.894523,9.24505,13.224247
"1782","ENSG00000088832","FKBP1A","2280",193.956781,246.482551,292.959216
"1783","ENSG00000088833","NSFL1C","55968",50.689314,36.647782,40.458894
"1784","ENSG00000088836","SLC4A11","83959",22.153773,0.62551,1.672522
"1785","ENSG00000088854","DNAAF9","25943",8.264601,2.269463,4.741898
"1786","ENSG00000088876","ZNF343","79175",7.649953,6.194765,5.145555
"1787","ENSG00000088881","EBF4","57593",7.521518,0.103562,0.293217
"1788","ENSG00000088882","CPXM1","56265",0.043545,0,0.063637
"1789","ENSG00000088888","MAVS","57506",27.097317,22.639342,23.373905
"1790","ENSG00000088899","LZTS3","9762",3.669556,0.213581,0.579698
"1792","ENSG00000088930","XRN2","22803",47.078493,55.440417,57.07273
"1793","ENSG00000088970","KIZ","55857",35.291845,14.85986,20.616995
"1794","ENSG00000088986","DYNLL1","8655",311.847274,407.048693,443.936642
"1795","ENSG00000088992","TESC","54997",25.50489,74.020763,62.623704
"1796","ENSG00000089006","SNX5","27131",112.403402,153.39993,132.124389
"1797","ENSG00000089009","RPL6","6128",1212.823923,1391.517705,1366.472318
"1798","ENSG00000089012","SIRPG","55423",50.580636,56.371324,35.467747
"1799","ENSG00000089022","MAPKAPK5","8550",25.152243,20.588146,31.585619
"1800","ENSG00000089041","P2RX7","5027",7.273498,20.172406,11.218566
"1801","ENSG00000089048","ESF1","51575",11.589531,10.243782,9.543905
"1802","ENSG00000089050","RBBP9","10741",13.494607,9.300094,10.580571
"1803","ENSG00000089053","ANAPC5","51433",160.64678,106.434912,123.724705
"1804","ENSG00000089057","SLC23A2","9962",23.35774,7.351874,13.059921
"1805","ENSG00000089060","SLC8B1","80024",31.632832,12.563043,16.938769
"1806","ENSG00000089063","TMEM230","29058",95.510627,96.869911,119.962512
"1807","ENSG00000089091","DZANK1","55184",3.229118,0.67269,0.702235
"1808","ENSG00000089094","KDM2B","84678",33.721328,32.598468,36.324679
"1811","ENSG00000089123","TASP1","55617",4.63449,4.935066,6.117571
"1812","ENSG00000089127","OAS1","4938",43.439686,73.469891,42.350068
"1813","ENSG00000089154","GCN1","10985",49.53573,31.642864,37.475082
"1814","ENSG00000089157","RPLP0","6175",1067.604921,2088.06093,1228.779864
"1815","ENSG00000089159","PXN","5829",104.750425,111.73171,197.003527
"1816","ENSG00000089163","SIRT4","23409",4.601455,0.686921,0.991157
"1818","ENSG00000089177","KIF16B","55614",10.321182,1.269001,3.098307
"1819","ENSG00000089195","TRMT6","51605",9.479964,17.725266,14.706505
"1821","ENSG00000089220","PEBP1","5037",108.618805,100.266147,106.134106
"1823","ENSG00000089234","BRAP","8315",15.681926,16.60227,19.321489
"1824","ENSG00000089248","ERP29","10961",150.996217,142.672292,125.151566
"1826","ENSG00000089280","FUS","2521",319.52182,232.046149,249.329564
"1827","ENSG00000089289","IGBP1","3476",57.717423,57.931521,50.475619
"1828","ENSG00000089327","FXYD5","53827",467.473516,450.000719,873.083984
"1829","ENSG00000089335","ZNF302","55900",42.644421,9.270388,16.256818
"1830","ENSG00000089351","GRAMD1A","57655",158.358143,54.276054,96.300817
"1832","ENSG00000089472","HEPH","9843",0,0.208028,0.124862
"1834","ENSG00000089505","CMTM1","113540",17.130822,10.6017,26.023017
"1835","ENSG00000089558","KCNH4","23415",0.54937,0.087766,0.078338
"1836","ENSG00000089597","GANAB","23193",211.372689,143.507083,166.01516
"1837","ENSG00000089639","GMIP","51291",72.033384,77.460749,100.655148
"1838","ENSG00000089682","RBM41","55285",12.942108,10.28052,10.962687
"1839","ENSG00000089685","BIRC5","332",16.716385,101.384592,38.251483
"1840","ENSG00000089692","LAG3","3902",56.33966,158.680482,75.66897
"1841","ENSG00000089693","MLF2","8079",79.076447,106.587283,102.08862
"1844","ENSG00000089775","ZBTB25","7597",86.768337,10.331851,18.255962
"1845","ENSG00000089818","NECAP1","25977",48.247432,22.593712,37.407996
"1846","ENSG00000089820","ARHGAP4","393",337.563567,157.023475,269.851325
"1847","ENSG00000089847","ANKRD24","170961",4.887063,0.152834,0.260427
"1848","ENSG00000089876","DHX32","55760",12.876285,8.271669,6.539194
"1849","ENSG00000089902","RCOR1","23186",15.221276,10.925784,11.879955
"1850","ENSG00000089916","GPATCH2L","55668",35.123295,18.866043,28.312788
"1851","ENSG00000090006","LTBP4","8425",124.78962,32.67495,47.055461
"1852","ENSG00000090013","BLVRB","645",21.86067,12.613023,14.610341
"1853","ENSG00000090020","SLC9A1","6548",11.194324,15.29841,18.595384
"1854","ENSG00000090054","SPTLC1","10558",39.531097,43.541923,57.251463
"1855","ENSG00000090060","PAPOLA","10914",123.203196,134.506046,120.32384
"1856","ENSG00000090061","CCNK","8812",44.036159,51.540031,57.141085
"1857","ENSG00000090097","PCBP4","57060",39.563078,28.936943,50.745508
"1858","ENSG00000090104","RGS1","5996",325.689525,93.832112,149.025858
"1859","ENSG00000090238","YPEL3","83719",592.340729,212.699888,394.405766
"1860","ENSG00000090263","MRPS33","51650",41.276374,74.786999,51.229086
"1861","ENSG00000090266","NDUFB2","4708",169.617139,250.182377,260.310402
"1862","ENSG00000090273","NUDC","10726",51.27763,77.762176,63.813258
"1863","ENSG00000090316","MAEA","10296",90.894148,68.457624,63.032683
"1864","ENSG00000090339","ICAM1","3383",26.470405,12.51309,19.700275
"1865","ENSG00000090372","STRN4","29888",68.426524,45.981329,51.851826
"1866","ENSG00000090376","IRAK3","11213",1.154158,0.078492,0.074811
"1867","ENSG00000090382","LYZ","4069",2.902003,1.773345,3.638308
"1869","ENSG00000090432","MUL1","79594",14.610989,15.683136,22.166086
"1870","ENSG00000090447","TFAP4","7023",11.850026,6.689135,5.554576
"1871","ENSG00000090470","PDCD7","10081",30.628946,26.893482,24.9795
"1872","ENSG00000090487","SPG21","51324",49.792068,50.855597,48.949222
"1874","ENSG00000090520","DNAJB11","51726",70.271847,95.805361,84.246391
"1878","ENSG00000090554","FLT3LG","2323",78.072336,82.949799,130.61538
"1880","ENSG00000090581","GNPTG","84572",74.745679,28.713952,50.704185
"1881","ENSG00000090612","ZNF268","10795",13.909752,9.449126,13.029327
"1882","ENSG00000090615","GOLGA3","2802",48.122891,28.571109,41.305758
"1883","ENSG00000090621","PABPC4","8761",73.938553,58.658263,63.529409
"1885","ENSG00000090661","CERS4","79603",45.272064,25.580745,57.155409
"1886","ENSG00000090674","MCOLN1","57192",14.562333,15.985961,18.33585
"1887","ENSG00000090686","USP48","84196",77.885656,41.198965,50.097422
"1888","ENSG00000090776","EFNB1","1947",5.873507,2.780656,4.102054
"1890","ENSG00000090861","AARS1","16",56.349658,55.30376,49.928749
"1891","ENSG00000090863","GLG1","2734",83.057131,53.450216,95.210935
"1892","ENSG00000090889","KIF4A","24137",6.665287,37.723516,13.184099
"1893","ENSG00000090905","TNRC6A","27327",35.317651,17.25165,27.401097
"1894","ENSG00000090924","PLEKHG2","64857",47.791478,30.532387,44.132315
"1895","ENSG00000090932","DLL3","10683",0.155314,0.416669,0.032724
"1896","ENSG00000090971","NAT14","57106",10.342508,6.333955,5.449563
"1897","ENSG00000090975","PITPNM2","57605",8.688592,1.775738,2.83463
"1898","ENSG00000090989","EXOC1","55763",31.233769,16.335537,27.850134
"1899","ENSG00000091009","RBM27","54439",14.820224,14.615038,13.284019
"1900","ENSG00000091010","POU4F3","5459",0.218446,0.071518,0.063846
"1901","ENSG00000091039","OSBPL8","114882",61.680746,67.647891,73.888175
"1904","ENSG00000091127","PUS7","54517",4.070117,4.295123,2.434297
"1905","ENSG00000091128","LAMB4","22798",1.619605,0.173037,0.378554
"1906","ENSG00000091129","NRCAM","4897",4.976393,0.039335,0.215708
"1908","ENSG00000091137","SLC26A4","5172",0.272046,1.269465,0.137178
"1910","ENSG00000091140","DLD","1738",65.598826,91.687213,63.452173
"1911","ENSG00000091157","WDR7","23335",12.26962,14.583834,14.215743
"1912","ENSG00000091164","TXNL1","9352",45.818078,49.641403,43.790912
"1915","ENSG00000091317","CMTM6","54918",70.053865,135.586012,115.773563
"1916","ENSG00000091409","ITGA6","3655",20.14013,2.194494,6.649807
"1917","ENSG00000091428","RAPGEF4","11069",0.080519,0.124041,0
"1918","ENSG00000091436","MAP3K20","51776",7.724081,9.940187,8.757161
"1920","ENSG00000091483","FH","2271",19.512413,47.233617,30.904298
"1921","ENSG00000091490","SEL1L3","23231",101.875181,90.180869,122.708874
"1922","ENSG00000091513","TF","7018",1.350443,0.128202,0.266941
"1923","ENSG00000091527","CDV3","55573",167.967366,187.997869,184.507496
"1924","ENSG00000091536","MYO15A","51168",1.052358,0,0.023488
"1925","ENSG00000091542","ALKBH5","54890",70.52012,61.067433,50.4417
"1927","ENSG00000091592","NLRP1","22861",186.074045,39.224561,100.523368
"1928","ENSG00000091622","PITPNM3","83394",0.38606,0.28789,0.262162
"1929","ENSG00000091640","SPAG7","9552",37.156972,71.258025,57.532627
"1930","ENSG00000091651","ORC6","23594",31.51344,37.249816,25.384795
"1931","ENSG00000091656","ZFHX4","79776",0.882012,0.008507,0
"1934","ENSG00000091732","ZC3HC1","51530",6.47334,14.830981,11.210921
"1935","ENSG00000091831","ESR1","2099",2.82556,0.585255,1.962583
"1936","ENSG00000091844","RGS17","26575",4.004051,1.088883,2.768743
"1937","ENSG00000091879","ANGPT2","285",1.081062,0,0.06289
"1938","ENSG00000091947","TMEM101","84336",17.355426,25.655981,22.270344
"1939","ENSG00000091972","CD200","4345",2.229019,1.767006,2.69735
"1940","ENSG00000091986","CCDC80","151887",0.972039,4.436283,0.825094
"1942","ENSG00000092010","PSME1","5720",287.751571,452.75098,542.796134
"1943","ENSG00000092020","PPP2R3C","55012",30.387118,51.519098,46.425445
"1944","ENSG00000092036","HAUS4","54930",23.343316,48.341952,23.193763
"1945","ENSG00000092051","JPH4","84502",0,0.015687,0.042006
"1948","ENSG00000092068","SLC7A8","23428",0.993877,0.020595,0
"1949","ENSG00000092094","OSGEP","55644",57.631446,26.768415,34.804652
"1950","ENSG00000092096","SLC22A17","51310",1.410967,0.298036,0.240912
"1951","ENSG00000092098","RNF31","55072",99.672402,53.05926,67.484167
"1952","ENSG00000092108","SCFD1","23256",39.936919,31.765154,52.348344
"1953","ENSG00000092140","G2E3","55632",18.3182,17.648448,17.375769
"1954","ENSG00000092148","HECTD1","25831",53.326798,24.995332,37.859461
"1955","ENSG00000092199","HNRNPC","3183",517.742711,777.904074,497.048528
"1957","ENSG00000092201","SUPT16H","11198",62.686662,99.304569,68.752044
"1958","ENSG00000092203","TOX4","9878",49.712898,61.388136,71.115059
"1959","ENSG00000092208","GEMIN2","8487",15.21199,17.915886,12.74769
"1960","ENSG00000092295","TGM1","7051",6.251395,0.978217,2.517465
"1961","ENSG00000092330","TINF2","26277",62.890999,99.116059,119.472416
"1965","ENSG00000092439","TRPM7","54822",50.940715,27.836022,39.49386
"1966","ENSG00000092445","TYRO3","7301",2.06046,2.239875,2.132585
"1967","ENSG00000092470","WDR76","79968",10.313242,52.512073,29.744519
"1968","ENSG00000092529","CAPN3","825",11.59776,0.421489,1.810247
"1969","ENSG00000092531","SNAP23","8773",76.378175,53.80477,59.342791
"1971","ENSG00000092621","PHGDH","26227",15.891053,26.22924,12.367934
"1972","ENSG00000092758","COL9A3","1299",1.414747,0.137873,0.152375
"1973","ENSG00000092820","EZR","7430",122.368716,136.981429,167.635786
"1974","ENSG00000092841","MYL6","4637",1679.067364,3253.415428,3091.162508
"1975","ENSG00000092847","AGO1","26523",11.103446,9.5781,11.41026
"1977","ENSG00000092853","CLSPN","63967",4.106014,55.022847,21.815734
"1978","ENSG00000092871","RFFL","117584",43.950392,52.597681,52.530498
"1979","ENSG00000092929","UNC13D","201294",222.597543,123.674546,191.104118
"1980","ENSG00000092931","MFSD11","79157",32.413957,22.170574,29.988579
"1981","ENSG00000092964","DPYSL2","1808",11.050784,11.537051,14.570824
"1983","ENSG00000092978","GPATCH2","55105",8.718952,5.758035,6.062189
"1984","ENSG00000093000","NUP50","10762",75.397238,90.145308,89.613282
"1985","ENSG00000093009","CDC45","8318",7.289772,48.773069,24.339474
"1986","ENSG00000093010","COMT","1312",60.592814,111.947962,101.127034
"1987","ENSG00000093072","ADA2","51816",134.114733,50.00939,133.358662
"1988","ENSG00000093134","VNN3P","55350",0.127839,0.132817,0.046524
"1989","ENSG00000093144","ECHDC1","55862",39.754784,53.956923,51.02321
"1990","ENSG00000093167","LRRFIP2","9209",32.112105,37.293889,31.25432
"1991","ENSG00000093183","SEC22C","9117",38.701234,43.969362,46.155584
"1992","ENSG00000093217","XYLB","9942",3.918252,1.885225,1.15789
"1993","ENSG00000094631","HDAC6","10013",63.711233,28.335013,49.29805
"1994","ENSG00000094661","OR1I1","126370",0.29038,0.008174,0.147232
"1995","ENSG00000094755","GABRP","2568",10.947593,1.061875,4.913921
"1997","ENSG00000094804","CDC6","990",7.646864,46.182677,21.638605
"1998","ENSG00000094841","UPRT","139596",14.468617,12.23613,13.469962
"1999","ENSG00000094880","CDC23","8697",16.942931,28.442995,29.412577
"2000","ENSG00000094914","AAAS","8086",52.222717,35.0191,45.868137
"2001","ENSG00000094916","CBX5","23468",24.645202,41.971965,30.47426
"2003","ENSG00000094975","SUCO","51430",31.407605,13.911152,21.353226
"2004","ENSG00000095002","MSH2","4436",19.188369,33.433469,24.601304
"2005","ENSG00000095015","MAP3K1","4214",18.586215,11.22185,14.77629
"2006","ENSG00000095059","DHPS","1725",128.904661,72.638039,79.375039
"2007","ENSG00000095066","HOOK2","29911",44.070575,7.360471,14.825833
"2009","ENSG00000095139","ARCN1","372",77.275119,88.286257,108.391989
"2010","ENSG00000095203","EPB41L4B","54566",3.229616,0.175803,0
"2011","ENSG00000095209","TMEM38B","55151",6.334786,3.391277,4.362004
"2012","ENSG00000095261","PSMD5","5711",29.831314,28.54206,31.544251
"2013","ENSG00000095303","PTGS1","5742",0.135873,0.063864,0.142497
"2014","ENSG00000095319","NUP188","23511",35.475395,37.577557,31.785532
"2015","ENSG00000095321","CRAT","1384",20.904169,10.814262,21.6523
"2016","ENSG00000095370","SH2D3C","10044",48.176914,66.780729,85.125401
"2017","ENSG00000095380","NANS","54187",23.689203,44.614216,38.416013
"2018","ENSG00000095383","TBC1D2","55357",3.57649,1.520748,2.415018
"2019","ENSG00000095397","WHRN","25861",17.632996,2.093578,6.160393
"2021","ENSG00000095485","CWF19L1","55280",28.443868,34.712456,35.984519
"2022","ENSG00000095539","SEMA4G","57715",5.004566,0.701716,0.914231
"2023","ENSG00000095564","BTAF1","9044",57.181908,17.263702,29.077567
"2024","ENSG00000095574","IKZF5","64376",17.562625,11.497154,16.132326
"2026","ENSG00000095587","TLL2","7093",0.223578,0.079594,0.041667
"2029","ENSG00000095637","SORBS1","10580",2.178567,0.212811,0.534355
"2032","ENSG00000095752","IL11","3589",9.397568,0.175355,0.317338
"2034","ENSG00000095787","WAC","51322",116.150338,116.432707,132.490953
"2035","ENSG00000095794","CREM","1390",121.379067,136.195114,123.321565
"2036","ENSG00000095906","NUBP2","10101",67.03977,52.998851,58.510492
"2038","ENSG00000095932","SMIM24","284422",0.480072,0.125973,0
"2039","ENSG00000095951","HIVEP1","3096",10.80965,6.19649,10.211324
"2043","ENSG00000096060","FKBP5","2289",15.803365,36.549044,18.69163
"2044","ENSG00000096063","SRPK1","6732",35.282098,61.944252,46.932446
"2045","ENSG00000096070","BRPF3","27154",12.49793,11.747492,15.449956
"2046","ENSG00000096080","MRPS18A","55168",27.0331,46.685631,37.367961
"2048","ENSG00000096092","TMEM14A","28978",23.29343,22.780084,26.830327
"2049","ENSG00000096093","EFHC1","114327",6.647652,0.318561,0.469341
"2052","ENSG00000096264","NCR2","9436",1.521961,0,1.327831
"2053","ENSG00000096384","HSP90AB1","3326",218.161836,393.562636,249.641632
"2055","ENSG00000096401","CDC5L","988",14.35062,18.529207,15.849295
"2056","ENSG00000096433","ITPR3","3710",42.828023,24.363487,31.621219
"2057","ENSG00000096654","ZNF184","7738",13.941617,8.931683,11.501367
"2059","ENSG00000096717","SIRT1","23411",15.840377,14.004673,17.566756
"2060","ENSG00000096746","HNRNPH3","3189",220.425216,179.634639,167.123702
"2061","ENSG00000096872","IFT74","80173",6.853165,5.103134,3.78251
"2062","ENSG00000096968","JAK2","3717",15.825634,14.256053,17.261885
"2063","ENSG00000096996","IL12RB1","3594",51.717621,85.682965,116.491409
"2064","ENSG00000097007","ABL1","25",18.112624,12.632208,15.307972
"2065","ENSG00000097021","ACOT7","11332",12.870004,66.746935,35.991794
"2066","ENSG00000097033","SH3GLB1","51100",42.617046,61.945048,64.316157
"2067","ENSG00000097046","CDC7","8317",14.880182,37.408955,16.878587
"2068","ENSG00000097096","SYDE2","84144",0.237611,0.077178,0.203591
"2069","ENSG00000099139","PCSK5","5125",0.621719,0.046096,0.074051
"2070","ENSG00000099194","SCD","6319",28.465787,138.900888,46.332135
"2071","ENSG00000099203","TMED1","11018",12.727199,17.512589,16.083884
"2072","ENSG00000099204","ABLIM1","3983",61.530172,8.49882,9.168221
"2073","ENSG00000099219","ERMP1","79956",68.99869,54.990276,59.593618
"2074","ENSG00000099246","RAB18","22931",46.212714,65.932823,69.631423
"2075","ENSG00000099250","NRP1","8829",13.275087,0.746304,3.663632
"2077","ENSG00000099256","PRTFDC1","56952",2.540015,2.639941,1.647425
"2079","ENSG00000099282","TSPAN15","23555",10.169502,8.59709,23.575649
"2080","ENSG00000099284","MACROH2A2","55506",3.142066,3.461099,2.456389
"2081","ENSG00000099290","WASHC2A","387680",39.923591,28.845393,44.384689
"2082","ENSG00000099308","MAST3","23031",34.158373,10.769304,25.293821
"2083","ENSG00000099326","MZF1","7593",16.364926,7.251801,14.945276
"2084","ENSG00000099330","OCEL1","79629",28.094367,20.763398,23.639888
"2085","ENSG00000099331","MYO9B","4650",234.862458,146.97887,180.013974
"2086","ENSG00000099337","KCNK6","9424",18.928341,12.802081,13.086273
"2087","ENSG00000099338","CATSPERG","57828",7.118008,0.434214,1.949971
"2088","ENSG00000099341","PSMD8","5714",125.788384,230.587061,193.354008
"2089","ENSG00000099364","FBXL19","54620",22.434339,24.839728,15.549036
"2090","ENSG00000099365","STX1B","112755",3.241313,0.978858,0.72133
"2091","ENSG00000099377","HSD3B7","80270",2.762779,5.243865,10.07683
"2092","ENSG00000099381","SETD1A","9739",23.652991,17.805624,18.498336
"2093","ENSG00000099385","BCL7C","9274",33.747933,37.769623,40.395025
"2096","ENSG00000099622","CIRBP","1153",648.689291,183.399381,337.208723
"2097","ENSG00000099624","ATP5F1D","513",119.135034,153.461647,152.877788
"2098","ENSG00000099625","CBARP","255057",2.965772,0.075061,0.201223
"2099","ENSG00000099715","PCDH11Y","83259",0.946642,0.28334,0.239149
"2101","ENSG00000099725","PRKY","5616",0.433228,12.214453,0.14619
"2102","ENSG00000099769","IGFALS","3483",0.600654,0,0.143925
"2103","ENSG00000099783","HNRNPM","4670",118.329121,266.778632,209.744264
"2104","ENSG00000099785","MARCHF2","51257",38.824449,29.728387,44.355011
"2105","ENSG00000099795","NDUFB7","4713",123.298449,212.387483,200.089822
"2106","ENSG00000099797","TECR","9524",141.268324,159.255487,126.335971
"2107","ENSG00000099800","TIMM13","26517",23.508233,48.355918,38.959637
"2108","ENSG00000099804","CDC34","997",78.545718,66.716207,62.949683
"2109","ENSG00000099810","MTAP","4507",11.114389,18.2967,17.658132
"2111","ENSG00000099814","CEP170B","283638",11.418568,3.896779,7.177389
"2112","ENSG00000099817","POLR2E","5434",128.649744,170.952337,151.07678
"2113","ENSG00000099821","POLRMT","5442",77.896699,26.703592,32.409886
"2114","ENSG00000099822","HCN2","610",7.291827,1.319411,4.631833
"2116","ENSG00000099840","IZUMO4","113177",56.038676,2.663585,10.645603
"2118","ENSG00000099860","GADD45B","4616",109.133998,23.862007,47.640009
"2120","ENSG00000099866","MADCAM1","8174",1.175863,0.380526,0.185333
"2121","ENSG00000099875","MKNK2","2872",256.62477,122.628333,129.311084
"2122","ENSG00000099889","ARVCF","421",5.994362,0.240215,1.965085
"2123","ENSG00000099899","TRMT2A","27037",81.048473,42.817737,52.878171
"2124","ENSG00000099901","RANBP1","5902",84.777027,236.500497,133.660554
"2125","ENSG00000099904","ZDHHC8","29801",63.02289,25.03764,43.845569
"2126","ENSG00000099910","KLHL22","84861",23.115199,14.009124,25.168394
"2127","ENSG00000099917","MED15","51586",67.169949,54.813592,101.79773
"2129","ENSG00000099940","SNAP29","9342",22.070077,37.761409,39.689799
"2130","ENSG00000099942","CRKL","1399",47.181096,47.295426,49.429218
"2131","ENSG00000099949","LZTR1","8216",61.277658,26.739803,49.722352
"2132","ENSG00000099953","MMP11","4320",0.59691,0.149578,0.066768
"2133","ENSG00000099954","CECR2","27443",0.068056,0.109304,0.007228
"2135","ENSG00000099957","P2RX6","9127",0.357258,0.032157,0.240771
"2136","ENSG00000099958","DERL3","91319",5.796894,4.874606,10.11725
"2138","ENSG00000099968","BCL2L13","23786",29.053002,20.227653,24.944158
"2142","ENSG00000099985","OSM","5008",2.254569,45.30335,63.949715
"2143","ENSG00000099991","CABIN1","23523",70.877004,61.383287,89.040964
"2144","ENSG00000099992","TBC1D10A","83874",63.855987,33.873809,69.195298
"2145","ENSG00000099994","SUSD2","56241",0.625439,0.203686,0.264392
"2146","ENSG00000099995","SF3A1","10291",74.54451,72.486765,86.942683
"2147","ENSG00000099998","GGT5","2687",0.880873,0.175149,0.343591
"2148","ENSG00000099999","RNF215","200312",24.894978,4.07249,9.549507
"2149","ENSG00000100003","SEC14L2","23541",21.295058,3.940905,15.239203
"2151","ENSG00000100014","SPECC1L","23384",21.918834,16.14039,21.001791
"2152","ENSG00000100023","PPIL2","23759",51.131374,89.88174,61.872394
"2153","ENSG00000100024","UPB1","51733",2.801214,0.115648,0.121663
"2154","ENSG00000100027","YPEL1","29799",60.181399,14.107617,25.322218
"2155","ENSG00000100028","SNRPD3","6634",112.459486,135.802482,123.050196
"2156","ENSG00000100029","PES1","23481",29.152479,39.399528,33.944831
"2157","ENSG00000100030","MAPK1","5594",124.221304,113.014515,112.239854
"2158","ENSG00000100031","GGT1","2678",50.431603,41.395771,74.738183
"2160","ENSG00000100034","PPM1F","9647",60.680323,8.653263,16.155985
"2161","ENSG00000100036","SLC35E4","339665",3.505362,4.048044,3.713092
"2162","ENSG00000100038","TOP3B","8940",67.934339,18.797872,38.235392
"2163","ENSG00000100053","CRYBB3","1417",0.935572,0.249574,0
"2164","ENSG00000100055","CYTH4","27128",141.760746,66.598384,95.190549
"2165","ENSG00000100056","ESS2","8220",20.402898,15.52892,21.751804
"2167","ENSG00000100060","MFNG","4242",190.286451,157.148362,206.860896
"2168","ENSG00000100065","CARD10","29775",1.08248,0,0.041086
"2170","ENSG00000100075","SLC25A1","6576",44.117322,62.610439,45.31749
"2171","ENSG00000100077","GRK3","157",9.834831,17.894895,11.501912
"2174","ENSG00000100083","GGA1","26088",75.726148,48.527153,46.961767
"2175","ENSG00000100084","HIRA","7290",29.082956,39.570397,28.22118
"2176","ENSG00000100092","SH3BP1","23616",89.345673,133.597315,159.637886
"2178","ENSG00000100097","LGALS1","3956",951.505617,2704.035906,2475.325119
"2179","ENSG00000100099","HPS4","89781",30.033147,12.716533,19.483308
"2180","ENSG00000100100","PIK3IP1","113791",200.255035,38.085253,112.186857
"2182","ENSG00000100104","SRRD","402055",9.254959,16.457926,16.172876
"2183","ENSG00000100105","PATZ1","23598",17.638563,10.651428,14.86986
"2184","ENSG00000100106","TRIOBP","11078",38.721035,36.335453,41.529845
"2185","ENSG00000100109","TFIP11","24144",42.062626,48.305416,50.45487
"2186","ENSG00000100116","GCAT","23464",6.791254,18.273631,6.724841
"2188","ENSG00000100122","CRYBB1","1414",0.111543,0.064713,0
"2189","ENSG00000100124","ANKRD54","129138",21.568324,18.175205,16.272569
"2190","ENSG00000100129","EIF3L","51386",208.930321,283.704585,255.513974
"2191","ENSG00000100138","SNU13","4809",91.249591,135.572731,116.572034
"2192","ENSG00000100139","MICALL1","85377",22.350292,21.146254,25.339597
"2193","ENSG00000100142","POLR2F","5435",64.369691,92.949031,72.601909
