"","Gene","SYMBOL","ENTREZID","DysiNKTD1_KKU213C","DysiNKTD2_KKU213C","DysiNKTD2_SSP25","iNKTD2_D131"
"18799","ENSG00000211934","IGHV1-2","28474",21.677546,17.232295,33.180922,30.997555
"18800","ENSG00000211935","IGHV1-3","28473",7.226715,8.846439,12.500275,12.699351
"18834","ENSG00000212123","PRR22","163154",0.964592,1.317802,0.216101,2.100305
"18836","ENSG00000212126","TAS2R50","259296",0.231808,0.102507,0.305157,0
"18877","ENSG00000212643","ZRSR2P1","7310",0.765056,1.336692,0,1.361665
"18885","ENSG00000212719","LINC02693","339263",0.395219,0.777687,0.483307,0.613779
"18889","ENSG00000212747","RTL8B","441518",0,0.085888,0.126346,0.105259
"18895","ENSG00000212864","RNF208","727800",4.09695,2.135379,5.425195,7.476751
"18900","ENSG00000212907","ND4L","4539",8765.035946,9681.984681,8921.895566,9911.243938
"18901","ENSG00000212916","MAP10","54627",1.350754,1.327555,1.069405,1.279002
"18910","ENSG00000212993","POU5F1B","5462",0.447575,0.521075,0.46343,0.981508
"18916","ENSG00000213015","ZNF580","51157",67.276698,58.196058,71.998945,80.743871
"18919","ENSG00000213020","ZNF611","81856",22.435629,25.18935,20.835604,18.920094
"18922","ENSG00000213024","NUP62","23636",59.714365,54.081832,60.155652,69.95587
"18935","ENSG00000213047","DENND1B","163486",23.712426,19.235836,25.946378,19.149391
"18945","ENSG00000213064","SFT2D2","375035",28.016178,26.322514,35.585663,31.336716
"18947","ENSG00000213066","CEP43","11116",31.47422,30.391721,28.944621,29.461391
"18957","ENSG00000213079","SCAF8","22828",26.983958,30.266871,23.67183,24.475036
"18962","ENSG00000213085","CFAP45","25790",0.489768,0.646039,1.9759,1.116454
"18966","ENSG00000213090","SCYL2P1","100420110",0.378501,0.272463,0.029616,0.148
"18968","ENSG00000213096","ZNF254","9534",7.88942,6.502827,9.602706,7.280517
"18982","ENSG00000213123","DYNLT2B","255758",28.060145,31.531508,17.469998,28.125818
"18989","ENSG00000213139","CRYGS","1427",9.219919,7.456701,11.543121,10.459673
"18992","ENSG00000213145","CRIP1","1396",786.130047,1010.568369,599.007049,459.42742
"18997","ENSG00000213152","RPL7AP60","100271538",0.160155,0.710272,0.142079,0.177917
"19006","ENSG00000213171","LINGO4","339398",0.248821,0.243135,0.166303,0.029677
"19018","ENSG00000213185","FAM24B","196792",14.871792,13.77882,18.476077,16.987512
"19019","ENSG00000213186","TRIM59","286827",41.277867,43.488801,32.707846,25.743212
"19023","ENSG00000213190","MLLT11","10962",5.584635,3.359301,5.783028,4.695794
"19026","ENSG00000213199","ASIC3","9311",9.822034,6.309922,12.673671,10.356807
"19028","ENSG00000213203","GIMAP1","170575",50.209344,37.812932,43.771527,54.666509
"19035","ENSG00000213213","CCDC183","84960",11.793553,4.421805,25.850572,14.350015
"19040","ENSG00000213221","DNLZ","728489",12.347714,16.803837,7.472646,16.784868
"19041","ENSG00000213225","NOC2LP1","643276",0.043619,0.076798,0.376262,1.212719
"19055","ENSG00000213246","SUPT4H1","6827",75.209426,77.964097,109.715544,77.630307
"19064","ENSG00000213265","TSGA13","114960",1.639555,0.432679,1.558006,1.0199
"19071","ENSG00000213281","NRAS","4893",16.660331,28.765209,13.970239,23.170104
"19074","ENSG00000213290","PGK1P2","5233",0.270139,0.318024,0.157072,0.785733
"19091","ENSG00000213316","LTC4S","4056",7.931508,3.564482,25.182603,5.544681
"19099","ENSG00000213337","ANKRD39","51239",31.093224,31.565371,22.606297,28.503105
"19101","ENSG00000213339","QTRT1","81890",11.326822,17.526754,10.280316,21.567767
"19102","ENSG00000213341","CHUK","1147",16.150097,14.078174,15.635541,16.787468
"19105","ENSG00000213347","MXD3","83463",43.593775,38.523973,30.651712,32.844937
"19108","ENSG00000213358","NAA50P2","127566427",0.125724,0.110737,2.149197,0.550959
"19113","ENSG00000213366","GSTM2","2946",97.279785,18.296596,50.421939,48.515146
"19118","ENSG00000213380","COG8","84342",26.135402,22.310793,26.428121,25.090471
"19121","ENSG00000213385","RPL7AP39","646476",2.919543,1.455241,2.099876,1.245416
"19123","ENSG00000213390","ARHGAP19","84986",13.10838,13.724869,13.542456,16.304364
"19126","ENSG00000213397","HAUS7","55559",8.093171,13.096339,13.074697,18.81792
"19127","ENSG00000213398","LCAT","3931",50.032217,43.597978,71.193015,47.107077
"19130","ENSG00000213401","MAGEA12","4111",0.183877,0.146,0.58401,0
"19131","ENSG00000213402","PTPRCAP","5790",370.721759,466.952226,190.241177,241.533042
"19136","ENSG00000213412","HNRNPA1P33","728643",0.844402,1.007454,0.257617,0
"19137","ENSG00000213413","PVRIG","79037",65.90488,93.764388,42.191863,51.666549
"19141","ENSG00000213420","GPC2","221914",1.634599,0.912656,17.537995,2.241685
"19156","ENSG00000213445","SIPA1","6494",263.916404,209.476245,195.400332,143.959967
"19165","ENSG00000213462","ERV3-1","2086",20.215718,13.817085,16.486487,20.181736
"19166","ENSG00000213463","SYNJ2BP","55333",5.562957,2.407729,6.777286,4.099121
"19167","ENSG00000213465","ARL2","402",30.518969,29.404904,36.62146,51.799445
"19170","ENSG00000213471","TTLL13","440307",2.518357,0.65723,1.175632,0
"19187","ENSG00000213516","RBMXL1","494115",9.03407,10.587988,10.625912,13.753623
"19190","ENSG00000213523","SRA1","10011",25.514736,25.054136,23.700538,21.494259
"19196","ENSG00000213533","STIMATE","375346",29.873617,26.238859,57.011,39.648343
"19201","ENSG00000213542","RPL7AP43","644236",0.76403,3.090499,0.315468,1.245416
"19206","ENSG00000213551","DNAJC9","23234",18.081248,23.366614,18.409376,19.747394
"19214","ENSG00000213563","C8orf82","414919",12.103782,9.496266,15.369184,18.056033
"19218","ENSG00000213578","CPLX3","594855",0.378168,0.208119,0.489723,0.305983
"19220","ENSG00000213585","VDAC1","7416",59.72628,69.123629,77.052284,85.53302
"19225","ENSG00000213593","TMX2","51075",44.48627,49.844363,55.321265,49.901708
"19236","ENSG00000213613","RPL11P3","100271271",0.320944,1.440482,3.562534,1.118619
"19237","ENSG00000213614","HEXA","3073",102.265219,125.163954,92.474678,99.354362
"19238","ENSG00000213619","NDUFS3","4722",87.289247,92.357479,59.420965,74.990899
"19241","ENSG00000213625","LEPROT","54741",43.843342,44.814906,42.754917,39.180086
"19242","ENSG00000213626","LBH","81606",289.038503,246.224739,208.608394,218.321207
"19244","ENSG00000213638","ADAT3","113179",3.899789,3.376495,1.754518,4.640481
"19245","ENSG00000213639","PPP1CB","5500",87.663735,81.645364,84.009984,118.329272
"19258","ENSG00000213658","LAT","27040",362.466525,379.160593,346.954385,257.619972
"19265","ENSG00000213671","OLA1P2","106479059",0.941427,0.679916,0.521958,0.372973
"19266","ENSG00000213672","NCKIPSD","51517",14.546185,6.54331,13.705098,16.78459
"19271","ENSG00000213689","TREX1","11277",21.384898,21.61086,19.322538,14.756484
"19273","ENSG00000213693","SEC14L1P1","729799",0.807146,0.908003,0.657738,1.547075
"19274","ENSG00000213694","S1PR3","1903",0.202385,0.15263,0.493533,0.632777
"19278","ENSG00000213699","SLC35F6","54978",14.220023,13.455356,7.750959,11.262925
"19279","ENSG00000213700","RPL17P50","729046",0.887537,0,0.543637,0.341258
"19283","ENSG00000213706","RHOG2P","392489",0.54527,1.218915,0.497889,1.249644
"19288","ENSG00000213714","FAM209B","388799",1.965858,4.309957,2.639421,5.512642
"19303","ENSG00000213741","RPS29","6235",4912.835154,3453.036386,5189.935946,4709.318155
"19309","ENSG00000213754","KPNA4P1","100421109",0.438738,0.193482,0.254074,0.476466
"19315","ENSG00000213762","ZNF134","7693",20.265954,17.692928,28.89197,21.833162
"19325","ENSG00000213782","DDX47","51202",24.660816,34.65828,30.211902,34.71793
"19331","ENSG00000213793","ZNF888","388559",3.419544,2.139641,3.316444,3.287106
"19333","ENSG00000213799","ZNF845","91664",8.139139,7.706508,8.682136,8.848985
"19334","ENSG00000213801","ZNF321P","399669",13.558331,6.092489,2.191071,4.134993
"19340","ENSG00000213842","SUGT1P2","728706",0.351485,0.103627,0.102854,0.386079
"19344","ENSG00000213853","EMP2","2013",0.669221,0.802231,0.596741,9.962172
"19348","ENSG00000213859","KCTD11","147040",8.620981,7.677519,21.921316,16.088829
"19365","ENSG00000213889","PPM1N","147699",1.220683,2.801424,4.242634,7.203901
"19369","ENSG00000213901","SLC23A3","151295",2.51705,2.769483,2.91159,3.546381
"19370","ENSG00000213903","LTB4R","1241",100.270808,68.143637,73.974819,68.958263
"19371","ENSG00000213906","LTB4R2","56413",48.778973,27.748177,45.552714,39.082126
"19375","ENSG00000213918","DNASE1","1773",79.701335,66.254794,99.859171,73.687294
"19376","ENSG00000213920","MDP1","145553",22.40587,17.815477,24.861521,22.534694
"19378","ENSG00000213923","CSNK1E","1454",104.411066,69.648449,114.591723,138.079769
"19382","ENSG00000213927","CCL27","10850",1.76261,0.245094,0.855609,0
"19383","ENSG00000213928","IRF9","10379",122.436231,203.753876,192.144621,106.677844
"19384","ENSG00000213930","GALT","2592",116.819282,85.193774,97.693937,92.324748
"19388","ENSG00000213937","CLDN9","9080",0.866045,0.127104,3.863775,4.205302
"19395","ENSG00000213949","ITGA1","3672",129.936711,136.239963,147.586518,107.09102
"19403","ENSG00000213965","NUDT19","390916",6.783295,7.731969,10.984837,8.350168
"19404","ENSG00000213967","ZNF726","730087",4.414077,4.029879,3.845604,6.689335
"19409","ENSG00000213977","TAX1BP3","30851",29.910759,25.455568,34.812614,29.288674
"19411","ENSG00000213983","AP1G2","8906",269.335776,317.953479,271.565078,292.974241
"19414","ENSG00000213988","ZNF90","7643",6.101048,8.936173,8.928445,16.811972
"19415","ENSG00000213995","NAXD","55739",30.207139,27.606823,40.56837,34.765103
"19422","ENSG00000214013","GANC","2595",21.457965,22.907452,23.491337,31.225761
"19428","ENSG00000214021","TTLL3","26140",44.243768,52.07867,65.802516,50.18497
"19429","ENSG00000214022","REPIN1","29803",68.003229,47.731729,114.187179,71.553459
"19434","ENSG00000214029","ZNF891","101060200",3.103719,1.998386,2.575922,4.135839
"19440","ENSG00000214046","SMIM7","79086",45.693879,54.932757,49.506053,58.852476
"19445","ENSG00000214063","TSPAN4","7106",4.399806,1.93535,3.634479,12.962107
"19452","ENSG00000214076","CPSF1P1","129099",0.571652,0.262248,0.939134,1.599662
"19454","ENSG00000214078","CPNE1","8904",312.367855,291.496779,323.648195,274.687142
"19456","ENSG00000214087","ARL16","339231",38.48591,39.963893,40.186216,43.639353
"19458","ENSG00000214093","RPS18P14","100128535",0.423692,0.767231,0,0.506431
"19466","ENSG00000214113","LYRM4","57128",5.161692,10.816623,10.846861,6.950747
"19467","ENSG00000214114","MYCBP","26292",27.44083,24.412836,37.772744,18.419254
"19471","ENSG00000214128","TMEM213","155006",1.228832,0.155275,0.265526,0.607104
"19474","ENSG00000214140","PRCD","768206",0.977252,0.929722,0,1.4546
"19479","ENSG00000214160","ALG3","10195",19.756593,25.30268,19.183309,23.167711
"19484","ENSG00000214182","PTMAP5","150928",1.039458,0.425621,0.784429,0.476579
"19489","ENSG00000214193","SH3D21","79729",18.190153,10.603427,20.575531,31.854319
"19490","ENSG00000214194","SMIM30","401397",28.010803,32.43544,30.740351,38.195166
"19492","ENSG00000214198","TTC41P","253724",0.291575,1.34003,1.240621,0.337714
"19504","ENSG00000214226","C17orf67","339210",3.684458,2.465958,7.128316,6.391287
"19510","ENSG00000214253","FIS1","51024",166.474296,177.131095,152.122819,167.382361
"19514","ENSG00000214262","ANKRD36BP1","84832",0.148637,0.050527,0.322876,0.186718
"19522","ENSG00000214274","ANG","283",3.649444,9.264127,3.037032,5.725854
"19524","ENSG00000214279","SCART1","619207",9.189965,13.280206,20.579044,14.327541
"19537","ENSG00000214300","SPDYE3","441272",0.209619,0,0.226487,0.598132
"19539","ENSG00000214309","MBLAC1","255374",1.662085,2.686899,2.161348,1.953484
"19552","ENSG00000214338","MTCL3","387104",7.401012,6.236206,4.789944,4.833637
"19558","ENSG00000214357","NEURL1B","54492",2.258539,1.59224,1.009356,1.215537
"19563","ENSG00000214367","HAUS3","79441",34.960022,27.012216,48.720542,31.122423
"19570","ENSG00000214402","LCNL1","401562",0.025027,0.227745,0,0.067978
"19572","ENSG00000214413","BBIP1","92482",16.879402,24.230565,19.664042,33.429936
"19582","ENSG00000214435","AS3MT","57412",0,1.427644,3.149541,3.111531
"19598","ENSG00000214517","PPME1","51400",11.653093,13.193794,12.972876,15.726164
"19602","ENSG00000214530","STARD10","10809",23.924546,19.942143,73.453933,50.993749
"19614","ENSG00000214562","NUTM2D","728130",4.894338,4.668867,3.311889,5.729453
"19621","ENSG00000214595","EML6","400954",0.896229,0.803989,1.538986,2.967811
"19637","ENSG00000214654","B3GALT9","100288842",6.238907,4.554113,3.951661,7.079544
"19638","ENSG00000214655","ZSWIM8","23053",108.686579,131.411682,124.393877,142.377898
"19649","ENSG00000214688","C10orf105","414152",0.115804,0.084823,0.347611,0.165395
"19654","ENSG00000214706","IFRD2","7866",17.115127,13.007552,12.466274,19.592274
"19656","ENSG00000214717","ZBED1","9189",24.054292,17.165224,25.35828,20.03879
"19661","ENSG00000214736","TOMM6","100188893",96.050166,125.433703,98.200843,138.568682
"19665","ENSG00000214753","HNRNPUL2","221092",69.262647,80.566823,68.6957,62.026381
"19667","ENSG00000214756","CSKMT","751071",11.571569,8.453376,22.453867,18.710727
"19675","ENSG00000214787","MS4A4E","643680",2.913698,3.525053,4.099533,6.022852
"19690","ENSG00000214827","MTCP1","4515",14.480221,28.7008,21.542127,21.296077
"19727","ENSG00000214940","NPIPA8","101059953",0,3.620727,1.43754,1.009613
"19728","ENSG00000214941","ZSWIM7","125150",23.87954,19.247018,24.534464,27.829707
"19730","ENSG00000214944","ARHGEF28","64283",0.091022,0.100353,0.580075,0.81786
"19732","ENSG00000214954","LRRC69","100130742",6.819512,6.045025,3.303689,7.532298
"19733","ENSG00000214960","CRPPA","729920",0.098354,0.154592,0.014049,0.052638
"19751","ENSG00000215012","RTL10","79680",6.572121,6.095357,7.72935,6.885414
"19753","ENSG00000215018","COL28A1","340267",0.583202,0.665364,0.108197,0.252364
"19754","ENSG00000215021","PHB2","11331",119.969695,134.670423,113.623741,133.327931
"19757","ENSG00000215032","GNL3LP1","80060",0.435537,0.602153,0.868306,0.473257
"19761","ENSG00000215041","NEURL4","84461",46.27175,42.793108,48.562035,63.532107
"19763","ENSG00000215045","GRID2IP","392862",0.33209,0.076989,1.042959,0.321375
"19783","ENSG00000215114","UBXN2B","137886",25.297968,24.697927,20.519381,26.359183
"19787","ENSG00000215126","ZNG1F","644019",4.672571,6.591916,9.298281,10.667306
"19797","ENSG00000215160","OR7E122P","81428",2.613336,1.385507,2.013676,2.639812
"19804","ENSG00000215183","MSMP","692094",0.330704,0.594182,0,1.155796
"19807","ENSG00000215187","CIMIP2B","730112",0.810165,0.361795,2.55747,3.888408
"19809","ENSG00000215193","PEX26","55670",18.547116,20.017084,17.141762,17.698742
"19824","ENSG00000215251","FASTKD5","60493",15.730132,14.476574,14.640905,17.369178
"19825","ENSG00000215252","GOLGA8B","440270",621.466982,606.034324,785.229618,871.337558
"19829","ENSG00000215267","AKR1C7P","648947",11.197848,24.050316,17.956115,21.772171
"19842","ENSG00000215301","DDX3X","1654",278.335665,356.871259,289.553196,365.887408
"19844","ENSG00000215305","VPS16","64601",50.352454,48.30854,47.778288,52.241507
"19869","ENSG00000215375","MYL5","4636",19.321169,12.913288,20.233807,26.896765
"19879","ENSG00000215421","ZNF407","55628",4.198103,4.998504,5.141512,6.487965
"19893","ENSG00000215472","RPL17-C18orf32","100526842",0.536929,0.993317,2.38025,0.50533
"19895","ENSG00000215475","SIAH3","283514",1.942796,0.078095,1.076461,0.067895
"19907","ENSG00000215529","EFCAB8","388795",1.535554,1.203868,0.720516,0.399832
"19926","ENSG00000215595","C20orf202","400831",0.128036,0.05643,0.055489,0.208082
"19932","ENSG00000215630","GUSBP9","118126072",25.32529,13.809806,9.050191,17.277395
"19935","ENSG00000215695","RSC1A1","6248",11.929712,9.408495,0,1.899309
"19937","ENSG00000215712","TMEM242","729515",6.000644,8.451755,7.940235,7.935416
"19938","ENSG00000215717","TMEM167B","56900",48.721485,46.059306,50.26398,42.369089
"19943","ENSG00000215784","FAM72D","728833",2.20068,3.260222,2.64481,2.848538
"19945","ENSG00000215788","TNFRSF25","8718",250.202053,237.210696,368.117014,167.878572
"19947","ENSG00000215795","LOC100131465","100131465",0.061033,0,0.15859,0.132151
"19962","ENSG00000215845","TSTD1","100131187",109.365832,95.569619,128.324035,144.964926
"19975","ENSG00000215883","CYB5RL","606495",3.925518,4.401614,5.358183,7.386501
"19985","ENSG00000215910","C1orf167","284498",0.599211,0.145043,0.503051,0.89705
"19988","ENSG00000215915","ATAD3C","219293",1.490865,3.874573,0.186402,2.207129
"20012","ENSG00000216490","IFI30","10437",13.179649,12.385605,12.237878,18.20422
"20061","ENSG00000216901","ZNF603P","493821",0.369983,0.333457,0,0.43584
"20069","ENSG00000216937","CCDC7","79741",12.423931,10.176009,11.22039,7.220805
"20073","ENSG00000216990","HSPD1P10","644016",0.303874,0.053561,0.052637,0.065792
"20089","ENSG00000217128","FNIP1","96459",10.896673,11.314818,15.69609,12.531191
"20131","ENSG00000217482","HMGB1P17","100419974",2.543348,1.03044,2.297074,14.925935
"20135","ENSG00000217512","LOC100419073","100419073",0.445168,0.807533,1.701618,0
"20139","ENSG00000217555","CKLF","51192",250.041329,334.525156,335.885524,242.479222
"20188","ENSG00000218052","ADAMTS7P4","642935",5.441227,3.023411,3.579402,9.23603
"20214","ENSG00000218305","CDC14C","168448",0.26252,0.251411,0.311155,0.247703
"20216","ENSG00000218336","TENM3","55714",0.040585,0,0.443178,0.029535
"20251","ENSG00000218631","LOC100420839","100420839",3.582851,1.491176,2.810128,2.982117
"20265","ENSG00000218739","CEBPZOS","100505876",38.658891,34.494005,40.834751,43.878058
"20278","ENSG00000218819","TDRD15","100129278",0,0.027351,0.013335,0.166543
"20286","ENSG00000218891","ZNF579","163033",7.9172,5.052616,5.805538,9.786013
"20317","ENSG00000219200","RNASEK","440400",270.310682,305.900928,299.726409,256.096932
"20335","ENSG00000219355","RPL31P52","100271476",3.692108,0.683943,2.975489,1.857264
"20343","ENSG00000219395","HSPA8P15","100420051",0,0.576861,0.288603,0.542129
"20348","ENSG00000219435","CATSPERZ","25858",0.530594,0.314104,0,0.78944
"20353","ENSG00000219470","RPS2P29","646294",0,0.121956,0.486081,0.760336
"20354","ENSG00000219481","NBPF1","55672",18.677531,16.653073,19.5748,23.374645
"20362","ENSG00000219545","UMAD1","729852",15.87089,19.69276,25.747242,17.285956
"20376","ENSG00000219626","FAM228B","375190",26.310222,28.222338,22.3062,29.876715
"20389","ENSG00000219712","MARK2P18","100421511",0.088842,0.235311,0,0.096873
"20394","ENSG00000219755","RPS3P5","100131956",0.88072,0.938425,0,0.393037
"20405","ENSG00000219814","RPL23AP47","729277",1.671632,4.535514,3.146132,3.987129
"20415","ENSG00000219932","RPL12P8","645161",0.265212,0.23694,0.24162,0
"20422","ENSG00000220008","LINGO3","645191",1.869936,2.335234,1.537895,3.796426
"20439","ENSG00000220201","ZGLP1","100125288",2.177869,1.414421,2.247939,5.034583
"20441","ENSG00000220205","VAMP2","6844",250.190008,221.174402,212.221371,191.808784
"20448","ENSG00000220305","HNRNPH1P1","100132803",1.02139,0.737995,0,0.405408
"20450","ENSG00000220323","H2BC19P","337874",10.466373,20.898425,14.186542,35.686406
"20460","ENSG00000220392","FCF1P5","106479045",0.755971,0.340902,2.83985,0
"20471","ENSG00000220517","ASS1P1","442167",2.374322,1.863213,0.996559,1.821427
"20480","ENSG00000220563","PKMP3","100419758",2.43892,0.333419,3.183894,3.779126
"20512","ENSG00000220842","RPL21P16","729402",189.555411,111.761775,943.127169,823.766514
"20529","ENSG00000221821","C6orf226","441150",45.228423,30.113344,35.638326,34.721642
"20530","ENSG00000221823","PPP3R1","5534",38.831608,43.324657,47.471756,44.429726
"20532","ENSG00000221829","FANCG","2189",45.044141,33.255698,42.673803,34.393441
"20533","ENSG00000221836","OR2A5","393046",0.10255,0.07105,0.113337,0.135943
"20535","ENSG00000221838","AP4M1","9179",14.066715,19.323195,19.077136,14.756342
"20545","ENSG00000221866","PLXNA4","91584",0.307285,0.053313,0.074977,1.099468
"20546","ENSG00000221867","MAGEA3","4102",0.938842,0.998789,2.11576,0
"20547","ENSG00000221869","CEBPD","1052",25.644416,30.010983,64.792413,55.733948
"20554","ENSG00000221886","FAM200C","63920",0.707708,0.526837,1.689004,2.365834
"20555","ENSG00000221887","HMSD","284293",0.634855,0.782689,0.080771,0.555126
"20557","ENSG00000221890","NPTXR","23467",5.405037,2.978882,4.430744,4.497087
"20560","ENSG00000221909","FAM200A","221786",9.014087,6.83385,7.83759,11.334191
"20562","ENSG00000221914","PPP2R2A","5520",33.710072,34.328108,40.816201,30.830938
"20563","ENSG00000221916","C19orf73","55150",0.882518,0.626909,2.987149,2.363263
"20564","ENSG00000221923","ZNF880","400713",19.687251,20.454333,26.698601,21.059104
"20565","ENSG00000221926","TRIM16","10626",4.770421,3.425428,20.926569,7.289242
"20572","ENSG00000221944","TIGD1","200765",10.431094,7.573975,8.699751,9.535106
"20573","ENSG00000221946","FXYD7","53822",53.59805,24.621691,14.599429,21.925261
"20574","ENSG00000221947","XKR9","389668",0.740755,0.925373,1.104223,0.953201
"20576","ENSG00000221955","SLC12A8","84561",0.259221,0.324461,0.557701,1.772597
"20579","ENSG00000221963","APOL6","80830",32.838471,42.259299,43.372444,32.976805
"20580","ENSG00000221968","FADS3","3995",25.788715,16.778711,16.53266,23.838309
"20585","ENSG00000221978","CCNL2","81669",332.769802,243.952327,347.628021,332.421838
"20586","ENSG00000221983","UBA52","7311",1523.314721,1612.222594,1303.614752,1277.78836
"20590","ENSG00000221994","ZNF630","57232",0.979696,0.925895,0.498268,1.672295
"20593","ENSG00000222009","BTBD19","149478",5.620989,8.951187,14.603911,4.655933
"20594","ENSG00000222011","FAM185A","222234",9.421986,6.216064,6.484441,6.754358
"20595","ENSG00000222014","RAB6C","84084",0.030627,0,0.105381,0.032909
"20604","ENSG00000222047","C10orf55","414236",0.123086,0.144452,0.353688,0.220962
"20717","ENSG00000223431","MTND6P21","100873332",0.377986,0,1.064944,0.446245
"20728","ENSG00000223459","TCAF1P1","653199",3.520518,2.516837,3.561538,2.205716
"20735","ENSG00000223484","TRPC6P1","644218",0.828849,0.122349,0,0.305142
"20742","ENSG00000223496","EXOSC6","118460",18.850627,17.37935,21.310943,19.814275
"20765","ENSG00000223547","ZNF844","284391",4.118056,0.530725,0.883228,0.812894
"20768","ENSG00000223551","TMSB4XP4","7118",1.425342,1.083301,3.438641,2.156157
"20779","ENSG00000223572","CKMT1A","548596",0.186547,0.830112,0,1.057492
"20780","ENSG00000223573","TINCR","257000",1.687896,0.371199,3.884073,1.831219
"20783","ENSG00000223583","RPL17P9","729301",0.307342,1.102308,0,1.778458
"20842","ENSG00000223705","NSUN5P1","155400",82.309426,62.920298,101.668599,108.794857
"20933","ENSG00000223922","ASS1P2","447",0.089209,0,0.155581,0.194565
"20946","ENSG00000223959","AFG3L1P","172",35.548518,34.076168,47.312834,37.438515
"20987","ENSG00000224051","CPTP","80772",18.499803,20.452736,19.10423,21.426119
"21004","ENSG00000224081","SLC44A3-AS1","101928079",2.214462,2.370024,6.208716,4.795376
"21006","ENSG00000224083","MTCO1P11","107075264",0.271357,0.239254,0.117709,0
"21010","ENSG00000224097","LOC401127","401127",0.48992,0.198029,0.301596,0.313007
"21054","ENSG00000224221","RPS6P8","100128450",0.363394,0.322784,1.45847,0.203011
"21071","ENSG00000224261","RPSAP18","388707",0.273659,0.2424,1.086234,0
"21079","ENSG00000224287","MSL3P1","151507",3.527881,3.504449,2.476325,4.238409
"21123","ENSG00000224373","IGHV4-59","28392",0.715731,0,0.668541,2.520657
"21126","ENSG00000224383","PRR29","92340",1.68929,1.837738,2.386815,3.269427
"21143","ENSG00000224420","ADM5","199800",3.641517,2.268937,2.964131,4.126969
"21170","ENSG00000224470","ATXN1L","342371",24.783545,25.484118,22.538259,22.177635
"21196","ENSG00000224531","SMIM13","221710",4.521968,3.807851,4.929583,4.195121
"21221","ENSG00000224578","HNRNPA1L3","642659",0.467063,0.411097,0,0.229177
"21309","ENSG00000224763","FDPSP8","401981",0.103539,0.091498,0.362387,0
"21323","ENSG00000224791","KRT18P39","344462",0.082717,0,0.072017,0.180103
"21356","ENSG00000224877","NDUFAF8","284184",44.299838,58.030432,79.783746,84.00398
"21364","ENSG00000224895","VPS26BP1","100421729",0.345255,0.153245,0,0.769654
"21378","ENSG00000224940","PRRT4","401399",0.056299,0,0.097417,0.060877
"21437","ENSG00000225079","FTH1P22","100462772",57.442664,13.696085,38.160977,15.097229
"21449","ENSG00000225110","PNMA6F","105373377",0,0.12342,0.047997,0.059954
"21478","ENSG00000225171","DUTP6","100873912",0.413709,1.497089,1.176678,1.479528
"21494","ENSG00000225210","DUXAP9","503638",12.123544,7.030729,16.374698,21.4834
"21498","ENSG00000225217","HSPA7","3311",3.245693,0.454849,0.595262,0.884169
"21582","ENSG00000225423","TNPO1P1","100418919",1.466921,0.172781,0.427263,0.748172
"21627","ENSG00000225528","TMA7B","112268293",5.746311,3.999445,6.832165,5.460357
"21637","ENSG00000225556","C2CD4D","100191040",0.862468,1.469198,0.845921,1.306042
"21643","ENSG00000225569","CCT4P2","100131638",0.267161,0,0.11586,0.072416
"21656","ENSG00000225614","ZNF469","84627",1.372794,0.873673,1.321292,1.033848
"21662","ENSG00000225630","MTND2P28","100652939",2.862958,2.868457,3.100717,3.631058
"21676","ENSG00000225663","MCRIP1","348262",40.348331,49.540071,57.431058,74.957673
"21691","ENSG00000225697","SLC26A6","65010",56.289821,42.864629,62.25301,69.894096
"21741","ENSG00000225828","FAM229A","100128071",33.614784,25.841309,33.791937,22.328122
"21742","ENSG00000225830","ERCC6","2074",15.609193,17.44794,15.92239,23.209597
"21764","ENSG00000225883","BMS1P11","644632",1.441527,1.354042,1.774848,1.326759
"21780","ENSG00000225921","NOL7","51406",49.305838,56.355184,65.886199,63.946406
"21803","ENSG00000225972","MTND1P23","100887749",0.890566,3.505302,4.668413,1.086127
"21804","ENSG00000225973","PIGBOS1","101928527",25.784574,21.96787,23.624001,26.486734
"21811","ENSG00000225991","RPL23AP34","100271294",3.829743,6.002536,3.745546,1.344771
"21822","ENSG00000226015","CCT8P1","644131",0.184795,0.217157,0.106721,0.133395
"21868","ENSG00000226107","RPL36AP54","100271612",0,3.01426,6.448917,3.884541
"21872","ENSG00000226111","MRPS18B","28973",40.650856,40.580744,38.865665,45.474023
"21905","ENSG00000226174","TEX22","647310",2.386635,0.951644,4.323297,1.404494
"21916","ENSG00000226210","WASH8P","100288778",58.395362,19.097966,21.029157,19.75213
"21930","ENSG00000226232","NPIPB14P","109729168",43.612294,44.999795,38.920683,49.599247
"21971","ENSG00000226314","ZKSCAN8P1","651302",1.070252,0.201839,1.35928,1.069769
"21972","ENSG00000226318","RPS3AP38","100271594",2.038962,1.055666,3.626412,0.946251
"21986","ENSG00000226348","VN2R10P","100033398",0.144373,0.127921,0,0.159714
"21990","ENSG00000226359","ACTG1P24","441783",0.277615,0.614722,0.367488,1.839996
"22043","ENSG00000226479","TMEM185B","79134",12.245697,16.699829,11.641703,17.427014
"22125","ENSG00000226660","TRBV2","28620",1.537176,19.624281,5.968976,2.5019
"22136","ENSG00000226690","LOC102725191","102725191",0.105321,0.139156,0.091042,0.170668
"22148","ENSG00000226721","EEF1DP2","442429",2.496032,1.040917,1.298252,2.437986
"22156","ENSG00000226742","HSBP1L1","440498",11.399683,8.065565,16.656849,22.557421
