"","Gene","SYMBOL","ENTREZID","DysiNKTD1_KKU213C","DysiNKTD2_KKU213C","DysiNKTD2_SSP25","iNKTD1","iNKTD2"
"3890","ENSG00000111537","IFNG","3458",11.836763,9.81864,8.133108,64.186661,42.092819
"3891","ENSG00000111540","RAB5B","5869",102.046984,99.295572,89.379336,65.325664,88.72186
"3892","ENSG00000111554","MDM1","56890",25.672222,25.967194,24.085066,19.818542,24.613833
"3893","ENSG00000111581","NUP107","57122",26.726133,27.95725,26.090724,54.048717,37.493433
"3894","ENSG00000111596","CNOT2","4848",79.31045,77.772188,97.552022,42.839667,46.708685
"3895","ENSG00000111602","TIMELESS","8914",6.297107,7.283696,5.093789,45.041344,22.978559
"3896","ENSG00000111605","CPSF6","11052",59.060217,64.260717,45.780648,67.38464,55.902556
"3897","ENSG00000111615","KRR1","11103",24.128029,32.004097,23.092069,55.864562,45.407299
"3898","ENSG00000111639","MRPL51","51258",95.359336,129.401906,68.226843,249.119873,195.011507
"3899","ENSG00000111640","GAPDH","2597",2199.709682,1770.787721,1451.875602,4868.581828,2393.121622
"3900","ENSG00000111641","NOP2","4839",35.441367,30.02446,38.402123,34.066678,34.90649
"3901","ENSG00000111642","CHD4","1108",126.825521,100.936465,128.93953,100.822344,93.924533
"3902","ENSG00000111644","ACRBP","84519",8.97497,7.074548,17.093113,0.373066,1.007857
"3903","ENSG00000111647","BLTP3B","23074",15.795349,21.330428,20.687733,21.889082,21.101256
"3904","ENSG00000111652","COPS7A","50813",23.694875,29.456926,26.343212,21.805945,32.54925
"3905","ENSG00000111653","ING4","51147",99.165493,100.601016,103.086637,32.963064,58.705098
"3906","ENSG00000111664","GNB3","2784",0.347401,0.190127,1.324111,0.137128,0.516226
"3907","ENSG00000111665","CDCA3","83461",25.261645,25.56783,12.253727,76.993935,51.2618
"3908","ENSG00000111666","CHPT1","56994",17.335843,18.053991,27.240617,12.928268,18.750766
"3909","ENSG00000111667","USP5","8078",33.992463,44.306243,35.040151,64.686368,59.580534
"3910","ENSG00000111669","TPI1","7167",362.586221,241.90142,272.077661,723.699149,459.91362
"3911","ENSG00000111670","GNPTAB","79158",82.870429,87.628679,125.990648,84.22876,114.993465
"3913","ENSG00000111674","ENO2","2026",123.912332,55.040206,155.045213,40.243036,54.045224
"3914","ENSG00000111676","ATN1","1822",39.84641,51.274085,54.534478,30.628162,47.608874
"3915","ENSG00000111678","C12orf57","113246",213.559857,256.296275,287.007331,167.444521,248.030748
"3916","ENSG00000111679","PTPN6","5777",70.917386,92.815894,78.243478,210.542963,183.432289
"3917","ENSG00000111684","LPCAT3","10162",34.13329,33.960947,29.884692,37.735657,30.854697
"3918","ENSG00000111696","NT5DC3","51559",1.848242,2.525034,2.003899,0.647236,1.498474
"3919","ENSG00000111700","SLCO1B3","28234",0.169347,0.178787,0.246472,0,0
"3921","ENSG00000111704","NANOG","79923",0.088036,0.022492,0.152621,0.072052,0.041334
"3922","ENSG00000111707","SUDS3","64426",35.159931,35.647526,39.641516,19.110264,24.091063
"3923","ENSG00000111711","GOLT1B","51026",35.733483,31.175063,49.249666,43.998474,40.092088
"3925","ENSG00000111716","LDHB","3945",346.415102,449.086162,404.181601,687.705276,525.217495
"3926","ENSG00000111725","PRKAB1","5564",50.760459,48.379617,73.090658,22.656653,28.10664
"3927","ENSG00000111726","CMAS","55907",22.398345,30.419391,23.732973,45.832319,37.475841
"3928","ENSG00000111727","HCFC2","29915",12.404508,12.481723,14.689856,11.092194,13.641472
"3929","ENSG00000111728","ST8SIA1","6489",11.348876,11.734605,9.99992,3.011105,11.867489
"3930","ENSG00000111729","CLEC4A","50856",3.102091,2.574262,7.437757,0.198141,0.26546
"3931","ENSG00000111731","C2CD5","9847",34.176945,41.250978,36.134157,30.780272,33.528329
"3932","ENSG00000111732","AICDA","57379",0.033685,0.089043,0.028987,0.405489,0
"3933","ENSG00000111737","RAB35","11021",59.515396,74.417975,72.088516,78.459714,73.71032
"3934","ENSG00000111752","PHC1","1911",12.918675,19.70768,15.456002,10.806312,16.908594
"3935","ENSG00000111775","COX6A1","1337",221.305701,249.383705,265.455608,531.763142,348.207584
"3938","ENSG00000111785","RIC8B","55188",7.970511,9.381136,10.375761,8.672124,7.889198
"3939","ENSG00000111786","SRSF9","8683",150.672136,136.819841,191.313712,214.315049,173.776018
"3941","ENSG00000111790","FGFR1OP2","26127",87.633345,75.44433,132.55566,73.215359,93.545432
"3942","ENSG00000111796","KLRB1","3820",428.960454,275.351552,284.291766,387.054001,333.835326
"3943","ENSG00000111799","COL12A1","1303",0,0.060294,0.566856,0.009006,0
"3944","ENSG00000111801","BTN3A3","10384",191.590546,207.899026,142.772155,55.641106,100.429255
"3945","ENSG00000111802","TDP2","51567",46.584513,55.826125,45.667851,57.101018,58.122275
"3946","ENSG00000111816","FRK","2444",2.699556,1.638282,2.806567,0.492511,0.940658
"3947","ENSG00000111817","DSE","29940",4.762016,5.908424,14.798123,3.283943,4.863648
"3948","ENSG00000111832","RWDD1","51389",47.773561,47.486844,57.997992,44.023218,48.909013
"3949","ENSG00000111834","RSPH4A","345895",0.317395,0.443482,0.182158,0.13197,0.138728
"3950","ENSG00000111837","MAK","4117",0.024593,0.021623,0.061727,0.086666,0.038678
"3951","ENSG00000111843","TMEM14C","51522",71.64442,73.071181,85.709467,59.550888,73.64759
"3952","ENSG00000111845","PAK1IP1","55003",3.353871,4.87547,4.884051,15.578674,13.821819
"3955","ENSG00000111859","NEDD9","4739",32.428659,33.192885,32.710797,40.10938,64.521625
"3956","ENSG00000111860","CEP85L","387119",37.573027,22.591291,19.93178,12.064872,15.289107
"3957","ENSG00000111863","ADTRP","84830",0.853652,0.986875,0.589507,0.584727,3.072113
"3958","ENSG00000111875","ASF1A","25842",48.61986,37.492694,72.146814,51.264597,43.417978
"3959","ENSG00000111877","MCM9","254394",20.773977,24.517858,16.468447,9.682004,17.516415
"3960","ENSG00000111879","FAM184A","79632",3.651729,0.691321,6.026641,0.909972,0.58808
"3961","ENSG00000111880","RNGTT","8732",8.154829,8.918389,8.033014,14.134727,14.171964
"3962","ENSG00000111885","MAN1A1","4121",49.564677,31.615144,47.974088,39.005885,19.24706
"3963","ENSG00000111886","GABRR2","2570",0.360841,0.635989,1.562383,0.141462,0.426315
"3964","ENSG00000111897","SERINC1","57515",110.226321,118.114119,125.166576,75.841523,116.892336
"3965","ENSG00000111906","HDDC2","51020",24.951804,40.698471,40.931091,54.476459,42.913794
"3966","ENSG00000111907","TPD52L1","7164",0.358415,1.23689,4.823008,0.022748,0
"3967","ENSG00000111911","HINT3","135114",6.127944,8.740535,10.191597,7.911169,9.570877
"3968","ENSG00000111912","NCOA7","135112",39.810894,47.569385,45.433757,27.893482,29.249445
"3969","ENSG00000111913","RIPOR2","9750",63.838435,102.698955,47.376656,53.277109,100.49687
"3970","ENSG00000111961","SASH1","23328",0.092674,0.715298,0.347121,0.013602,0.655502
"3971","ENSG00000111962","UST","10090",0.175237,0.11554,0.526335,0.090051,0.034446
"3972","ENSG00000111981","ULBP1","80329",3.589038,1.132649,3.373586,0.914049,1.129482
"3973","ENSG00000112029","FBXO5","26271",22.447473,21.718632,18.676143,63.482023,36.234745
"3974","ENSG00000112031","MTRF1L","54516",16.882088,13.239429,9.72962,14.565633,14.09942
"3975","ENSG00000112033","PPARD","5467",20.715818,20.308574,17.989691,10.110056,16.582314
"3977","ENSG00000112039","FANCE","2178",8.304944,6.050394,10.063978,8.984744,8.928563
"3979","ENSG00000112053","SLC26A8","116369",0,0.028989,0.222094,0.054909,0.049699
"3980","ENSG00000112062","MAPK14","1432",36.064659,30.926932,47.012492,52.263472,47.782956
"3982","ENSG00000112078","KCTD20","222658",56.444913,51.2744,42.588657,61.012725,49.776888
"3983","ENSG00000112079","STK38","11329",118.149327,177.849711,115.608052,65.120535,98.367714
"3984","ENSG00000112081","SRSF3","6428",269.440229,332.318629,200.049065,527.980815,388.255876
"3986","ENSG00000112110","MRPL18","29074",36.394727,39.625584,42.563113,87.201415,57.816277
"3989","ENSG00000112118","MCM3","4172",38.64473,44.388723,41.04289,145.262656,78.045175
"3990","ENSG00000112130","RNF8","9025",13.97336,19.098715,22.454296,25.836007,21.504262
"3991","ENSG00000112137","PHACTR1","221692",0.616834,0.075036,0.146374,0.522678,0.272117
"3992","ENSG00000112139","MDGA1","266727",79.740176,0.522237,23.877729,13.94688,0.5309
"3993","ENSG00000112144","CILK1","22858",8.488868,7.615394,9.440485,9.108232,11.204631
"3994","ENSG00000112146","FBXO9","26268",115.647361,91.312738,110.442889,54.382759,69.612491
"3995","ENSG00000112149","CD83","9308",3.897382,2.422467,9.906387,7.946905,11.285738
"3996","ENSG00000112159","MDN1","23195",15.104225,12.955814,24.061843,5.955329,11.139717
"3998","ENSG00000112167","SAYSD1","55776",13.748719,14.34588,10.909873,12.653496,12.192768
"4000","ENSG00000112182","BACH2","60468",3.517502,4.71077,10.172071,1.433414,2.637708
"4003","ENSG00000112195","TREML2","79865",1.162161,2.243612,0.852667,8.608379,9.318797
"4004","ENSG00000112200","ZNF451","26036",39.5047,37.699495,49.634695,25.139541,26.695765
"4005","ENSG00000112208","BAG2","9532",2.147139,2.278121,3.249968,6.739259,3.03557
"4006","ENSG00000112210","RAB23","51715",2.281711,1.782603,2.789663,2.453836,1.692394
"4009","ENSG00000112218","GPR63","81491",1.470602,1.492106,1.662694,1.344172,1.620712
"4011","ENSG00000112234","FBXL4","26235",8.822115,11.158646,10.544867,4.743778,6.923742
"4012","ENSG00000112237","CCNC","892",28.704146,31.498206,42.037397,40.642733,23.823501
"4013","ENSG00000112238","PRDM13","59336",0,0,0.124693,0.170425,0.068456
"4014","ENSG00000112242","E2F3","1871",43.838749,38.60166,32.486205,38.868782,41.792354
"4015","ENSG00000112245","PTP4A1","7803",35.931534,37.31019,36.997831,50.878704,57.221731
"4016","ENSG00000112246","SIM1","6492",0.137351,0.055689,0.099011,0.062026,0.033212
"4017","ENSG00000112249","ASCC3","10973",17.769304,17.474541,22.021251,22.33049,28.456342
"4019","ENSG00000112276","BVES","11149",0.082657,0.213238,0.202636,0.401542,0.168604
"4021","ENSG00000112282","MED23","9439",33.776509,34.033338,35.829404,17.829098,29.146213
"4022","ENSG00000112290","WASF1","8936",0.892218,0.15701,1.609251,0.215907,0.028079
"4023","ENSG00000112293","GPLD1","2822",0,0.023485,0.166676,0.291025,0.042006
"4024","ENSG00000112294","ALDH5A1","7915",1.210887,1.78396,2.828235,1.596168,1.5993
"4025","ENSG00000112297","CRYBG1","202",18.943653,17.546598,18.462937,44.10394,25.946114
"4027","ENSG00000112303","VNN2","8875",36.47312,29.260446,26.183747,14.835883,22.604628
"4028","ENSG00000112304","ACOT13","55856",13.383054,9.385437,11.361931,25.422802,15.211952
"4029","ENSG00000112305","SMAP1","60682",36.747788,40.602598,41.509565,37.054889,43.544886
"4030","ENSG00000112306","RPS12","6206",1925.6286,1415.533288,1442.059869,1395.031896,1667.314141
"4031","ENSG00000112308","C6orf62","81688",140.385307,144.068843,181.327302,105.63959,111.058401
"4032","ENSG00000112309","B3GAT2","135152",0.087264,0.122699,0.074775,0.051219,0.082308
"4033","ENSG00000112312","GMNN","51053",26.390143,22.106521,29.229373,77.822812,38.13346
"4035","ENSG00000112320","SOBP","55084",0.207705,0.015212,0.103864,0.315438,0.013607
"4037","ENSG00000112335","SNX3","8724",87.322354,97.399353,106.315441,79.621131,92.959716
"4039","ENSG00000112339","HBS1L","10767",26.643435,35.06233,30.626247,88.696262,50.400192
"4040","ENSG00000112343","TRIM38","10475",30.491671,25.831612,32.303883,12.125226,17.691286
"4041","ENSG00000112357","PEX7","5191",3.285773,2.582739,2.853038,2.569714,4.430305
"4042","ENSG00000112365","ZBTB24","9841",13.684169,12.654342,14.568248,8.564972,14.970203
"4043","ENSG00000112367","FIG4","9896",15.712144,12.477856,9.139787,10.050875,12.367145
"4044","ENSG00000112378","PERP","64065",29.581971,21.921789,22.279102,15.801588,13.379865
"4045","ENSG00000112379","ARFGEF3","57221",0.088606,0.020751,0.075753,0.031206,0.013924
"4046","ENSG00000112394","SLC16A10","117247",0.442084,0.304915,2.261525,0.120621,0.075255
"4047","ENSG00000112406","HECA","51696",62.590905,62.871628,67.071842,39.093864,42.9357
"4048","ENSG00000112414","ADGRG6","57211",0.572885,0.057543,0.269217,0,0
"4049","ENSG00000112419","PHACTR2","9749",36.704864,28.625954,19.838227,20.155532,18.413081
"4050","ENSG00000112425","EPM2A","7957",2.010284,3.358892,0.79128,2.494324,3.13701
"4054","ENSG00000112486","CCR6","1235",5.738519,3.623861,8.93092,5.212573,18.236438
"4060","ENSG00000112531","QKI","9444",70.708557,52.521364,79.872781,55.05413,59.802464
"4063","ENSG00000112559","MDFI","4188",0.985057,0.328709,0.243653,0,0
"4064","ENSG00000112561","TFEB","7942",19.690299,11.92401,19.022134,14.761472,19.938814
"4065","ENSG00000112562","SMOC2","64094",0,0.07963,0.09218,0,0.29297
"4066","ENSG00000112576","CCND3","896",110.80326,129.593201,150.948267,335.821575,346.591934
"4067","ENSG00000112578","BYSL","705",2.35985,2.867413,3.889856,19.777077,10.518155
"4068","ENSG00000112592","TBP","6908",19.504576,24.285652,22.563622,18.719138,19.082007
"4069","ENSG00000112599","GUCA1B","2979",2.415443,0.711384,4.400104,0.414856,0.714957
"4071","ENSG00000112624","BICRAL","23506",32.889187,27.309888,24.350772,15.185121,20.586232
"4072","ENSG00000112640","PPP2R5D","5528",44.3496,51.931963,49.620961,54.599876,53.714603
"4073","ENSG00000112651","MRPL2","51069",32.836794,39.179024,39.361394,44.651995,38.690412
"4074","ENSG00000112655","PTK7","5754",0.322282,0.619518,1.592202,0.749768,0.41193
"4075","ENSG00000112658","SRF","6722",30.91983,26.143191,28.656871,36.664867,32.845489
"4076","ENSG00000112659","CUL9","23113",68.800531,46.741928,72.916526,20.770773,41.922748
"4077","ENSG00000112667","DNPH1","10591",87.312755,72.253449,102.161928,88.15971,121.65752
"4079","ENSG00000112685","EXOC2","55770",27.706631,25.262411,32.800426,23.038447,28.713281
"4080","ENSG00000112695","COX7A2","1347",167.771088,165.613713,128.907505,275.612806,235.990517
"4081","ENSG00000112697","TMEM30A","55754",86.501721,75.192649,106.244032,63.67824,99.084122
"4082","ENSG00000112699","GMDS","2762",5.103374,8.355212,9.945654,14.917881,13.745798
"4083","ENSG00000112701","SENP6","26054",85.779945,93.305233,83.13209,50.024959,68.931497
"4085","ENSG00000112715","VEGFA","7422",8.99333,1.632325,14.794519,1.409108,0.542369
"4086","ENSG00000112739","PRPF4B","8899",98.120781,79.392135,103.959876,57.84227,63.268378
"4087","ENSG00000112742","TTK","7272",6.978953,8.359924,5.936732,31.665241,12.0166
"4088","ENSG00000112759","SLC29A1","2030",2.841604,2.134634,2.046335,18.163231,8.179542
"4090","ENSG00000112763","BTN2A1","11120",49.825455,50.055586,57.955824,21.552474,35.162163
"4092","ENSG00000112773","TENT5A","55603",1.661604,0.893133,2.445381,1.162731,1.785068
"4093","ENSG00000112782","CLIC5","53405",42.298073,27.872078,42.466668,16.631395,14.120459
"4094","ENSG00000112787","FBRSL1","57666",60.612386,89.730295,55.050815,60.105933,46.281528
"4095","ENSG00000112796","ENPP5","59084",0.024132,0,0.576786,0,0.059376
"4097","ENSG00000112812","PRSS16","10279",0.746061,0.924355,2.137863,0.590992,0.65964
"4100","ENSG00000112851","ERBIN","55914",54.440805,58.435815,75.383165,38.730358,47.324069
"4102","ENSG00000112855","HARS2","23438",37.679147,42.285071,34.932397,22.263146,35.110012
"4103","ENSG00000112874","NUDT12","83594",0.053363,0,0.587863,0.066552,0
"4105","ENSG00000112893","MAN2A1","4124",41.182751,33.183478,42.910607,28.176003,33.272279
"4106","ENSG00000112902","SEMA5A","9037",0.007506,0.032963,0.44434,0,0.058981
"4108","ENSG00000112941","TENT4A","11044",36.998757,33.198802,45.068375,16.993222,22.834716
"4110","ENSG00000112972","HMGCS1","3157",28.276252,31.700048,28.362828,83.68958,51.079674
"4111","ENSG00000112977","DAP","1611",37.780577,54.029761,46.751838,45.099002,65.939202
"4113","ENSG00000112983","BRD8","10902",56.427615,68.903739,60.979169,43.785907,47.291482
"4114","ENSG00000112984","KIF20A","10112",9.570034,14.95008,6.11671,36.216988,15.674453
"4115","ENSG00000112992","NNT","23530",33.166075,40.900801,41.693106,48.392639,45.35245
"4116","ENSG00000112996","MRPS30","10884",34.949859,33.136437,32.503994,28.603262,28.428854
"4117","ENSG00000113013","HSPA9","3313",86.805145,101.307404,112.800711,172.630726,162.091273
"4118","ENSG00000113048","MRPS27","23107",22.710711,24.981492,17.679892,37.679984,27.947836
"4119","ENSG00000113068","PFDN1","5201",32.185079,41.461954,24.442089,68.621114,64.646073
"4120","ENSG00000113070","HBEGF","1839",2.999088,2.925039,1.676791,4.406128,7.504461
"4121","ENSG00000113073","SLC4A9","83697",0.203016,0.029416,0.074164,0,0.531659
"4123","ENSG00000113088","GZMK","3003",72.895564,37.648611,228.359836,139.164524,105.867701
"4125","ENSG00000113108","APBB3","10307",43.593095,40.54027,45.258345,8.254796,18.925741
"4126","ENSG00000113119","TMCO6","55374",31.894912,26.642242,28.858497,11.627663,18.94026
"4127","ENSG00000113140","SPARC","6678",0.200509,0.170051,0,0.463199,0.325682
"4128","ENSG00000113141","IK","3550",152.285371,168.703255,158.9819,134.424521,138.052354
"4129","ENSG00000113161","HMGCR","3156",30.909606,27.21874,14.629107,57.201517,38.305702
"4130","ENSG00000113163","CERT1","10087",29.3834,32.647694,32.586365,24.70864,26.494361
"4131","ENSG00000113194","FAF2","23197",17.50351,20.851131,13.919412,26.726168,28.449719
"4138","ENSG00000113240","CLK4","57396",45.932495,42.490914,58.361867,14.331566,24.237493
"4140","ENSG00000113249","HAVCR1","26762",4.051033,4.903761,1.674533,0.928432,1.381166
"4141","ENSG00000113262","GRM6","2916",0.118524,0.102957,0.372201,0.058835,0.052523
"4142","ENSG00000113263","ITK","3702",143.943672,133.498276,130.133145,68.385163,129.311942
"4143","ENSG00000113269","RNF130","55819",3.667833,1.950306,3.917909,4.015433,2.768963
"4144","ENSG00000113272","THG1L","54974",7.130132,7.767399,6.09457,9.800584,10.180579
"4145","ENSG00000113273","ARSB","411",3.868031,5.472301,2.368483,9.772111,11.87188
"4146","ENSG00000113282","CLINT1","9685",81.722073,100.521769,97.224345,62.509787,78.675194
"4147","ENSG00000113296","THBS4","7060",0.332785,0.54664,0.350325,0.2565,0.566796
"4148","ENSG00000113300","CNOT6","57472",17.591569,24.548552,24.820211,29.590441,27.057417
"4151","ENSG00000113312","TTC1","7265",49.654684,62.472116,56.722565,57.631042,55.655509
"4152","ENSG00000113318","MSH3","4437",7.012862,9.467037,8.343978,10.061179,12.41266
"4153","ENSG00000113319","RASGRF2","5924",8.720705,11.78007,23.434428,9.953309,9.245051
"4154","ENSG00000113327","GABRG2","2566",14.598607,10.715003,11.329568,2.515403,6.078663
"4155","ENSG00000113328","CCNG1","900",71.950507,94.740473,125.760454,100.420961,99.699859
"4156","ENSG00000113356","POLR3G","10622",1.470221,1.115699,0.371691,2.565608,1.863884
"4157","ENSG00000113360","DROSHA","29102",24.12297,37.245903,34.21094,28.559286,34.276645
"4159","ENSG00000113368","LMNB1","4001",53.977269,80.331375,51.855908,264.28581,133.881874
"4160","ENSG00000113369","ARRDC3","57561",137.473493,76.194844,119.390997,18.744767,33.665101
"4161","ENSG00000113384","GOLPH3","64083",73.788765,82.525953,69.335094,73.591358,75.861717
"4162","ENSG00000113387","SUB1","10923",182.159092,264.35911,232.706103,478.417473,336.040779
"4164","ENSG00000113391","ARB2A","83989",14.003199,16.984315,13.984173,9.445256,15.791285
"4166","ENSG00000113407","TARS1","6897",39.549051,45.531999,72.084605,110.079937,73.29474
"4168","ENSG00000113441","LNPEP","4012",37.012928,32.267348,38.936827,26.274996,33.979216
"4169","ENSG00000113448","PDE4D","5144",55.852227,27.247857,34.571936,11.111468,17.328809
"4170","ENSG00000113456","RAD1","5810",18.85108,22.113098,25.202045,36.888595,22.255103
"4171","ENSG00000113460","BRIX1","55299",19.456699,14.433991,13.732904,34.623257,24.772793
"4175","ENSG00000113520","IL4","3565",5.72476,28.196363,13.327397,99.559691,55.252937
"4176","ENSG00000113522","RAD50","10111",20.790314,24.786955,24.22991,30.339214,24.456689
"4177","ENSG00000113525","IL5","3567",2.308235,3.119149,0,108.325042,27.099058
"4178","ENSG00000113532","ST8SIA4","7903",24.14208,32.505517,30.218727,60.006533,60.697382
"4179","ENSG00000113552","GNPDA1","10007",26.663408,30.041821,36.129734,24.482026,39.518142
"4180","ENSG00000113555","PCDH12","51294",0.095862,0.072197,0.105565,0.144728,1.020205
"4181","ENSG00000113558","SKP1","6500",316.644098,379.801349,420.759224,406.274358,465.298469
"4182","ENSG00000113569","NUP155","9631",7.224409,8.93836,7.376139,18.934496,15.364626
"4183","ENSG00000113575","PPP2CA","5515",103.913549,119.101055,109.746648,185.465056,149.481786
"4185","ENSG00000113580","NR3C1","2908",98.855974,66.440679,80.396208,35.495608,45.068163
"4186","ENSG00000113583","C5orf15","56951",25.435754,33.079185,23.581256,36.270821,45.399408
"4187","ENSG00000113593","PPWD1","23398",109.485587,122.708972,109.288988,43.732988,71.166215
"4188","ENSG00000113594","LIFR","3977",0.079048,0.046289,0.413273,0.203026,0
"4189","ENSG00000113595","TRIM23","373",8.661607,9.568755,16.336392,5.076811,6.650829
"4190","ENSG00000113597","TRAPPC13","80006",17.271652,22.179078,18.710573,22.867753,27.5816
"4192","ENSG00000113615","SEC24A","10802",9.220938,10.805242,11.929486,14.950075,13.05869
"4193","ENSG00000113621","TXNDC15","79770",41.013682,83.956513,73.891604,65.935984,85.679915
"4194","ENSG00000113638","TTC33","23548",14.192976,13.015654,14.362574,14.002234,12.081922
"4195","ENSG00000113643","RARS1","5917",26.117782,28.538868,25.662906,42.433094,31.335255
"4196","ENSG00000113645","WWC1","23286",0.798867,0.353031,2.172424,0,0
"4197","ENSG00000113648","MACROH2A1","9555",136.362864,152.354293,161.83789,279.715479,218.428952
"4198","ENSG00000113649","TCERG1","10915",55.546951,49.912588,54.690647,41.592642,45.643404
"4200","ENSG00000113658","SMAD5","4090",16.207838,11.446128,18.971447,10.502981,12.042334
"4201","ENSG00000113712","CSNK1A1","1452",110.635067,119.503833,127.30375,129.276645,114.760815
"4202","ENSG00000113716","HMGXB3","22993",34.596937,26.734566,25.901886,24.386579,23.72179
"4203","ENSG00000113719","ERGIC1","57222",41.611667,32.232655,36.499331,24.727789,31.703248
"4204","ENSG00000113721","PDGFRB","5159",9.925505,0.813695,2.853636,5.190159,4.626178
"4206","ENSG00000113732","ATP6V0E1","8992",116.540151,142.378987,115.371667,154.341835,189.103488
"4207","ENSG00000113734","BNIP1","662",4.618792,8.474046,8.259394,14.672052,12.479344
"4208","ENSG00000113739","STC2","8614",0.084711,0.059557,1.885427,0.640533,0.039955
"4209","ENSG00000113742","CPEB4","80315",10.64718,7.412375,9.271474,6.479065,11.182617
"4210","ENSG00000113749","HRH2","3274",0.120221,0.16828,0.097235,0.518637,1.426183
"4211","ENSG00000113758","DBN1","1627",17.689662,5.38617,14.578607,5.773093,7.32729
"4212","ENSG00000113761","ZNF346","23567",17.427377,17.046865,12.055079,18.414679,18.285977
"4214","ENSG00000113790","EHHADH","1962",0.696721,0.612579,0.49506,1.961374,1.560134
"4216","ENSG00000113810","SMC4","10051",126.505833,151.099695,135.19197,205.002571,144.020788
"4217","ENSG00000113811","SELENOK","58515",58.821064,84.260145,89.53266,89.817715,114.260936
"4218","ENSG00000113812","ACTR8","93973",23.944399,46.257502,20.797183,29.946966,45.225264
"4219","ENSG00000113838","TBCCD1","55171",16.481018,15.783371,17.55612,9.927231,15.406239
"4220","ENSG00000113845","TIMMDC1","51300",60.337101,79.32967,59.57296,72.616855,71.10341
"4221","ENSG00000113851","CRBN","51185",62.344406,95.264821,65.665116,40.756489,61.084052
"4223","ENSG00000113905","HRG","3273",0.306528,1.213363,0.870173,0.012627,0.050717
"4224","ENSG00000113916","BCL6","604",54.992674,32.639216,54.591928,4.260559,17.973665
"4225","ENSG00000113924","HGD","3081",0.215129,0,0,0.02901,0.287262
"4226","ENSG00000113946","CLDN16","10686",0.120473,0.075507,0.196781,0.033622,0.157558
"4227","ENSG00000113966","ARL6","84100",1.520596,3.149179,2.957742,2.370092,2.055223
"4228","ENSG00000113971","NPHP3","27031",33.969419,37.03258,42.959148,5.881804,16.831148
"4229","ENSG00000114013","CD86","942",6.708737,10.528483,0.878984,25.760317,13.641825
"4230","ENSG00000114019","AMOTL2","51421",0.169353,0.206116,1.903603,0,0
"4231","ENSG00000114021","NIT2","56954",19.740142,24.45809,23.721526,32.434067,28.770641
"4232","ENSG00000114023","FAM162A","26355",31.656977,24.090401,26.091934,32.797577,23.401335
"4233","ENSG00000114026","OGG1","4968",17.250907,17.501477,19.265104,23.879667,22.166848
"4234","ENSG00000114030","KPNA1","3836",43.368,36.164539,51.752429,43.720221,37.764588
"4235","ENSG00000114054","PCCB","5096",11.923991,11.06411,11.560691,24.719517,18.81892
"4236","ENSG00000114062","UBE3A","7337",28.943148,29.533233,39.415327,27.034842,33.727641
"4237","ENSG00000114098","ARMC8","25852",27.129663,29.255499,27.894541,25.314395,52.385589
"4238","ENSG00000114107","CEP70","80321",7.178201,3.668628,9.838159,3.089105,3.038274
"4241","ENSG00000114120","SLC25A36","55186",84.351495,60.811345,88.756086,22.262216,30.878452
"4243","ENSG00000114125","RNF7","9616",48.854618,61.740351,61.357094,61.825161,60.837393
"4244","ENSG00000114126","TFDP2","7029",18.128809,19.563488,16.858851,30.221441,17.606549
"4245","ENSG00000114127","XRN1","54464",55.428111,54.217238,59.305799,27.044073,48.643322
"4246","ENSG00000114166","KAT2B","8850",70.109949,78.170602,73.67585,65.676614,134.364026
"4249","ENSG00000114209","PDCD10","11235",53.867893,68.230385,56.690803,89.773941,86.383484
"4252","ENSG00000114268","PFKFB4","5210",6.292339,1.031871,6.24232,1.682564,1.31996
"4253","ENSG00000114270","COL7A1","1294",1.160394,0.841915,5.095166,0.291907,0.850294
"4255","ENSG00000114302","PRKAR2A","5576",23.175611,17.532664,24.028858,15.636692,17.541086
"4256","ENSG00000114315","HES1","3280",0.229042,0.057544,6.849684,0,0
"4257","ENSG00000114316","USP4","7375",62.071092,64.175917,60.308184,44.71218,58.194627
"4258","ENSG00000114331","ACAP2","23527",46.236092,41.862031,39.398546,27.559851,37.332481
"4259","ENSG00000114346","ECT2","1894",29.294962,30.795872,48.319883,51.822933,37.207724
"4261","ENSG00000114353","GNAI2","2771",323.898055,342.71872,279.484643,468.693524,430.737411
"4262","ENSG00000114354","TFG","10342",37.989686,48.996445,58.525979,37.369171,47.857392
"4265","ENSG00000114383","TUSC2","11334",39.775676,33.779118,42.727389,45.040984,42.205171
"4266","ENSG00000114388","NPRL2","10641",41.413088,36.304552,46.797208,30.601561,38.634076
"4267","ENSG00000114391","RPL24","6152",1149.491633,1112.676957,1265.148628,1099.962705,1106.440346
"4268","ENSG00000114395","CYB561D2","11068",33.816781,33.882204,23.224476,43.950294,50.310293
"4269","ENSG00000114405","CEP15","57415",2.111943,1.651428,1.200247,9.263551,9.439702
"4270","ENSG00000114416","FXR1","8087",73.560736,95.100691,109.382716,85.733461,87.711871
"4271","ENSG00000114423","CBLB","868",49.196291,45.986085,57.255994,45.174803,53.128436
"4272","ENSG00000114439","BBX","56987",39.48211,31.134267,43.313904,15.523234,26.094428
"4273","ENSG00000114446","IFT57","55081",15.264016,17.071826,16.157521,14.484852,12.510506
"4274","ENSG00000114450","GNB4","59345",2.003057,1.830905,1.922219,5.027381,4.38045
