"","Gene","SYMBOL","ENTREZID","DysiNKTD1_KKU213C","DysiNKTD2_KKU213C","DysiNKTD2_SSP25","iNKTD1","iNKTD2"
"372","ENSG00000016864","GLT8D1","55830",67.088714,71.239429,73.416081,41.047758,61.983557
"373","ENSG00000017260","ATP2C1","27032",50.449556,50.18722,55.971078,42.67962,43.311044
"374","ENSG00000017427","IGF1","3479",3.902853,2.300904,1.522579,0.70876,3.851587
"375","ENSG00000017483","SLC38A5","92745",52.855037,41.506091,44.777831,54.097726,43.656979
"376","ENSG00000017797","RALBP1","10928",46.017737,41.749221,65.578949,52.923054,43.020333
"377","ENSG00000018189","RUFY3","22902",14.595297,9.17934,19.928627,3.150235,5.30198
"379","ENSG00000018280","SLC11A1","6556",0.353506,0.417557,0.495079,0.144053,0.308408
"380","ENSG00000018408","WWTR1","25937",1.717213,1.133498,2.860932,1.399882,2.383004
"381","ENSG00000018510","AGPS","8540",14.534395,17.16461,17.432565,30.738852,25.834725
"383","ENSG00000018610","STEEP1","63932",24.312917,23.799511,19.910789,25.516144,25.592279
"385","ENSG00000018699","TTC27","55622",3.262253,6.168018,5.364676,8.533849,8.947962
"386","ENSG00000018869","ZNF582","147948",1.909158,3.445377,2.377898,1.207638,2.197128
"388","ENSG00000019144","PHLDB1","23187",1.518267,0.868752,5.609684,0.204685,0.741033
"391","ENSG00000019485","PRDM11","56981",1.411045,2.510174,0.60343,2.574237,2.900398
"393","ENSG00000019549","SNAI2","6591",0.14763,0.207213,0.212519,0,0
"394","ENSG00000019582","CD74","972",1204.951195,1595.154625,853.070226,2250.121382,2502.990357
"396","ENSG00000019995","ZRANB1","54764",13.510194,15.388789,19.388179,9.625826,12.244043
"397","ENSG00000020129","NCDN","23154",100.627082,139.531159,55.556798,18.30199,21.739077
"398","ENSG00000020181","ADGRA2","25960",0.192078,0.039301,0.186395,0.067448,0.088075
"400","ENSG00000020256","ZFP64","55734",2.62028,6.766356,4.137236,6.873149,9.864028
"401","ENSG00000020426","MNAT1","4331",39.374048,44.432389,50.790922,52.830197,44.945416
"402","ENSG00000020577","SAMD4A","23034",0.24978,0.256618,2.528589,0.026501,0.129103
"403","ENSG00000020633","RUNX3","864",309.12603,227.972564,145.6295,130.91248,165.269997
"404","ENSG00000020922","MRE11","4361",20.424495,16.259246,16.824348,27.612234,16.348732
"405","ENSG00000021300","PLEKHB1","58473",5.63303,2.850441,2.771816,2.059881,2.277877
"406","ENSG00000021355","SERPINB1","1992",63.748273,63.565221,51.334706,94.481805,49.942433
"409","ENSG00000021574","SPAST","6683",11.988394,13.406313,12.645006,16.793567,16.729049
"410","ENSG00000021645","NRXN3","9369",0.083772,0.055189,0.008961,0,0.024686
"411","ENSG00000021762","OSBPL5","114879",6.161237,2.850883,8.560254,0.799118,5.194871
"412","ENSG00000021776","AQR","9716",13.119996,17.32666,13.250016,16.892147,23.457499
"413","ENSG00000021826","CPS1","1373",1.076645,0.872399,1.279214,0.827615,0.68213
"415","ENSG00000022267","FHL1","2273",5.915182,3.687401,11.707334,5.070569,9.282913
"416","ENSG00000022277","RTF2","51507",75.244516,96.637001,79.960902,153.780744,177.247605
"419","ENSG00000022567","SLC45A4","57210",19.394489,17.471457,22.678971,9.306824,18.501507
"420","ENSG00000022840","RNF10","9921",161.343884,232.866973,174.340172,128.065591,169.34431
"421","ENSG00000022976","ZNF839","55778",18.239031,19.411711,22.019874,8.400116,15.101448
"422","ENSG00000023041","ZDHHC6","64429",54.728718,55.77217,51.657851,42.449544,47.415243
"423","ENSG00000023171","GRAMD1B","57476",178.571525,184.916292,105.889719,47.597855,84.694642
"424","ENSG00000023228","NDUFS1","4719",29.413959,28.949341,30.602755,53.238547,46.269824
"425","ENSG00000023287","RB1CC1","9821",34.680255,37.030771,37.40573,17.651302,22.638541
"426","ENSG00000023318","ERP44","23071",16.996157,20.666402,18.552558,19.365755,24.184119
"427","ENSG00000023330","ALAS1","211",20.931164,29.14061,26.383336,48.978118,44.034049
"428","ENSG00000023445","BIRC3","330",44.252618,54.791885,90.191712,29.6675,102.175298
"429","ENSG00000023516","AKAP11","11215",21.251359,22.230761,24.825883,13.141518,21.910448
"430","ENSG00000023572","GLRX2","51022",19.284268,18.194345,27.676803,31.227322,23.462781
"431","ENSG00000023608","SNAPC1","6617",3.309343,2.816943,4.862564,4.058037,4.867801
"432","ENSG00000023697","DERA","51071",9.988064,20.569765,7.190199,19.274369,19.145154
"433","ENSG00000023734","STRAP","11171",62.767091,70.418662,59.133963,89.134524,81.003328
"434","ENSG00000023839","ABCC2","1244",1.174962,1.143397,5.064183,0.102191,0.323359
"435","ENSG00000023892","DEF6","50619",276.686144,294.735888,299.213378,155.547594,234.117233
"436","ENSG00000023902","PLEKHO1","51177",236.116311,265.62176,216.147814,149.962843,181.054634
"437","ENSG00000023909","GCLM","2730",24.49579,28.74051,29.894065,62.636916,36.165382
"438","ENSG00000024048","UBR2","23304",38.21581,37.050542,42.443162,17.02258,23.817049
"439","ENSG00000024422","EHD2","30846",0.285303,0.433334,0.757485,0,0
"440","ENSG00000024526","DEPDC1","55635",2.381398,3.439482,3.134346,12.969401,4.88244
"441","ENSG00000024862","CCDC28A","25901",40.065222,55.831701,46.644933,36.032501,41.024366
"442","ENSG00000025039","RRAGD","58528",1.710677,0.827261,4.478054,0.778894,0.262626
"443","ENSG00000025156","HSF2","3298",13.38513,5.821814,22.691238,12.986694,8.753309
"444","ENSG00000025293","PHF20","51230",41.232511,28.971397,42.631706,25.06765,40.563473
"445","ENSG00000025423","HSD17B6","8630",1.474867,0.424046,1.498423,1.590683,0.719921
"446","ENSG00000025434","NR1H3","10062",9.303833,9.748937,5.353396,5.314463,4.760432
"447","ENSG00000025708","TYMP","1890",40.256368,39.971472,60.004067,35.837654,67.54999
"448","ENSG00000025770","NCAPH2","29781",40.473705,36.220914,35.825851,82.865813,55.204506
"449","ENSG00000025772","TOMM34","10953",9.176473,11.699869,11.678554,17.642865,12.980024
"450","ENSG00000025796","SEC63","11231",43.583441,49.991855,53.407736,36.315413,36.017949
"451","ENSG00000025800","KPNA6","23633",17.091557,17.750671,22.953893,21.14348,21.223409
"452","ENSG00000026025","VIM","7431",729.872316,1011.130164,812.128842,1698.142741,1700.533305
"453","ENSG00000026036","RTEL1-TNFRSF6B","100533107",5.886396,4.034874,8.006093,1.568762,2.832764
"454","ENSG00000026103","FAS","355",57.777576,78.696652,64.307284,83.642344,88.643205
"455","ENSG00000026297","RNASET2","8635",101.099658,160.441543,214.184146,29.787998,94.713713
"456","ENSG00000026508","CD44","960",699.10626,669.389241,507.373391,189.825507,474.452053
"457","ENSG00000026559","KCNG1","3755",0.099647,0.134831,0.47208,0.025951,0.26425
"458","ENSG00000026652","AGPAT4","56895",12.444722,10.093344,5.83508,3.641981,2.185013
"459","ENSG00000026751","SLAMF7","57823",206.468607,137.532538,166.199394,153.409473,239.89449
"460","ENSG00000026950","BTN3A1","11119",407.904858,306.729937,346.221647,63.283128,136.79144
"461","ENSG00000027001","MIPEP","4285",4.010799,2.197145,2.220991,4.165609,7.463989
"462","ENSG00000027075","PRKCH","5583",136.578502,135.243058,112.532235,147.839917,134.690169
"463","ENSG00000027644","INSRR","3645",0.891155,0.266296,0.427851,0,0.014011
"464","ENSG00000027697","IFNGR1","3459",73.199187,60.92242,116.434825,57.985058,92.873957
"465","ENSG00000027847","B4GALT7","11285",20.391371,19.022859,20.945492,8.709081,22.64805
"466","ENSG00000027869","SH2D2A","9047",387.255091,335.764846,178.722668,160.284326,135.760012
"467","ENSG00000028116","VRK2","7444",8.823305,13.396394,7.529486,20.6643,17.666737
"468","ENSG00000028137","TNFRSF1B","7133",203.135321,183.325059,134.4696,221.728273,250.472473
"469","ENSG00000028203","VEZT","55591",41.235821,42.325906,36.031366,31.739516,35.896383
"470","ENSG00000028277","POU2F2","5452",28.847743,22.398821,26.392732,14.863809,26.47947
"471","ENSG00000028310","BRD9","65980",42.342302,44.038263,43.295559,24.550439,39.254474
"472","ENSG00000028528","SNX1","6642",96.082173,100.567957,93.43807,98.455382,115.902014
"473","ENSG00000028839","TBPL1","9519",41.165974,38.871269,37.701391,51.739479,45.836168
"474","ENSG00000029153","BMAL2","56938",8.804607,12.373109,11.705379,28.070277,27.553455
"475","ENSG00000029363","BCLAF1","9774",91.141783,116.772531,74.998421,100.540474,104.226046
"476","ENSG00000029364","SLC39A9","55334",20.84221,18.442041,21.708918,33.265669,28.347069
"477","ENSG00000029534","ANK1","286",16.473572,16.57246,6.957937,7.791111,7.56052
"479","ENSG00000029639","TFB1M","51106",13.55305,15.59231,14.380755,10.056492,12.782511
"480","ENSG00000029725","RABEP1","9135",29.375305,37.158125,43.047006,33.021822,32.700237
"481","ENSG00000029993","HMGB3","3149",12.807765,24.601339,30.847954,73.446401,40.791999
"482","ENSG00000030066","NUP160","23279",14.39394,19.812751,17.019237,27.856353,21.139751
"483","ENSG00000030110","BAK1","578",51.524609,47.624517,50.054432,74.529473,60.524881
"485","ENSG00000030419","IKZF2","22807",18.00234,11.226874,16.408457,14.632772,12.506597
"486","ENSG00000030582","GRN","2896",50.935568,41.845732,86.990822,46.626673,63.672383
"487","ENSG00000031003","FAM13B","51306",31.313262,38.178,33.670097,25.988997,37.12374
"488","ENSG00000031081","ARHGAP31","57514",1.944384,2.11824,2.577169,1.829664,5.887189
"489","ENSG00000031691","CENPQ","55166",4.148629,5.612149,5.766024,26.284474,10.400274
"490","ENSG00000031698","SARS1","6301",92.535393,107.48103,122.437649,117.287388,127.381979
"491","ENSG00000031823","RANBP3","8498",64.548321,73.389307,84.682824,68.383603,80.84389
"492","ENSG00000032219","ARID4A","5926",45.247985,33.893676,62.938573,19.834683,25.572425
"493","ENSG00000032389","EIPR1","7260",18.262382,22.644973,15.172176,36.598435,29.360283
"494","ENSG00000032444","PNPLA6","10908",127.5082,139.32382,125.670443,94.362057,123.595901
"495","ENSG00000032742","IFT88","8100",7.507283,7.224817,10.099665,5.36568,6.043043
"496","ENSG00000033011","ALG1","56052",10.482574,14.394179,8.593931,21.425634,21.820579
"497","ENSG00000033030","ZCCHC8","55596",40.986231,36.796454,47.096434,26.663999,29.978226
"498","ENSG00000033050","ABCF2","10061",17.210328,14.874796,18.5776,23.365682,28.980222
"499","ENSG00000033100","CHPF2","54480",41.586838,41.601012,35.825467,29.515968,50.523516
"501","ENSG00000033170","FUT8","2530",41.09292,63.755311,60.336537,84.152428,95.498251
"502","ENSG00000033178","UBA6","55236",36.788375,30.216083,45.296189,41.984551,19.763144
"503","ENSG00000033327","GAB2","9846",16.601995,24.339452,18.719201,7.143682,16.442547
"504","ENSG00000033627","ATP6V0A1","535",21.284781,13.15881,37.202426,2.228607,8.011258
"505","ENSG00000033800","PIAS1","8554",40.891347,35.690521,31.858775,23.726832,27.691653
"506","ENSG00000033867","SLC4A7","9497",76.514032,106.144225,119.201761,68.734297,73.548977
"508","ENSG00000034152","MAP2K3","5606",79.448082,62.484448,62.316566,65.994492,61.145163
"510","ENSG00000034510","TMSB10","9168",2126.451302,2855.755378,2672.450204,8213.870942,5873.528761
"511","ENSG00000034533","ASTE1","28990",8.530784,12.523677,11.072739,7.647573,11.628733
"512","ENSG00000034677","RNF19A","25897",223.224137,137.011909,174.151258,55.697878,71.805755
"513","ENSG00000034693","PEX3","8504",13.097128,14.96178,11.572788,13.113065,12.361144
"514","ENSG00000034713","GABARAPL2","11345",130.057485,149.501492,149.90408,104.857747,122.268131
"516","ENSG00000035115","SH3YL1","26751",24.203599,22.281024,16.513195,6.801592,8.849125
"517","ENSG00000035141","FAM136A","84908",36.472882,48.757165,28.760235,41.951448,34.220174
"518","ENSG00000035403","VCL","7414",8.028254,13.684849,13.172915,16.524612,26.135944
"519","ENSG00000035499","DEPDC1B","55789",7.629687,7.689679,5.600508,36.102527,16.860222
"520","ENSG00000035664","DAPK2","23604",63.013772,60.601053,115.807298,9.458061,11.109141
"521","ENSG00000035681","NSMAF","8439",59.788019,64.276842,59.482854,41.126029,59.992025
"522","ENSG00000035687","ADSS2","159",36.987573,49.434244,44.321598,41.403496,52.972264
"523","ENSG00000035720","STAP1","26228",8.563989,24.770855,25.668236,16.265433,45.899349
"524","ENSG00000035862","TIMP2","7077",3.584464,6.240254,12.630075,0.194138,1.459585
"525","ENSG00000035928","RFC1","5981",31.16015,35.049593,37.891852,53.554974,47.668032
"526","ENSG00000036054","TBC1D23","55773",15.839366,18.574022,20.695689,16.35572,21.522264
"527","ENSG00000036257","CUL3","8452",38.008851,47.590371,47.621582,42.511425,47.575714
"530","ENSG00000036530","CYP46A1","10858",0.27861,0.407264,0.186279,0.055867,0.064061
"531","ENSG00000036549","ZZZ3","26009",24.498933,20.673864,25.249005,22.386623,23.591365
"532","ENSG00000036565","SLC18A1","6570",0.396668,0.123144,0,0.622384,0.313454
"533","ENSG00000036672","USP2","9099",2.856174,0,0.255979,0.140032,0.717076
"534","ENSG00000036828","CASR","846",4.188549,3.144446,2.508985,0.89065,1.812191
"535","ENSG00000037042","TUBG2","27175",7.127052,3.303887,13.345552,3.197708,1.478129
"536","ENSG00000037241","RPL26L1","51121",16.107588,21.805509,12.206341,56.293757,38.319931
"537","ENSG00000037280","FLT4","2324",5.160098,1.139297,8.386609,0.630541,2.251496
"538","ENSG00000037474","NSUN2","54888",70.714706,50.146212,62.566219,59.231931,65.955742
"539","ENSG00000037637","FBXO42","54455",12.395634,12.784471,16.212641,14.567848,17.618025
"540","ENSG00000037749","MFAP3","4238",17.014511,19.968463,18.136695,22.654403,26.513885
"541","ENSG00000037757","MRI1","84245",88.226835,80.26772,133.197155,35.687771,52.764935
"542","ENSG00000037897","METTL1","4234",0.555141,1.368495,2.089942,6.877815,3.308225
"544","ENSG00000038002","AGA","175",81.542509,60.18229,58.543186,20.214257,78.178206
"545","ENSG00000038210","PI4K2B","55300",15.648842,11.855951,22.99259,35.349663,17.280195
"546","ENSG00000038219","BOD1L1","259282",55.578468,46.945058,43.112436,18.157406,34.761228
"547","ENSG00000038274","MAT2B","27430",136.935348,166.455503,157.282099,122.973661,148.390805
"549","ENSG00000038358","EDC4","23644",66.895519,67.217413,70.414937,40.883962,50.766224
"550","ENSG00000038382","TRIO","7204",1.670851,0.876399,5.522788,1.204151,0.906001
"551","ENSG00000038427","VCAN","1462",0.397512,0.330846,0.072297,0,0.043316
"552","ENSG00000038532","CLEC16A","23274",16.174115,16.710234,16.730131,11.080339,15.807256
"554","ENSG00000039068","CDH1","999",1.733375,1.245933,3.779364,0.054855,0.133011
"555","ENSG00000039123","MTREX","23517",35.677417,46.123738,54.284815,54.920235,47.663695
"557","ENSG00000039319","ZFYVE16","9765",18.783588,18.472219,28.617378,5.929523,8.492672
"558","ENSG00000039523","RIPOR1","79567",22.768196,19.578287,27.803253,6.797781,22.041122
"560","ENSG00000039560","RAI14","26064",0.84413,0.640791,3.373133,0.441255,0
"561","ENSG00000039600","SOX30","11063",0.144128,0.107883,0.151052,0.033711,0.090273
"562","ENSG00000039650","PNKP","11284",121.933251,148.208791,120.199976,53.519972,125.692778
"563","ENSG00000039987","BEST2","54831",0.104492,0.046019,0.090317,0,0
"564","ENSG00000040199","PHLPP2","23035",5.509156,3.388383,7.861271,3.660686,3.527852
"565","ENSG00000040275","SPDL1","54908",17.643249,13.136696,9.849127,46.732881,21.41554
"566","ENSG00000040341","STAU2","27067",43.047045,42.578358,73.960365,45.409069,41.602311
"567","ENSG00000040487","SLC66A1","54896",8.465239,9.604156,10.240848,9.165899,13.362876
"568","ENSG00000040531","CTNS","1497",15.522713,18.490994,21.852617,20.822912,22.845759
"569","ENSG00000040608","RTN4R","65078",3.3099,2.777724,3.624346,5.562376,4.915364
"570","ENSG00000040633","PHF23","79142",39.061139,45.734752,39.605596,52.558549,66.980207
"572","ENSG00000040933","INPP4A","3631",107.613234,89.667725,124.83141,83.341091,107.929168
"573","ENSG00000041353","RAB27B","5874",1.634995,1.760481,6.445672,3.468562,12.979574
"574","ENSG00000041357","PSMA4","5685",138.972672,165.17528,151.936894,423.358941,268.273763
"576","ENSG00000041802","LSG1","55341",19.149357,54.07313,41.826839,25.981795,45.797903
"577","ENSG00000041880","PARP3","10039",13.293559,15.541798,17.437862,5.822945,8.149713
"578","ENSG00000041982","TNC","3371",0.057333,0.058099,0.31425,0.05406,0.043424
"579","ENSG00000041988","THAP3","90326",21.115884,23.58351,27.102659,15.375474,20.402439
"580","ENSG00000042062","RIPOR3","140876",0.296676,0.217721,0.32909,0.08819,0.139121
"581","ENSG00000042088","TDP1","55775",32.039506,24.594911,29.087215,49.297664,34.916966
"582","ENSG00000042286","AIFM2","84883",4.624867,4.458894,5.399859,8.364006,5.615706
"584","ENSG00000042317","SPATA7","55812",3.052806,2.683715,1.446374,2.3771,1.216724
"585","ENSG00000042429","MED17","9440",30.661395,35.292025,38.821197,26.180145,32.289878
"586","ENSG00000042445","RETSAT","54884",42.374173,35.367156,43.634606,23.838758,35.686766
"587","ENSG00000042493","CAPG","822",145.691858,309.586855,204.305592,74.636079,318.902024
"588","ENSG00000042753","AP2S1","1175",63.078166,65.940986,60.45292,162.22534,123.270061
"591","ENSG00000042832","TG","7038",0.546664,0.955361,1.36398,0.02475,0.295888
"593","ENSG00000043039","BARX2","8538",0.101054,0.200843,0.118116,0.080447,0.071821
"594","ENSG00000043093","DCUN1D1","54165",26.86193,29.690237,31.711747,37.866912,39.074761
"595","ENSG00000043143","JADE2","23338",60.472564,61.06998,63.819042,49.885673,55.957672
"596","ENSG00000043355","ZIC2","7546",0.189958,0.194948,0.490172,0.092998,0
"597","ENSG00000043462","LCP2","3937",411.625729,426.531398,453.046027,323.35724,492.613489
"598","ENSG00000043514","TRIT1","54802",9.891488,10.869245,9.570867,9.780753,8.833131
"599","ENSG00000043591","ADRB1","153",0.132975,0.146231,1.315829,0.039063,0
"601","ENSG00000044090","CUL7","9820",8.697583,8.622059,9.180108,5.794689,6.072203
"602","ENSG00000044115","CTNNA1","1495",51.50183,47.813898,49.946526,51.469742,62.901783
"603","ENSG00000044446","PHKA2","5256",31.510435,28.238163,29.237775,9.818832,16.362272
"604","ENSG00000044459","CNTLN","54875",0,0,0.1295,0.057187,0.07447
"606","ENSG00000044574","HSPA5","3309",122.709377,209.413782,181.131842,201.734333,217.677516
"607","ENSG00000046604","DSG2","1829",1.239192,0.737217,2.835332,0.100046,0.158299
"608","ENSG00000046647","GEMIN8","54960",14.669619,19.185714,22.151372,10.64527,17.314719
"609","ENSG00000046651","OFD1","8481",69.503596,57.792035,95.378513,17.522609,41.645773
"613","ENSG00000047056","WDR37","22884",27.337998,21.676451,30.098511,16.721729,23.015007
"614","ENSG00000047188","YTHDC2","64848",24.587226,18.938666,23.139925,13.52229,20.366437
"615","ENSG00000047230","CTPS2","56474",5.22646,3.707883,4.078318,1.963229,2.328283
"616","ENSG00000047249","ATP6V1H","51606",17.481701,22.845075,26.180359,29.998235,28.73445
"617","ENSG00000047315","POLR2B","5431",90.643188,84.199251,129.363501,87.831102,83.350254
"618","ENSG00000047346","ATOSA","56204",131.020445,142.677645,120.012376,32.109947,57.271253
"619","ENSG00000047365","ARAP2","116984",69.076331,54.457662,108.945801,34.779596,53.116298
