"","Gene","SYMBOL","ENTREZID","KKU213c","KKU213c_V1","KKU213c_V2"
"7875","ENSG00000140090","SLC24A4","123041",0.093804,0.052213,0.103579
"7876","ENSG00000140092","FBLN5","10516",0,0.409564,0.378118
"7878","ENSG00000140104","CLBA1","122616",1.607628,3.420724,3.675261
"7879","ENSG00000140105","WARS1","7453",84.140635,88.277091,104.374426
"7881","ENSG00000140153","WDR20","91833",16.316693,9.380307,11.135341
"7882","ENSG00000140157","NIPA2","81614",89.922345,80.550792,90.360586
"7883","ENSG00000140199","SLC12A6","9990",12.14227,16.004117,14.08853
"7884","ENSG00000140254","DUOXA1","90527",0.10644,0.208041,0.620502
"7885","ENSG00000140259","MFAP1","4236",38.589043,36.810073,38.108327
"7886","ENSG00000140262","TCF12","6938",28.128452,23.522473,23.932684
"7887","ENSG00000140263","SORD","6652",68.621527,53.608298,59.196771
"7888","ENSG00000140264","SERF2","10169",820.246494,846.141135,914.357099
"7889","ENSG00000140265","ZSCAN29","146050",16.804906,14.652044,12.003324
"7890","ENSG00000140274","DUOXA2","405753",0.322329,0.228484,0.386156
"7891","ENSG00000140279","DUOX2","50506",0.306768,0.325353,0.159621
"7892","ENSG00000140280","LYSMD2","256586",12.468873,11.920351,13.925715
"7893","ENSG00000140284","SLC27A2","11001",15.433719,25.372661,26.923459
"7894","ENSG00000140285","FGF7","2252",0,0.026475,0.009354
"7896","ENSG00000140297","GCNT3","9245",0.902737,4.86853,10.119479
"7897","ENSG00000140299","BNIP2","663",51.553754,42.611232,45.223037
"7898","ENSG00000140307","GTF2A2","2958",184.97608,191.196283,200.128796
"7899","ENSG00000140319","SRP14","6727",313.363218,307.779573,329.826051
"7900","ENSG00000140320","BAHD1","22893",13.863642,15.9052,17.697656
"7901","ENSG00000140323","DISP2","85455",3.18957,6.617069,7.642354
"7902","ENSG00000140326","CDAN1","146059",6.470654,4.582259,3.278843
"7903","ENSG00000140332","TLE3","7090",15.999372,12.509341,17.043605
"7904","ENSG00000140350","ANP32A","8125",194.291741,228.092247,247.22433
"7905","ENSG00000140365","COMMD4","54939",94.843426,60.624138,69.572599
"7906","ENSG00000140367","UBE2Q2","92912",9.197229,3.327755,3.726258
"7908","ENSG00000140374","ETFA","2108",209.773227,185.917947,216.350225
"7909","ENSG00000140379","BCL2A1","597",0.310462,0.352553,0.534422
"7910","ENSG00000140382","HMG20A","10363",9.131118,11.2137,11.769049
"7911","ENSG00000140386","SCAPER","49855",4.400638,2.69802,3.346833
"7912","ENSG00000140391","TSPAN3","10099",64.256357,71.268751,78.775587
"7913","ENSG00000140395","SKIC8","80349",28.37584,24.819,32.187812
"7914","ENSG00000140396","NCOA2","10499",4.854512,3.093193,3.225274
"7915","ENSG00000140398","NEIL1","79661",0.835405,0.243786,1.046511
"7916","ENSG00000140400","MAN2C1","4123",32.56949,17.210419,16.240262
"7917","ENSG00000140403","DNAJA4","55466",23.18206,18.412139,19.234484
"7918","ENSG00000140406","TLNRD1","59274",10.030914,4.81936,4.4076
"7919","ENSG00000140416","TPM1","7168",58.439798,65.102318,71.924099
"7920","ENSG00000140443","IGF1R","3480",9.532241,10.801023,16.477327
"7921","ENSG00000140450","ARRDC4","91947",2.612457,7.215288,7.929728
"7922","ENSG00000140451","PIF1","80119",19.592768,6.102766,6.682589
"7923","ENSG00000140455","USP3","9960",20.037374,21.370013,21.771554
"7924","ENSG00000140459","CYP11A1","1583",0.036132,0.027333,0.162344
"7925","ENSG00000140463","BBS4","585",6.49695,7.995789,8.502167
"7926","ENSG00000140464","PML","5371",26.675533,31.546986,30.298243
"7927","ENSG00000140465","CYP1A1","1543",4.545111,9.44877,10.95562
"7928","ENSG00000140470","ADAMTS17","170691",0.137414,0.289715,0.75236
"7929","ENSG00000140471","LINS1","55180",10.087723,14.977613,14.624027
"7930","ENSG00000140474","ULK3","25989",13.380971,9.133636,9.1345
"7931","ENSG00000140478","GOLGA6D","653643",0.020566,0.01767,0.082481
"7932","ENSG00000140479","PCSK6","5046",43.357481,20.202442,17.666385
"7935","ENSG00000140497","SCAMP2","10066",53.957149,43.520228,45.087414
"7936","ENSG00000140505","CYP1A2","1544",0.122816,0.092885,0.15758
"7937","ENSG00000140506","LMAN1L","79748",0.071751,0.036176,0.019179
"7938","ENSG00000140511","HAPLN3","145864",7.088588,10.870963,9.782847
"7942","ENSG00000140525","FANCI","55215",82.941796,43.476319,53.62831
"7943","ENSG00000140526","ABHD2","11057",27.720698,20.911487,34.79385
"7945","ENSG00000140534","TICRR","90381",15.059775,7.377352,8.137225
"7946","ENSG00000140538","NTRK3","4916",0,0.059454,0.034226
"7947","ENSG00000140543","DET1","55070",1.133876,1.808342,2.121964
"7948","ENSG00000140545","MFGE8","4240",58.046819,88.017194,100.460471
"7949","ENSG00000140548","ZNF710","374655",13.203432,5.721556,9.714976
"7950","ENSG00000140553","UNC45A","55898",57.441071,45.104879,50.066982
"7952","ENSG00000140563","MCTP2","55784",10.204213,10.763186,9.852175
"7953","ENSG00000140564","FURIN","5045",33.919462,40.102079,41.962282
"7954","ENSG00000140575","IQGAP1","8826",180.275208,128.849695,133.995795
"7955","ENSG00000140577","CRTC3","64784",7.946471,5.523651,7.161496
"7956","ENSG00000140598","EFL1","79631",16.855473,14.674647,18.247415
"7958","ENSG00000140612","SEC11A","23478",137.257688,106.760261,119.668886
"7960","ENSG00000140632","GLYR1","84656",42.027908,28.089386,32.019799
"7962","ENSG00000140675","SLC5A2","6524",1.86568,1.737241,1.779915
"7963","ENSG00000140678","ITGAX","3687",0.095714,0.25853,0.492759
"7964","ENSG00000140682","TGFB1I1","7041",7.303515,0.683511,0.740647
"7965","ENSG00000140688","RUSF1","64755",38.465526,47.952141,52.717644
"7966","ENSG00000140691","ARMC5","79798",8.459317,4.959665,4.969122
"7967","ENSG00000140718","FTO","79068",58.23081,75.71811,77.616691
"7968","ENSG00000140740","UQCRC2","7385",165.465144,146.165445,165.422804
"7969","ENSG00000140743","CDR2","1039",25.809315,22.817992,23.917624
"7971","ENSG00000140750","ARHGAP17","55114",23.401812,27.681912,32.551052
"7972","ENSG00000140795","MYLK3","91807",1.718649,1.631846,1.562894
"7973","ENSG00000140798","ABCC12","94160",0.026682,0.021531,0.025707
"7974","ENSG00000140807","NKD1","85407",0.191527,2.267904,0.905046
"7975","ENSG00000140829","DHX38","9785",56.330536,46.46791,49.687283
"7976","ENSG00000140830","TXNL4B","54957",25.388149,24.727588,26.508296
"7977","ENSG00000140832","MARVELD3","91862",22.155762,16.777331,14.01987
"7978","ENSG00000140835","CHST4","10164",0.168452,0.381008,0.429315
"7979","ENSG00000140836","ZFHX3","463",6.600885,5.142672,5.493051
"7980","ENSG00000140839","CLEC18B","497190",0.833729,0.063421,0.210624
"7981","ENSG00000140848","CPNE2","221184",22.515861,9.19757,9.015515
"7982","ENSG00000140853","NLRC5","84166",16.458957,9.706884,10.120295
"7983","ENSG00000140854","KATNB1","10300",31.546248,34.142284,36.516956
"7984","ENSG00000140859","KIFC3","3801",74.687205,35.690087,36.482238
"7985","ENSG00000140873","ADAMTS18","170692",0,0.02439,0.017235
"7986","ENSG00000140876","NUDT7","283927",3.104738,6.364167,7.198145
"7987","ENSG00000140905","GCSH","2653",70.304755,56.105562,61.276667
"7988","ENSG00000140931","CMTM3","123920",3.548416,0.981825,1.078385
"7990","ENSG00000140937","CDH11","1009",0.028373,0.508673,0
"7991","ENSG00000140939","NOL3","8996",22.738591,11.775787,15.782658
"7992","ENSG00000140941","MAP1LC3B","81631",44.630653,65.558188,70.17021
"7993","ENSG00000140943","MBTPS1","8720",36.233009,34.436997,38.353906
"7994","ENSG00000140945","CDH13","1012",18.905634,7.048653,9.053578
"7995","ENSG00000140948","ZCCHC14","23174",13.532673,13.45893,14.263566
"7996","ENSG00000140950","MEAK7","57707",42.050575,45.37914,42.928039
"7998","ENSG00000140961","OSGIN1","29948",22.584834,13.016697,14.559741
"7999","ENSG00000140968","IRF8","3394",0.385641,0.099357,0.17557
"8000","ENSG00000140983","RHOT2","89941",64.751183,60.336672,47.041639
"8001","ENSG00000140986","RPL3L","6123",0.157493,0.142952,0.025267
"8002","ENSG00000140987","ZSCAN32","54925",8.412028,11.372538,9.247683
"8003","ENSG00000140988","RPS2","6187",2890.634626,2547.580423,2719.406941
"8004","ENSG00000140990","NDUFB10","4716",100.148157,123.664692,143.118472
"8005","ENSG00000140992","PDPK1","5170",18.790232,12.796432,14.487606
"8006","ENSG00000140993","TIGD7","91151",2.011246,1.952168,1.770072
"8007","ENSG00000140995","DEF8","54849",73.58288,63.333065,68.494754
"8008","ENSG00000141002","TCF25","22980",44.685946,25.60058,30.817096
"8009","ENSG00000141012","GALNS","2588",4.874301,7.149543,8.041345
"8010","ENSG00000141013","GAS8","2622",7.246343,8.9057,5.150952
"8011","ENSG00000141026","MED9","55090",9.042851,7.518078,9.578859
"8012","ENSG00000141027","NCOR1","9611",54.166438,34.564893,38.234533
"8014","ENSG00000141030","COPS3","8533",98.927882,67.326251,70.640023
"8015","ENSG00000141034","GID4","79018",5.685812,7.074918,6.32612
"8016","ENSG00000141040","ZNF287","57336",0.37169,1.910789,3.126312
"8017","ENSG00000141052","MYOCD","93649",0,0.067503,0.044621
"8018","ENSG00000141068","KSR1","8844",4.521923,6.19191,9.243573
"8020","ENSG00000141084","RANBP10","57610",13.991606,12.593505,11.941612
"8021","ENSG00000141086","CTRL","1506",0.859951,0.452359,0.199182
"8023","ENSG00000141098","GFOD2","81577",14.122253,17.568504,19.864477
"8024","ENSG00000141101","NOB1","28987",147.645214,83.508679,91.684062
"8025","ENSG00000141127","PRPSAP2","5636",30.160435,28.019733,32.440928
"8026","ENSG00000141161","UNC45B","146862",0.033904,0.01709,0.018115
"8027","ENSG00000141179","PCTP","58488",5.356305,7.605044,8.192211
"8029","ENSG00000141198","TOM1L1","10040",22.167125,23.636372,21.439994
"8031","ENSG00000141219","C17orf80","55028",10.393975,9.939859,11.577135
"8032","ENSG00000141232","TOB1","10140",26.697086,27.928451,31.543699
"8033","ENSG00000141252","VPS53","55275",10.873762,11.726456,11.560772
"8035","ENSG00000141258","SGSM2","9905",12.677278,6.01568,6.060477
"8036","ENSG00000141279","NPEPPS","9520",72.475667,63.122155,76.661246
"8037","ENSG00000141293","SKAP1","8631",0.54406,0,0.444965
"8038","ENSG00000141294","LRRC46","90506",0.187326,0.104574,0.519323
"8039","ENSG00000141295","SCRN2","90507",6.786514,9.306621,9.673784
"8040","ENSG00000141298","SSH2","85464",12.906189,15.188831,16.282494
"8043","ENSG00000141337","ARSG","22901",0.314537,0.343778,0.133341
"8044","ENSG00000141338","ABCA8","10351",0,0.112523,0.117976
"8045","ENSG00000141349","G6PC3","92579",51.689578,41.854383,51.727804
"8046","ENSG00000141367","CLTC","1213",93.412656,101.122048,113.27414
"8048","ENSG00000141376","BCAS3","54828",1.970238,3.864079,4.618328
"8049","ENSG00000141378","PTRH2","51651",48.619477,41.768927,45.311274
"8050","ENSG00000141380","SS18","6760",25.879309,20.840022,19.656349
"8051","ENSG00000141384","TAF4B","6875",5.253269,3.880988,4.404055
"8052","ENSG00000141385","AFG3L2","10939",45.321418,32.976898,39.997434
"8053","ENSG00000141391","PRELID3A","10650",2.005474,0.749571,1.129616
"8054","ENSG00000141401","IMPA2","3613",28.551847,23.095129,23.791879
"8055","ENSG00000141404","GNAL","2774",1.030536,4.455054,1.436425
"8056","ENSG00000141424","SLC39A6","25800",29.481544,32.0244,34.367267
"8057","ENSG00000141425","RPRD1A","55197",19.755364,20.548658,23.774667
"8058","ENSG00000141428","C18orf21","83608",8.370087,10.072461,13.357896
"8059","ENSG00000141429","GALNT1","2589",42.879489,42.649733,48.913821
"8060","ENSG00000141431","ASXL3","80816",0,0.041542,0.082405
"8063","ENSG00000141437","SLC25A52","147407",0.178543,0.179409,0.284194
"8064","ENSG00000141441","GAREM1","64762",1.961382,2.701614,3.562653
"8065","ENSG00000141446","ESCO1","114799",10.687266,13.455536,15.384834
"8066","ENSG00000141447","OSBPL1A","114876",16.562984,16.975583,14.967809
"8067","ENSG00000141448","GATA6","2627",6.595349,6.309507,7.190392
"8068","ENSG00000141449","GREB1L","80000",2.02824,0.760136,0.792676
"8069","ENSG00000141452","RMC1","29919",18.633096,17.800574,20.292794
"8070","ENSG00000141456","PELP1","27043",49.438075,38.077347,39.265598
"8071","ENSG00000141458","NPC1","4864",32.718344,38.678694,39.108862
"8072","ENSG00000141469","SLC14A1","6563",0.379822,0.151085,0.306861
"8073","ENSG00000141480","ARRB2","409",32.178912,43.684779,46.802783
"8074","ENSG00000141485","SLC13A5","284111",0.065976,0.13276,0.075838
"8075","ENSG00000141497","ZMYND15","84225",0.060136,0.176114,0.095499
"8076","ENSG00000141499","WRAP53","55135",24.775266,21.120492,21.468603
"8077","ENSG00000141503","MINK1","50488",41.26828,44.308323,48.802023
"8078","ENSG00000141504","SAT2","112483",22.044348,20.490548,25.039925
"8079","ENSG00000141505","ASGR1","432",1.281635,1.316651,0.598183
"8080","ENSG00000141506","PIK3R5","23533",0.01497,0.01132,0
"8081","ENSG00000141510","TP53","7157",52.473058,22.884893,21.394164
"8082","ENSG00000141519","CCDC40","55036",0.411911,1.300522,0.853272
"8083","ENSG00000141522","ARHGDIA","396",329.59677,186.4207,197.832413
"8084","ENSG00000141524","TMC6","11322",37.615144,28.880005,30.289315
"8085","ENSG00000141526","SLC16A3","9123",177.421753,153.81164,151.786808
"8086","ENSG00000141527","CARD14","79092",1.010211,2.210441,2.172446
"8087","ENSG00000141540","TTYH2","94015",0.375789,0.803724,0.647738
"8088","ENSG00000141542","RAB40B","10966",0.134954,1.11089,1.455306
"8089","ENSG00000141543","EIF4A3","9775",81.884003,77.525488,82.490766
"8090","ENSG00000141551","CSNK1D","1453",73.002146,67.384343,68.707849
"8091","ENSG00000141552","ANAPC11","51529",114.483091,107.966584,142.560666
"8093","ENSG00000141560","FN3KRP","79672",24.171454,11.579877,12.03782
"8094","ENSG00000141562","NARF","26502",17.807449,19.573052,19.757776
"8095","ENSG00000141564","RPTOR","57521",19.628682,15.614368,18.236769
"8096","ENSG00000141568","FOXK2","3607",44.062011,51.201032,59.873059
"8097","ENSG00000141569","TRIM65","201292",8.507639,2.973827,3.663621
"8098","ENSG00000141570","CBX8","57332",5.025267,2.760644,3.596849
"8099","ENSG00000141574","SECTM1","6398",1.535914,5.168953,8.745854
"8100","ENSG00000141576","RNF157","114804",0.054323,0.781926,0.217765
"8101","ENSG00000141577","CEP131","22994",10.733506,8.072902,8.10915
"8102","ENSG00000141579","ZNF750","79755",0.210962,0.159529,0.08456
"8103","ENSG00000141580","WDR45B","56270",37.777007,34.008515,35.213669
"8104","ENSG00000141582","CBX4","8535",10.216165,10.587122,11.538488
"8105","ENSG00000141622","ARK2C","494470",0.043987,0.035702,0.035249
"8106","ENSG00000141627","DYM","54808",18.129346,19.90691,18.768852
"8108","ENSG00000141642","ELAC1","55520",2.290116,2.10254,1.356845
"8109","ENSG00000141644","MBD1","4152",33.90917,32.365578,36.336047
"8110","ENSG00000141646","SMAD4","4089",15.833133,11.653533,12.096808
"8111","ENSG00000141655","TNFRSF11A","8792",0.765916,1.074969,2.37067
"8112","ENSG00000141664","ZCCHC2","54877",6.218475,8.745714,5.96764
"8113","ENSG00000141665","FBXO15","201456",0,0.342059,0.444902
"8115","ENSG00000141682","PMAIP1","5366",25.242095,29.449497,33.068779
"8116","ENSG00000141696","P3H4","10609",23.469443,21.396095,21.715883
"8117","ENSG00000141698","NT5C3B","115024",39.411342,30.788087,32.468758
"8118","ENSG00000141699","RETREG3","162427",11.885158,15.791887,14.597242
"8119","ENSG00000141736","ERBB2","2064",23.688852,16.836379,17.300263
"8120","ENSG00000141738","GRB7","2886",26.822805,32.085698,24.912489
"8121","ENSG00000141741","MIEN1","84299",37.314245,40.932027,47.210556
"8124","ENSG00000141750","STAC2","342667",0,0.059173,0.073186
"8125","ENSG00000141753","IGFBP4","3487",6.61611,2.92708,1.877515
"8126","ENSG00000141756","FKBP10","60681",131.968143,114.285745,117.687524
"8127","ENSG00000141759","TXNL4A","10907",67.075171,70.71065,69.426682
"8128","ENSG00000141837","CACNA1A","773",1.285132,1.622121,1.721701
"8129","ENSG00000141854","MISP3","113230",0.688769,0.861864,0.99236
"8130","ENSG00000141858","SAMD1","90378",43.853527,32.514033,30.544287
"8131","ENSG00000141867","BRD4","23476",42.516598,45.805734,50.228792
"8132","ENSG00000141873","SLC39A3","29985",31.081136,46.831459,44.765479
"8133","ENSG00000141905","NFIC","4782",29.417577,24.09857,26.231556
"8134","ENSG00000141933","TPGS1","91978",9.070563,4.621062,3.037664
"8135","ENSG00000141934","PLPP2","8612",12.533405,23.350096,24.259174
"8137","ENSG00000141956","PRDM15","63977",1.848769,1.762094,1.507016
"8138","ENSG00000141959","PFKL","5211",30.706392,16.473106,18.78212
"8139","ENSG00000141965","FEM1A","55527",11.477072,8.51542,9.412491
"8140","ENSG00000141968","VAV1","7409",0.193434,0.019366,0.082382
"8141","ENSG00000141971","MVB12A","93343",64.452843,80.902887,90.604367
"8144","ENSG00000141985","SH3GL1","6455",117.906088,81.751886,86.237797
"8145","ENSG00000141994","DUS3L","56931",37.113727,8.323689,7.718006
"8146","ENSG00000142002","DPP9","91039",129.020722,82.340781,80.816356
"8148","ENSG00000142039","CCDC97","90324",13.573811,13.132936,14.260181
"8149","ENSG00000142046","TMEM91","641649",0.229165,0.174131,0.244525
"8150","ENSG00000142065","ZFP14","57677",0.761644,0.815209,1.743312
"8151","ENSG00000142082","SIRT3","23410",8.485499,8.831664,8.550653
"8152","ENSG00000142089","IFITM3","10410",827.3554,880.1503,948.231452
"8153","ENSG00000142102","PGGHG","80162",3.056294,3.699559,2.856124
"8155","ENSG00000142156","COL6A1","1291",0.702275,1.281411,1.578512
"8157","ENSG00000142166","IFNAR1","3454",17.234714,26.519911,21.844241
"8158","ENSG00000142168","SOD1","6647",251.84677,193.083571,222.209478
"8159","ENSG00000142173","COL6A2","1292",0.037918,0.190826,0.167982
"8160","ENSG00000142178","SIK1","150094",0.325765,0,0.022756
"8162","ENSG00000142185","TRPM2","7226",6.415346,4.427225,5.282088
"8163","ENSG00000142186","SCYL1","57410",112.11955,71.761084,78.45182
"8165","ENSG00000142192","APP","351",414.172666,443.803072,486.23518
"8166","ENSG00000142197","DOP1B","9980",1.202762,1.542319,2.103967
"8167","ENSG00000142207","URB1","9875",16.264098,12.310079,13.580266
"8168","ENSG00000142208","AKT1","207",79.173569,46.726546,48.524152
"8169","ENSG00000142224","IL19","29949",0.233143,0.875532,0.662648
"8170","ENSG00000142227","EMP3","2014",8.355887,2.550648,2.295634
"8171","ENSG00000142230","SAE1","10055",119.103752,79.898107,79.887744
"8173","ENSG00000142235","LMTK3","114783",1.010094,1.74468,2.150674
"8174","ENSG00000142252","GEMIN7","79760",31.802046,32.79775,34.854834
"8175","ENSG00000142273","CBLC","23624",12.468096,15.220752,15.869265
"8176","ENSG00000142279","WTIP","126374",0.127118,0.089297,0.449549
"8178","ENSG00000142327","RNPEPL1","57140",24.067797,24.564476,29.493851
"8179","ENSG00000142330","CAPN10","11132",11.806042,8.118142,9.895325
"8180","ENSG00000142347","MYO1F","4542",0.050791,0.320061,0.393588
"8181","ENSG00000142396","ERVK3-1","105372481",45.309534,41.254004,40.739094
"8182","ENSG00000142405","NLRP12","91662",0.113086,0.17336,0.208179
"8183","ENSG00000142408","CACNG8","59283",0,0.005419,0.005743
"8184","ENSG00000142409","ZNF787","126208",33.246863,19.653106,21.125135
"8185","ENSG00000142444","TIMM29","90580",25.096127,19.716239,19.367418
"8187","ENSG00000142453","CARM1","10498",70.247851,58.026692,62.763169
"8188","ENSG00000142459","EVI5L","115704",13.345192,20.912867,23.5175
