"","Gene","SYMBOL","ENTREZID","KKU213c","KKU213c_V1","KKU213c_V2"
"16947","ENSG00000196954","CASP4","837",279.812298,250.117163,269.850688
"16948","ENSG00000196961","AP2A1","160",48.299025,57.479099,58.891185
"16949","ENSG00000196967","ZNF585A","199704",7.046975,12.715265,11.351063
"16950","ENSG00000196968","FUT11","170384",14.531755,7.000093,6.044416
"16952","ENSG00000196972","SMIM10L2B","644596",0.024474,0.407216,0.372899
"16953","ENSG00000196975","ANXA4","307",41.377885,31.533604,40.087738
"16954","ENSG00000196976","LAGE3","8270",36.766484,22.837267,28.866392
"16955","ENSG00000196981","WDR5B","54554",2.772063,3.94229,5.049316
"16958","ENSG00000196998","WDR45","11152",39.765586,39.746575,36.515681
"16960","ENSG00000197008","ZNF138","7697",2.79226,3.259264,1.961764
"16961","ENSG00000197013","ZNF429","353088",0,0.276563,0.213053
"16962","ENSG00000197016","ZNF470","388566",0.501674,0.565879,1.241829
"16963","ENSG00000197019","SERTAD1","29950",8.357515,3.975767,5.264006
"16965","ENSG00000197021","EOLA2","541578",32.134764,35.573205,45.280893
"16967","ENSG00000197024","ZNF398","57541",7.934172,7.29528,8.443347
"16968","ENSG00000197037","ZSCAN25","221785",6.734274,7.274837,7.740996
"16970","ENSG00000197043","ANXA6","309",13.584989,34.522045,42.425131
"16971","ENSG00000197044","ZNF441","126068",1.334546,1.053978,1.616478
"16972","ENSG00000197045","GMFB","2764",48.713906,38.648777,49.44843
"16973","ENSG00000197046","SIGLEC15","284266",0.156733,0,0.146644
